icsd,material_id,formula,space_group_number,curated,best,atomic,pass_sites,shells,doublet_kinds,chem_flag,lone_pair,jt_ions
185700,185693,Ge1 O3 Pb1,221,1,0,0,Pb1|Ge1,-,"e_g{z2,x2-y2}",1,Pb,
185701,185693,Ge1 O3 Pb1,221,1,0,0,Pb1|Ge1,-,"e_g{z2,x2-y2}",1,Pb,
185847,24983,Ba2 O6 W1 Zn1,225,1,0,0,W1|Zn1,3d|5d,"e_g{z2,x2-y2}",0,,
185882,185882,Al1 Ti2 Zn1,216,1,0,0,Ti1|Ti2|Zn1|Al1,-|3d,"e_g{z2,x2-y2}",0,,
185893,58038,Al1 Ni3,221,1,1,0,Al1,-,"e_g{z2,x2-y2}",0,,
185936,185936,Co2 Fe1 Ge1,225,1,0,0,Fe1|Ge1,-|3d,"e_g{z2,x2-y2}",0,,
185944,103142,Cu1 Y1,221,1,0,0,Y1|Cu1,3d|4d,"e_g{z2,x2-y2}",0,,
185966,185966,Al1 Co2 Ti1,225,1,1,0,Ti1|Al1,-|3d,"e_g{z2,x2-y2}",0,,
185969,53080,Co2 Si1 Ti1,225,1,1,0,Ti1|Si1,-|3d,"e_g{z2,x2-y2}",0,,
185999,185999,Cr1 Fe2 Sn1,225,1,1,0,Cr1|Sn1,-|3d,"e_g{z2,x2-y2}",1,Sn,
186000,58015,Al3 Nb1,139,1,0,0,Al1|Nb1,-|4d,"p{x,y}|{xz,yz}",0,,
186027,33571,Cu1 O6 Sr2 W1,87,1,0,0,Cu1|W1,3d|5d,"p{x,y}|{xz,yz}",1,,Cu2+
186038,186038,Cu1 Mo1 O6 Sr2,87,1,0,0,Cu1|Mo1,3d|4d,"p{x,y}|{xz,yz}",1,,Cu2+
186056,186056,Fe2 In1 Ti1,225,1,0,0,Ti1|In1,-|3d,"e_g{z2,x2-y2}",0,,
186057,186057,Fe2 Ge1 Ti1,225,1,1,0,Ti1|Ge1,-|3d,"e_g{z2,x2-y2}",0,,
186058,103641,Fe2 Sn1 Ti1,225,1,1,0,Ti1|Sn1,-|3d,"e_g{z2,x2-y2}",1,Sn,
186059,186059,As1 Fe2 Ti1,225,1,1,0,Ti1|As1,-|3d,"e_g{z2,x2-y2}",0,,
186060,186060,Fe2 Sb1 Ti1,225,1,1,0,Ti1|Sb1,-|3d,"e_g{z2,x2-y2}",1,Sb,
186404,58080,Al1 Ni1 Zr1,189,1,0,0,Ni1,3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
186437,27970,Ba1 O3 Ti1,221,1,0,0,Ba1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
186457,15453,Ba1 O3 Ti1,99,1,0,0,Ba1|Ti1|O1,-|3d,"p{x,y}|{xz,yz}",0,,
186458,15453,Ba1 O3 Ti1,99,1,0,0,Ba1|Ti1|O1,-|3d,"p{x,y}|{xz,yz}",0,,
186459,15453,Ba1 O3 Ti1,99,1,0,0,Ba1|Ti1|O1,-|3d,"p{x,y}|{xz,yz}",0,,
186572,186572,Fe2 K1 S2,139,1,0,0,K1,-,"p{x,y}|{xz,yz}",0,,
186575,56160,C2 Ba1,139,1,0,0,Ba1,-,"p{x,y}|{xz,yz}",0,,
186725,23076,O3 Sr1 Ti1,221,1,0,0,Sr1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
186727,1610,O3 Pb1 Ti1,99,1,0,0,Pb1|Ti1|O1,-|3d,"p{x,y}|{xz,yz}",1,Pb,
186801,162766,Bi2 O6 Ti1 Zn1,99,1,0,0,Bi1|Bi2|Zn1|Ti1|O3|O4,-|3d,"p{x,y}|{xz,yz}",1,Bi,
186830,186830,Co1 Fe1 Ga1 Mn1,216,1,0,0,Ga1|Fe1|Mn1|Co1,-|3d,"e_g{z2,x2-y2}",0,,
186831,186831,Co1 Fe1 Ge1 Mn1,216,1,0,0,Ge1|Fe1|Mn1|Co1,-|3d,"e_g{z2,x2-y2}",0,,
186838,186838,Cr1 O2,225,1,0,0,Cr1,3d,"e_g{z2,x2-y2}",0,,
186883,186883,F6 K2 Na1 V1,225,0,0,1,V1|Na1,-|3d,"e_g{z2,x2-y2}",0,,
186895,23076,O3 Sr1 Ti1,221,1,0,0,Sr1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
186899,27049,Ba1 O3 Sn1,221,1,0,0,Ba1|Sn1,-,"e_g{z2,x2-y2}",1,Sn,
187082,20223,Al3 B4 O12 Y1,155,1,0,0,Y1|B1,-|4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
187255,187255,Mg1 Ni1,123,1,0,0,Mg1|Ni1,-|3d,"p{x,y}|{xz,yz}",0,,
187256,187256,Mg1 Ni1,221,1,0,0,Mg1|Ni1,-|3d,"e_g{z2,x2-y2}",0,,
187257,187257,H1 Mg1 Ni1,123,1,0,0,Mg1|Ni1|H1,-|3d,"p{x,y}|{xz,yz}",0,,
187291,27970,Ba1 O3 Ti1,221,1,0,0,Ba1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
187292,27965,Ba1 O3 Ti1,123,1,0,0,Ba1|Ti1|O1,-|3d,"p{x,y}|{xz,yz}",0,,
187293,31865,Ca1 O3 Ti1,221,1,0,0,Ca1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
187295,153406,O3 Pb1 Ti1,221,1,0,0,Pb1|Ti1,-|3d,"e_g{z2,x2-y2}",1,Pb,
187296,23076,O3 Sr1 Ti1,221,1,0,0,Sr1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
187480,23076,O3 Sr1 Ti1,221,1,0,0,Sr1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
187481,27046,O3 Sr1 Zr1,221,1,0,0,Sr1|Zr1,-|4d,"e_g{z2,x2-y2}",0,,
187484,69360,O3 Ru1 Sr1,221,1,1,0,Sr1|Ru1,-|4d,"e_g{z2,x2-y2}",0,,
187492,187492,Fe1 Ga1 Ni2,225,1,0,0,Ga1|Fe1,-|3d,"e_g{z2,x2-y2}",0,,
187505,153406,O3 Pb1 Ti1,221,1,0,0,Pb1|Ti1,-|3d,"e_g{z2,x2-y2}",1,Pb,
187619,23076,O3 Sr1 Ti1,221,1,0,0,Sr1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
187637,187637,O3 Pb1 V1,221,1,1,0,Pb1|V1,-|3d,"e_g{z2,x2-y2}",1,Pb,
187662,187662,Mg1 Mo1 O6 Sr2,87,1,1,0,Mg1|Mo1,-|4d,"p{x,y}|{xz,yz}",0,,
187669,187669,Mn1 Mo1 O6 Sr2,87,1,1,0,Mn1|Mo1,3d|4d,"p{x,y}|{xz,yz}",0,,
187705,75588,Fe1 Na1 O2,166,1,0,0,Fe1|Na1,-|3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
187963,187963,Co3 W1,221,1,1,0,W1,5d,"e_g{z2,x2-y2}",0,,
187964,97992,Co3 Ti1,221,1,0,0,Ti1,3d,"e_g{z2,x2-y2}",0,,
187965,187965,Co3 V1,221,1,0,0,V1,3d,"e_g{z2,x2-y2}",0,,
187966,187966,Co3 Nb1,221,1,0,0,Nb1,4d,"e_g{z2,x2-y2}",0,,
187967,102689,Co3 Ta1,221,1,0,0,Ta1,5d,"e_g{z2,x2-y2}",0,,
187969,187969,Co3 Mo1,221,1,1,0,Mo1,4d,"e_g{z2,x2-y2}",0,,
187973,57596,Al1 Co1,221,1,0,0,Co1|Al1,-|3d,"e_g{z2,x2-y2}",0,,
187975,102705,Co1 Ti1,221,1,0,0,Co1|Ti1,3d,"e_g{z2,x2-y2}",0,,
187981,187981,Co1 Mn1,221,1,0,0,Co1|Mn1,3d,"e_g{z2,x2-y2}",0,,
187982,56273,Co1 Fe1,221,1,0,0,Co1|Fe1,3d,"e_g{z2,x2-y2}",0,,
187983,187983,Co1 Ni1,221,1,0,0,Co1|Ni1,3d,"e_g{z2,x2-y2}",0,,
187984,97992,Co3 Ti1,221,1,0,0,Ti1,3d,"e_g{z2,x2-y2}",0,,
187985,102689,Co3 Ta1,221,1,0,0,Ta1,5d,"e_g{z2,x2-y2}",0,,
187987,187963,Co3 W1,221,1,1,0,W1,5d,"e_g{z2,x2-y2}",0,,
187988,187965,Co3 V1,221,1,0,0,V1,3d,"e_g{z2,x2-y2}",0,,
187989,58038,Al1 Ni3,221,1,1,0,Al1,-,"e_g{z2,x2-y2}",0,,
188056,188056,Al2 Ba1 O8 Si2,147,1,0,0,Ba1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
188149,27049,Ba1 O3 Sn1,221,1,0,0,Ba1|Sn1,-,"e_g{z2,x2-y2}",1,Sn,
188326,44667,Ir2 Si2 Y1,139,1,0,0,Y1,4d,"p{x,y}|{xz,yz}",0,,
188397,57643,Al1 Co2 V1,225,1,0,0,V1|Al1,-|3d,"e_g{z2,x2-y2}",0,,
188401,29119,La1 Mn1 O3,221,1,1,0,La1|Mn1,-|3d,"e_g{z2,x2-y2}",1,,Mn3+
188415,188415,Mn1 O3 Sr1,221,1,1,0,Sr1|Mn1,-|3d,"e_g{z2,x2-y2}",0,,
188448,27046,O3 Sr1 Zr1,221,1,0,0,Zr1|Sr1,-|4d,"e_g{z2,x2-y2}",0,,
188449,188449,O3 Sr1 Zr1,99,1,0,0,Zr1|Sr1|O1,-|4d,"p{x,y}|{xz,yz}",0,,
188466,188466,Bi1 Fe1 O3,99,1,0,0,Bi1|Fe1|O2,-|3d,"p{x,y}|{xz,yz}",1,Bi,
188467,188466,Bi1 Fe1 O3,99,1,0,0,Bi1|Fe1|O2,-|3d,"p{x,y}|{xz,yz}",1,Bi,
188644,15453,Ba1 O3 Ti1,99,1,0,0,Ba1|Ti1|O1,-|3d,"p{x,y}|{xz,yz}",0,,
189047,26676,Cr1 Cu1 O2,166,1,0,0,Cu1|Cr1,3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
189086,169407,C1 Sc1,216,1,0,0,Sc1|C1,-|3d,"e_g{z2,x2-y2}",0,,
189111,96139,Fe1 Ti1,221,1,0,0,Ti1|Fe1,3d,"e_g{z2,x2-y2}",0,,
189112,96139,Fe1 Ti1,221,1,0,0,Ti1|Fe1,3d,"e_g{z2,x2-y2}",0,,
189201,54985,Ni5 Zr1,216,1,1,0,Zr1|Ni1,3d|4d,"e_g{z2,x2-y2}",0,,
189222,53080,Co2 Si1 Ti1,225,1,1,0,Ti1|Si1,-|3d,"e_g{z2,x2-y2}",0,,
189225,102705,Co1 Ti1,221,1,0,0,Co1|Ti1,3d,"e_g{z2,x2-y2}",0,,
189352,54245,La1 Ni5,191,1,1,0,La1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
189367,15423,F3 K1 Mn1,221,1,1,0,K1|Mn1,-|3d,"e_g{z2,x2-y2}",0,,
189368,15246,Co1 F3 K1,221,1,0,0,K1|Co1,-|3d,"e_g{z2,x2-y2}",0,,
189381,15453,Ba1 O3 Ti1,99,1,0,0,Ba1|Ti1|O1,-|3d,"p{x,y}|{xz,yz}",0,,
189825,189825,Li1 S2 Ti1,166,1,0,0,Ti1|Li1,-|3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
189826,189825,Li1 S2 Ti1,166,1,0,0,Ti1|Li1,-|3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
189944,102737,Co1 Zr1,221,1,0,0,Zr1|Co1,3d|4d,"e_g{z2,x2-y2}",0,,
190131,102687,Co2 Sn1 Zr1,225,1,1,0,Zr1|Sn1,-|4d,"e_g{z2,x2-y2}",1,Sn,
190591,91791,Ni1 O6 Sr2 W1,87,1,1,0,W1|Ni1,3d|5d,"p{x,y}|{xz,yz}",0,,
190593,190593,Co1 O6 Sr2 W1,87,1,1,0,W1|Co1,3d|5d,"p{x,y}|{xz,yz}",0,,
190594,33571,Cu1 O6 Sr2 W1,87,1,0,0,W1|Cu1,3d|5d,"p{x,y}|{xz,yz}",1,,Cu2+
190601,27049,Ba1 O3 Sn1,221,1,0,0,Ba1|Sn1,-,"e_g{z2,x2-y2}",1,Sn,
190613,96688,Ba2 Fe1 Mo1 O6,225,1,1,0,Fe1|Mo1,3d|4d,"e_g{z2,x2-y2}",0,,
190614,96688,Ba2 Fe1 Mo1 O6,225,1,1,0,Fe1|Mo1,3d|4d,"e_g{z2,x2-y2}",0,,
190615,102554,Co2 Nb1 Sn1,225,1,0,0,Nb1|Sn1,-|4d,"e_g{z2,x2-y2}",1,Sn,
190624,161077,N1 Y1,216,1,0,0,Y1|N1,-|4d,"e_g{z2,x2-y2}",0,,
190647,39351,Mn1 O6 Sb1 Sr2,107,1,0,0,Sb1|Mn1|O1|O2,-|3d,"p{x,y}|{xz,yz}",1,Sb,Mn3+
190705,36376,As2 Ba1 Pd2,123,1,0,0,Ba1,-,"p{x,y}|{xz,yz}",0,,
190835,15453,Ba1 O3 Ti1,99,1,0,0,Ba1|Ti1|O1,-|3d,"p{x,y}|{xz,yz}",0,,
190920,190920,K1 Nb1 O3,221,1,0,0,K1|Nb1,-|4d,"e_g{z2,x2-y2}",0,,
190921,9532,K1 Nb1 O3,99,1,0,0,K1|Nb1|O1,-|4d,"p{x,y}|{xz,yz}",0,,
190924,27970,Ba1 O3 Ti1,221,1,0,0,Ba1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
190937,67346,N2 Na1 Ta1,166,1,0,0,Na1|Ta1,-|5d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
190972,100533,Fe1 Ti1,221,1,0,0,Fe1|Ti1,3d,"e_g{z2,x2-y2}",0,,
190996,190996,Mn1 Sc2 Si1,225,1,0,0,Mn1|Si1,-|3d,"e_g{z2,x2-y2}",0,,
190998,190998,Ge1 Mn1 Sc2,225,1,0,0,Mn1|Ge1,-|3d,"e_g{z2,x2-y2}",0,,
191170,191170,Mn1 Sn1,221,1,1,0,Mn1|Sn1,-|3d,"e_g{z2,x2-y2}",1,Sn,
191171,191171,Mn1 Sn1,216,1,1,0,Mn1|Sn1,-|3d,"e_g{z2,x2-y2}",1,Sn,
191173,191173,Mn1 Sb1,225,1,0,0,Mn1|Sb1,-|3d,"e_g{z2,x2-y2}",1,Sb,
191175,191175,Mn1 Sb1,216,1,0,0,Mn1|Sb1,-|3d,"e_g{z2,x2-y2}",1,Sb,
191186,109235,Al1 Pt3,123,1,0,0,Pt1|Al1,-|5d,"p{x,y}|{xz,yz}",0,,
191203,191203,Ba1 O3 V1,221,1,1,0,Ba1|V1,-|3d,"e_g{z2,x2-y2}",0,,
191232,191232,N1 Pd3,225,1,0,0,Pd1|N1,-|4d,"e_g{z2,x2-y2}",0,,
191243,169396,N1 Pd1,221,1,0,0,Pd1|N1,-|4d,"e_g{z2,x2-y2}",0,,
191252,188056,Al2 Ba1 O8 Si2,147,1,0,0,Ba1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
191359,191359,O6 Sr2 V1 Zr1,139,1,1,0,V1|Zr1,3d|4d,"p{x,y}|{xz,yz}",0,,
191360,191360,Hf1 O6 Sr2 V1,139,1,1,0,V1|Hf1,3d|5d,"p{x,y}|{xz,yz}",0,,
191364,191364,Co1 Hf1 O6 Sr2,139,1,0,0,Co1|Hf1,3d|5d,"p{x,y}|{xz,yz}",0,,
191365,191365,Fe1 O6 Sr2 Zr1,139,1,0,0,Fe1|Zr1,3d|4d,"p{x,y}|{xz,yz}",0,,
191366,191366,Fe1 Hf1 O6 Sr2,139,1,0,0,Fe1|Hf1,3d|5d,"p{x,y}|{xz,yz}",0,,
191414,90550,Al1 La1 O3,221,1,0,0,La1|Al1,-,"e_g{z2,x2-y2}",0,,
191415,90550,Al1 La1 O3,221,1,0,0,La1|Al1,-,"e_g{z2,x2-y2}",0,,
191416,90550,Al1 La1 O3,221,1,0,0,La1|Al1,-,"e_g{z2,x2-y2}",0,,
191417,90550,Al1 La1 O3,221,1,0,0,La1|Al1,-,"e_g{z2,x2-y2}",0,,
191424,90550,Al1 La1 O3,221,1,0,0,La1|Al1,-,"e_g{z2,x2-y2}",0,,
191425,90550,Al1 La1 O3,221,1,0,0,La1|Al1,-,"e_g{z2,x2-y2}",0,,
191426,90550,Al1 La1 O3,221,1,0,0,La1|Al1,-,"e_g{z2,x2-y2}",0,,
191427,90550,Al1 La1 O3,221,1,0,0,La1|Al1,-,"e_g{z2,x2-y2}",0,,
191428,90550,Al1 La1 O3,221,1,0,0,La1|Al1,-,"e_g{z2,x2-y2}",0,,
191429,90550,Al1 La1 O3,221,1,0,0,La1|Al1,-,"e_g{z2,x2-y2}",0,,
191464,90550,Al1 La1 O3,221,1,0,0,La1|Al1,-,"e_g{z2,x2-y2}",0,,
191491,191491,Rb1 Sb1,216,1,0,0,Rb1|Sb1,-,"e_g{z2,x2-y2}",1,Sb,
191493,191493,Rb1 Te1,216,1,0,0,Rb1|Te1,-,"e_g{z2,x2-y2}",1,Te,
191556,107033,Mg1 Ni4 Y1,216,1,1,0,Y1|Mg1,-|4d,"e_g{z2,x2-y2}",0,,
191563,191563,Ba2 Mg1 O6 Te1,225,1,0,0,Mg1|Te1,-,"e_g{z2,x2-y2}",1,Te,
191592,191592,Cs1 Fe1 Mo2 O8,147,1,1,0,Cs1|Fe1,-|3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
191631,104926,Mn1 Ni2 Sn1,225,1,1,0,Mn1|Sn1,-|3d,"e_g{z2,x2-y2}",1,Sn,
191639,191639,Cs1 N1 Rb1,216,1,0,0,N1|Rb1|Cs1,-,"e_g{z2,x2-y2}",0,,
191640,191640,Cs1 P1 Rb1,216,1,0,0,P1|Rb1|Cs1,-,"e_g{z2,x2-y2}",0,,
191641,191641,As1 Cs1 Rb1,216,1,0,0,As1|Rb1|Cs1,-,"e_g{z2,x2-y2}",0,,
191648,191648,As1 Co1 Mn2,216,1,1,0,Mn1|Mn2|Co1|As1,-|3d,"e_g{z2,x2-y2}",0,,
191657,191657,Al1 Co1 Fe1 Ti1,216,1,1,0,Co1|Fe1|Ti1|Al1,-|3d,"e_g{z2,x2-y2}",0,,
191658,191658,Co1 Fe1 Ga1 Ti1,216,1,1,0,Co1|Fe1|Ti1|Ga1,-|3d,"e_g{z2,x2-y2}",0,,
191659,191659,Co1 Fe1 Si1 Ti1,216,1,1,0,Co1|Fe1|Ti1|Si1,-|3d,"e_g{z2,x2-y2}",0,,
191660,191660,Co1 Fe1 Ge1 Ti1,216,1,1,0,Co1|Fe1|Ti1|Ge1,-|3d,"e_g{z2,x2-y2}",0,,
191661,191661,As1 Co1 Fe1 Ti1,216,1,1,0,Co1|Fe1|Ti1|As1,-|3d,"e_g{z2,x2-y2}",0,,
191662,191662,Co1 Fe1 Sb1 Ti1,216,1,1,0,Co1|Fe1|Ti1|Sb1,-|3d,"e_g{z2,x2-y2}",1,Sb,
191664,191664,Co1 Fe1 Ga1 V1,216,1,1,0,Co1|Fe1|V1|Ga1,-|3d,"e_g{z2,x2-y2}",0,,
191667,191667,As1 Co1 Fe1 V1,216,1,0,0,Co1|Fe1|V1|As1,-|3d,"e_g{z2,x2-y2}",0,,
191668,191668,Co1 Fe1 Sb1 V1,216,1,0,0,Co1|Fe1|V1|Sb1,-|3d,"e_g{z2,x2-y2}",1,Sb,
191681,96688,Ba2 Fe1 Mo1 O6,225,1,1,0,Mo1|Fe1,3d|4d,"e_g{z2,x2-y2}",0,,
191683,191683,Fe1 Te1 V1,216,1,0,0,Fe1|V1|Te1,-|3d,"e_g{z2,x2-y2}",1,Te,
191684,191684,Co1 Cr1 Te1,216,1,0,0,Co1|Cr1|Te1,-|3d,"e_g{z2,x2-y2}",1,Te,
191749,191749,Ca2 Pb1,225,1,0,0,Pb1,-,"e_g{z2,x2-y2}",1,Pb,
191776,9865,Co1 O1,225,1,0,0,Co1|O1,-|3d,"e_g{z2,x2-y2}",0,,
191786,191175,Mn1 Sb1,216,1,0,0,Mn1|Sb1,-|3d,"e_g{z2,x2-y2}",1,Sb,Mn3+
191787,184925,As1 Mn1,216,1,0,0,Mn1|As1,-|3d,"e_g{z2,x2-y2}",1,,Mn3+
191788,191788,Mn1 P1,216,1,0,0,Mn1|P1,-|3d,"e_g{z2,x2-y2}",1,,Mn3+
191828,23076,O3 Sr1 Ti1,221,1,0,0,Sr1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
191829,27046,O3 Sr1 Zr1,221,1,0,0,Sr1|Zr1,-|4d,"e_g{z2,x2-y2}",0,,
192309,182276,As2 Ca1 Fe2,139,1,0,0,Ca1,-,"p{x,y}|{xz,yz}",0,,
192310,182276,As2 Ca1 Fe2,139,1,0,0,Ca1,-,"p{x,y}|{xz,yz}",0,,
192311,182276,As2 Ca1 Fe2,139,1,0,0,Ca1,-,"p{x,y}|{xz,yz}",0,,
192314,23076,O3 Sr1 Ti1,221,1,0,0,Sr1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
192327,192327,Co1 Nb1 O6 Sr2,87,1,1,0,Co1|Nb1,3d|4d,"p{x,y}|{xz,yz}",0,,
192407,28588,Na1 Nb1 O3,221,1,0,0,Na1|Nb1,-|4d,"e_g{z2,x2-y2}",0,,
192408,28588,Na1 Nb1 O3,221,1,0,0,Na1|Nb1,-|4d,"e_g{z2,x2-y2}",0,,
192409,28949,F3 K1 Mg1,221,1,0,0,K1|Mg1,-,"e_g{z2,x2-y2}",0,,
192470,192470,Ag1 Fe2 Ga1 Te4,121,1,0,0,Ag1|Ga1,-|4d,"p{x,y}|{xz,yz}",1,Te,
192566,53687,Ge1 Mn1 Ni2,225,1,0,0,Mn1|Ge1,-|3d,"e_g{z2,x2-y2}",0,,
192816,192816,As1 Li1 Mn1,216,1,0,0,Li1|Mn1|As1,-|3d,"e_g{z2,x2-y2}",0,,
192844,171988,Ba2 Ca1 O6 Os1,225,1,0,0,Ca1|Os1,-|5d,"e_g{z2,x2-y2}",0,,
192845,171988,Ba2 Ca1 O6 Os1,225,1,0,0,Ca1|Os1,-|5d,"e_g{z2,x2-y2}",0,,
192889,15453,Ba1 O3 Ti1,99,1,0,0,Ba1|Ti1|O1,-|3d,"p{x,y}|{xz,yz}",0,,
193089,171813,F3 Mg1 Na1,221,1,0,0,Na1|Mg1,-,"e_g{z2,x2-y2}",0,,
193569,193569,Mg1 Ni3,221,1,1,0,Mg1,-,"e_g{z2,x2-y2}",0,,
193614,33571,Cu1 O6 Sr2 W1,87,1,0,0,Cu1|W1,3d|5d,"p{x,y}|{xz,yz}",1,,Cu2+
193690,150701,Fe1 Mo1 O6 Sr2,87,1,1,0,Fe1|Mo1,3d|4d,"p{x,y}|{xz,yz}",0,,
193881,54245,La1 Ni5,191,1,1,0,La1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
194052,77153,C1 Mn3 Sn1,221,1,0,0,Sn1|C1,-,"e_g{z2,x2-y2}",1,Sn,
194151,26676,Cr1 Cu1 O2,166,1,0,0,Cu1|Cr1,3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
194152,26676,Cr1 Cu1 O2,166,1,0,0,Cu1|Cr1,3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
194155,160196,Cr1 O3 Pb1,221,1,0,0,Pb1|Cr1,-|3d,"e_g{z2,x2-y2}",1,Pb,
194248,77071,F3 Sc1,221,1,1,0,Sc1,3d,"e_g{z2,x2-y2}",0,,
194249,77071,F3 Sc1,221,1,1,0,Sc1,3d,"e_g{z2,x2-y2}",0,,
194250,77071,F3 Sc1,221,1,1,0,Sc1,3d,"e_g{z2,x2-y2}",0,,
194273,77071,F3 Sc1,221,1,1,0,Sc1,3d,"e_g{z2,x2-y2}",0,,
194588,194588,Ag2 Fe1 O8 Rb1 V2,147,1,1,0,Rb1|Fe1,-|3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
194589,194588,Ag2 Fe1 O8 Rb1 V2,147,1,1,0,Rb1|Fe1,-|3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
194713,20293,O4 Sr2 Ti1,139,1,0,0,Ti1,3d,"p{x,y}|{xz,yz}",0,,
194714,20293,O4 Sr2 Ti1,139,1,0,0,Ti1,3d,"p{x,y}|{xz,yz}",0,,
194715,20293,O4 Sr2 Ti1,139,1,0,0,Ti1,3d,"p{x,y}|{xz,yz}",0,,
194716,20293,O4 Sr2 Ti1,139,1,0,0,Ti1,3d,"p{x,y}|{xz,yz}",0,,
194717,20293,O4 Sr2 Ti1,139,1,0,0,Ti1,3d,"p{x,y}|{xz,yz}",0,,
194718,20293,O4 Sr2 Ti1,139,1,0,0,Ti1,3d,"p{x,y}|{xz,yz}",0,,
194719,20293,O4 Sr2 Ti1,139,1,0,0,Ti1,3d,"p{x,y}|{xz,yz}",0,,
194992,194992,Mg1 O9 Sr3 Ta2,164,1,0,0,Sr1|Mg1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
195084,195084,Ge1 O3 Sr1,221,1,0,0,Sr1|Ge1,-,"e_g{z2,x2-y2}",0,,
195130,27425,Ba2 Co1 O6 W1,225,1,1,0,Co1|W1,3d|5d,"e_g{z2,x2-y2}",0,,
195251,195251,Al1 S8 V4,216,1,0,0,Al1,-,"e_g{z2,x2-y2}",0,,
195256,50503,Ge1 Se8 V4,216,1,0,0,Ge1,-,"e_g{z2,x2-y2}",0,,
195422,5435,Co3 S2 Sn2,166,1,1,0,Sn1|Sn2,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",1,Sn,
195432,5436,Co3 In2 S2,166,1,0,0,In1|In2,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
195954,24985,Ba2 Ca1 O6 W1,225,1,0,0,Ca1|W1,-|5d,"e_g{z2,x2-y2}",0,,
196310,5435,Co3 S2 Sn2,166,1,1,0,Sn1|Sn2,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",1,Sn,
196567,58038,Al1 Ni3,221,1,1,0,Al1,-,"e_g{z2,x2-y2}",0,,
196568,58038,Al1 Ni3,221,1,1,0,Al1,-,"e_g{z2,x2-y2}",0,,
196601,54245,La1 Ni5,191,1,1,0,La1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
196755,38138,K1 O2,139,1,0,0,K1,-,"p{x,y}|{xz,yz}",0,,
196756,180564,O2 Rb1,139,1,0,0,Rb1,-,"p{x,y}|{xz,yz}",0,,
196758,60440,K2 Se1,225,1,1,0,Se1,-,"e_g{z2,x2-y2}",0,,
196872,102731,Co5 Y1,191,1,0,0,Y1,4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
196875,102731,Co5 Y1,191,1,0,0,Y1,4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
200009,200009,Fe2 Na1 O3,164,1,0,0,Na1|O1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
200240,54245,La1 Ni5,191,1,1,0,La1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
200637,25615,Al1 F4 Tl1,123,1,0,0,Tl1|Al1,-,"p{x,y}|{xz,yz}",1,Tl,
200709,200709,Li1 S2 Ti1,164,1,0,0,Ti1|Li1,-|3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
200876,109260,Ba2 Na1 O6 Re1,225,1,0,0,Na1|Re1,-|5d,"e_g{z2,x2-y2}",0,,
201056,201056,C6 Au3 Co1 K1 N6,149,0,0,1,K1|Co1,-|3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
201113,5270,F2 Pb1,225,1,0,0,Pb1,-,"e_g{z2,x2-y2}",1,Pb,
201114,5270,F2 Pb1,225,1,0,0,Pb1,-,"e_g{z2,x2-y2}",1,Pb,
201115,5270,F2 Pb1,225,1,0,0,Pb1,-,"e_g{z2,x2-y2}",1,Pb,
