icsd,source,formula,spg,spg_symbol,M,X,priority,dim,motif,n_M_sites,angles_raw,angles_grouped,angle_min,angle_max,spread,d_MX,d_MX_mean,regime
169300,ICSD (local cache),Fe1 Se1,194,P63/mmc,Fe,Se,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.46 A (coordination > 4)
169302,ICSD (local cache),Fe1 Se1,194,P63/mmc,Fe,Se,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.46 A (coordination > 4)
169307,ICSD (local cache),Fe1 Se1,194,P63/mmc,Fe,Se,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.44 A (coordination > 4)
182545,ICSD (local cache),Fe1 Se1,67,Cmme,Fe,Se,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.24 A > cutoff 3.13 A (not bonded)
290407,ICSD (local cache),Fe1 Se1,194,P63/mmc,Fe,Se,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.55 A (coordination > 4)
290410,ICSD (local cache),Fe1 Se1,194,P63/mmc,Fe,Se,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.48 A (coordination > 4)
633467,ICSD (local cache),Fe1 Se1,123,P4/mmm,Fe,Se,3,-1,EXCLUDED,1,,,,,,,,not-tetrahedral: 4th neighbour at 3.16 A > cutoff 3.13 A (not bonded)
633482,ICSD (local cache),Fe1 Se1,194,P63/mmc,Fe,Se,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.57 A (coordination > 4)
633490,ICSD (local cache),Fe1 Se1,194,P63/mmc,Fe,Se,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.56 A (coordination > 4)
25680,ICSD (local cache),Fe1 Se2,58,Pnnm,Fe,Se,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.38 A (coordination > 4)
42041,ICSD (local cache),Fe1 Se2,58,Pnnm,Fe,Se,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.38 A (coordination > 4)
42115,ICSD (local cache),Fe1 Se2,58,Pnnm,Fe,Se,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.38 A (coordination > 4)
44751,ICSD (local cache),Fe1 Se2,58,Pnnm,Fe,Se,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.39 A (coordination > 4)
633469,ICSD (local cache),Fe1 Se2,58,Pnnm,Fe,Se,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.39 A (coordination > 4)
633479,ICSD (local cache),Fe1 Se2,58,Pnnm,Fe,Se,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.38 A (coordination > 4)
80554,ICSD (local cache),Fe2 O5 P1,141,I41/amd,Fe,P,3,-1,EXCLUDED,8,,,,,,,,not-tetrahedral: 4th neighbour at 3.36 A > cutoff 2.98 A (not bonded)
80555,ICSD (local cache),Fe2 O5 P1,141,I41/amd,Fe,P,3,-1,EXCLUDED,8,,,,,,,,not-tetrahedral: 4th neighbour at 3.38 A > cutoff 2.98 A (not bonded)
108812,ICSD (local cache),Fe2 O5 P1,141,I41/amd,Fe,P,3,-1,EXCLUDED,8,,,,,,,,not-tetrahedral: 4th neighbour at 3.32 A > cutoff 2.98 A (not bonded)
108813,ICSD (local cache),Fe2 O5 P1,141,I41/amd,Fe,P,3,-1,EXCLUDED,8,,,,,,,,not-tetrahedral: 4th neighbour at 3.37 A > cutoff 2.98 A (not bonded)
42537,ICSD (local cache),Fe3 S4,166,R-3m,Fe,S,3,-1,EXCLUDED,9,,,,,,,,not-tetrahedral: 5th neighbour at 2.43 A (coordination > 4)
172377,ICSD (local cache),H12 Cs1 Fe1 O10 P1,216,F-43m,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: fewer than 4 P neighbours
169110,ICSD (local cache),H4 F1 Fe1 Na1 O6 S1,11,P21/m,Fe,S,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: fewer than 4 S neighbours
248365,ICSD (local cache),As1 Ba1 F1 Mn1,129,P4/nmm,Mn,As,4,2,2D layer,2,108.85 108.85 108.85 108.85 110.72 110.72,108.85 x4; 110.72 x2,108.85,110.72,1.87,2.591 2.591 2.591 2.591,2.591,REGULAR
40573,ICSD (local cache),As1 Cs1 Mn1,129,P4/nmm,Mn,As,4,2,2D layer,2,108.65 108.65 108.65 108.65 111.12 111.12,108.65 x4; 111.12 x2,108.65,111.12,2.47,2.706 2.706 2.706 2.706,2.706,REGULAR
189940,ICSD (local cache),As1 F1 Mn1 Sr1,129,P4/nmm,Mn,As,4,2,2D layer,2,108.01 108.01 110.21 110.21 110.21 110.21,108.01 x2; 110.21 x4,108.01,110.21,2.2,2.558 2.558 2.558 2.558,2.558,REGULAR
60745,ICSD (local cache),As1 K1 Mn1,129,P4/nmm,Mn,As,4,2,2D layer,2,108.03 108.03 108.03 108.03 112.39 112.39,108.03 x4; 112.39 x2,108.03,112.39,4.36,2.657 2.657 2.657 2.657,2.657,REGULAR
26459,ICSD (local cache),As1 Li1 Mn1,129,P4/nmm,Mn,As,4,2,2D layer,2,109.26 109.26 109.26 109.26 109.90 109.90,109.47 x6,109.26,109.9,0.64,2.604 2.604 2.604 2.604,2.604,REGULAR
60739,ICSD (local cache),As1 Li1 Mn1,129,P4/nmm,Mn,As,4,2,2D layer,2,109.00 109.00 109.00 109.00 110.43 110.43,109.47 x6,109.0,110.43,1.43,2.589 2.589 2.589 2.589,2.589,REGULAR
60740,ICSD (local cache),As1 Li1 Mn1,129,P4/nmm,Mn,As,4,2,2D layer,2,109.01 109.01 109.01 109.01 110.40 110.40,109.47 x6,109.01,110.4,1.4,2.598 2.598 2.598 2.598,2.598,REGULAR
60741,ICSD (local cache),As1 Li1 Mn1,129,P4/nmm,Mn,As,4,2,2D layer,2,109.00 109.00 109.00 109.00 110.42 110.42,109.47 x6,109.0,110.42,1.42,2.602 2.602 2.602 2.602,2.602,REGULAR
60742,ICSD (local cache),As1 Li1 Mn1,129,P4/nmm,Mn,As,4,2,2D layer,2,108.89 108.89 108.89 108.89 110.65 110.65,108.89 x4; 110.65 x2,108.89,110.65,1.76,2.602 2.602 2.602 2.602,2.602,REGULAR
192817,ICSD (local cache),As1 Li1 Mn1,129,P4/nmm,Mn,As,4,2,2D layer,2,109.30 109.30 109.30 109.30 109.82 109.82,109.47 x6,109.3,109.82,0.53,2.600 2.600 2.600 2.600,2.6,REGULAR
192818,ICSD (local cache),As1 Li1 Mn1,129,P4/nmm,Mn,As,4,2,2D layer,2,109.29 109.29 109.29 109.29 109.84 109.84,109.47 x6,109.29,109.84,0.55,2.604 2.604 2.604 2.604,2.604,REGULAR
192819,ICSD (local cache),As1 Li1 Mn1,129,P4/nmm,Mn,As,4,2,2D layer,2,109.09 109.09 109.09 109.09 110.24 110.24,109.47 x6,109.09,110.24,1.15,2.598 2.598 2.598 2.598,2.598,REGULAR
192820,ICSD (local cache),As1 Li1 Mn1,129,P4/nmm,Mn,As,4,2,2D layer,2,109.01 109.01 109.01 109.01 110.40 110.40,109.47 x6,109.01,110.4,1.4,2.598 2.598 2.598 2.598,2.598,REGULAR
192821,ICSD (local cache),As1 Li1 Mn1,129,P4/nmm,Mn,As,4,2,2D layer,2,109.39 109.39 109.51 109.51 109.51 109.51,109.47 x6,109.39,109.51,0.12,2.616 2.616 2.616 2.616,2.616,REGULAR
192822,ICSD (local cache),As1 Li1 Mn1,129,P4/nmm,Mn,As,4,2,2D layer,2,109.04 109.04 109.04 109.04 110.33 110.33,109.47 x6,109.04,110.33,1.29,2.603 2.603 2.603 2.603,2.603,REGULAR
192823,ICSD (local cache),As1 Li1 Mn1,129,P4/nmm,Mn,As,4,2,2D layer,2,109.00 109.00 109.00 109.00 110.42 110.42,109.47 x6,109.0,110.42,1.42,2.602 2.602 2.602 2.602,2.602,REGULAR
26461,ICSD (local cache),As1 Mn1 Na1,129,P4/nmm,Mn,As,4,2,2D layer,2,108.74 108.74 109.84 109.84 109.84 109.84,109.47 x6,108.74,109.84,1.11,2.587 2.587 2.587 2.587,2.587,REGULAR
60730,ICSD (local cache),As1 Mn1 Na1,129,P4/nmm,Mn,As,4,2,2D layer,2,108.10 108.10 110.16 110.16 110.16 110.16,108.10 x2; 110.16 x4,108.1,110.16,2.06,2.594 2.594 2.594 2.594,2.594,REGULAR
60731,ICSD (local cache),As1 Mn1 Na1,129,P4/nmm,Mn,As,4,2,2D layer,2,109.19 109.19 109.61 109.61 109.61 109.61,109.47 x6,109.19,109.61,0.43,2.588 2.588 2.588 2.588,2.588,REGULAR
60732,ICSD (local cache),As1 Mn1 Na1,129,P4/nmm,Mn,As,4,2,2D layer,2,109.30 109.30 109.56 109.56 109.56 109.56,109.47 x6,109.3,109.56,0.26,2.604 2.604 2.604 2.604,2.604,REGULAR
610878,ICSD (local cache),As1 Mn1 Na1,129,P4/nmm,Mn,As,4,2,2D layer,2,108.04 108.04 110.19 110.19 110.19 110.19,108.04 x2; 110.19 x4,108.04,110.19,2.16,2.603 2.603 2.603 2.603,2.603,REGULAR
89596,ICSD (local cache),As1 Mn1 Rb1,129,P4/nmm,Mn,As,4,2,2D layer,2,108.84 108.84 108.84 108.84 110.74 110.74,108.84 x4; 110.74 x2,108.84,110.74,1.91,2.674 2.674 2.674 2.674,2.674,REGULAR
89597,ICSD (local cache),As1 Mn1 Rb1,129,P4/nmm,Mn,As,4,2,2D layer,2,109.14 109.14 109.64 109.64 109.64 109.64,109.47 x6,109.14,109.64,0.5,2.716 2.716 2.716 2.716,2.716,REGULAR
41792,ICSD (local cache),As2 Ca1 Mn2,164,P-3m1,Mn,As,4,2,2D layer,2,109.14 109.15 109.15 109.79 109.79 109.81,109.47 x6,109.14,109.81,0.67,2.585 2.585 2.586 2.587,2.586,REGULAR
609906,ICSD (local cache),As2 Ca1 Mn2,164,P-3m1,Mn,As,4,2,2D layer,2,109.07 109.07 109.07 109.86 109.86 109.88,109.47 x6,109.07,109.88,0.82,2.587 2.589 2.589 2.590,2.589,REGULAR
49017,ICSD (local cache),Ca1 Mn2 P2,164,P-3m1,Mn,P,4,2,2D layer,2,108.30 108.30 108.30 110.61 110.61 110.63,108.30 x3; 110.62 x3,108.3,110.63,2.34,2.489 2.491 2.491 2.491,2.49,REGULAR
189939,ICSD (local cache),F1 Mn1 P1 Sr1,129,P4/nmm,Mn,P,4,2,2D layer,2,109.04 109.04 109.04 109.04 110.33 110.33,109.47 x6,109.04,110.33,1.29,2.465 2.465 2.465 2.465,2.465,REGULAR
41882,ICSD (local cache),K1 Mn1 P1,129,P4/nmm,Mn,P,4,2,2D layer,2,108.22 108.22 108.22 108.22 112.01 112.01,108.22 x4; 112.01 x2,108.22,112.01,3.79,2.578 2.578 2.578 2.578,2.578,REGULAR
26458,ICSD (local cache),Li1 Mn1 P1,129,P4/nmm,Mn,P,4,2,2D layer,2,108.47 108.47 108.47 108.47 111.50 111.50,108.47 x4; 111.50 x2,108.47,111.5,3.03,2.500 2.500 2.500 2.500,2.5,REGULAR
26460,ICSD (local cache),Mn1 Na1 P1,129,P4/nmm,Mn,P,4,2,2D layer,2,108.85 108.85 108.85 108.85 110.73 110.73,108.85 x4; 110.73 x2,108.85,110.73,1.88,2.483 2.483 2.483 2.483,2.483,REGULAR
60726,ICSD (local cache),Mn1 Na1 P1,129,P4/nmm,Mn,P,4,2,2D layer,2,109.11 109.11 109.11 109.11 110.20 110.20,109.47 x6,109.11,110.2,1.09,2.481 2.481 2.481 2.481,2.481,REGULAR
60727,ICSD (local cache),Mn1 Na1 P1,129,P4/nmm,Mn,P,4,2,2D layer,2,109.09 109.09 109.09 109.09 110.23 110.23,109.47 x6,109.09,110.23,1.14,2.483 2.483 2.483 2.483,2.483,REGULAR
60728,ICSD (local cache),Mn1 Na1 P1,129,P4/nmm,Mn,P,4,2,2D layer,2,108.94 108.94 108.94 108.94 110.54 110.54,108.94 x4; 110.54 x2,108.94,110.54,1.61,2.486 2.486 2.486 2.486,2.486,REGULAR
60729,ICSD (local cache),Mn1 Na1 P1,129,P4/nmm,Mn,P,4,2,2D layer,2,108.98 108.98 108.98 108.98 110.45 110.45,109.47 x6,108.98,110.45,1.47,2.505 2.505 2.505 2.505,2.505,REGULAR
601595,ICSD (local cache),Mn1 Na1 P1,129,P4/nmm,Mn,P,4,2,2D layer,2,109.31 109.31 109.31 109.31 109.80 109.80,109.47 x6,109.31,109.8,0.49,2.531 2.531 2.531 2.531,2.531,REGULAR
89595,ICSD (local cache),Mn1 P1 Rb1,129,P4/nmm,Mn,P,4,2,2D layer,2,108.36 108.36 108.36 108.36 111.72 111.72,108.36 x4; 111.72 x2,108.36,111.72,3.36,2.588 2.588 2.588 2.588,2.588,REGULAR
49019,ICSD (local cache),Mn2 P2 Sr1,164,P-3m1,Mn,P,4,2,2D layer,2,107.68 107.69 107.69 111.19 111.19 111.21,107.69 x3; 111.19 x3,107.68,111.21,3.53,2.476 2.526 2.526 2.526,2.513,REGULAR
77669,ICSD (local cache),Mn2 P2 Sr1,164,P-3m1,Mn,P,4,2,2D layer,2,109.37 109.37 109.39 109.56 109.57 109.57,109.47 x6,109.37,109.57,0.2,2.514 2.550 2.550 2.551,2.541,REGULAR
191648,ICSD (local cache),As1 Co1 Mn2,216,F-43m,Mn,As,4,3,3D network,8,109.47 109.47 109.47 109.47 109.47 109.47,109.47 x6,109.47,109.47,0.0,2.460 2.460 2.460 2.460,2.46,REGULAR
192816,ICSD (local cache),As1 Li1 Mn1,216,F-43m,Mn,As,4,3,3D network,4,109.47 109.47 109.47 109.47 109.47 109.47,109.47 x6,109.47,109.47,0.0,2.665 2.665 2.665 2.665,2.665,REGULAR
184925,ICSD (local cache),As1 Mn1,216,F-43m,Mn,As,4,3,3D network,4,109.47 109.47 109.47 109.47 109.47 109.47,109.47 x6,109.47,109.47,0.0,2.346 2.346 2.346 2.346,2.346,REGULAR
191787,ICSD (local cache),As1 Mn1,216,F-43m,Mn,As,4,3,3D network,4,109.47 109.47 109.47 109.47 109.47 109.47,109.47 x6,109.47,109.47,0.0,2.443 2.443 2.443 2.443,2.443,REGULAR
191788,ICSD (local cache),Mn1 P1,216,F-43m,Mn,P,4,3,3D network,4,109.47 109.47 109.47 109.47 109.47 109.47,109.47 x6,109.47,109.47,0.0,2.298 2.298 2.298 2.298,2.298,REGULAR
40572,ICSD (local cache),As1 Cs1 Mn1,129,P4/nmm,Mn,As,4,2,2D layer,2,107.99 107.99 107.99 107.99 112.47 112.47,107.99 x4; 112.47 x2,107.99,112.47,4.48,2.657 2.657 2.657 2.657,2.657,OTHER
610293,ICSD (local cache),As1 Cs1 Mn1,129,P4/nmm,Mn,As,4,2,2D layer,2,107.75 107.75 107.75 107.75 112.96 112.96,107.75 x4; 112.96 x2,107.75,112.96,5.21,2.677 2.677 2.677 2.677,2.677,OTHER
41883,ICSD (local cache),As1 K1 Mn1,129,P4/nmm,Mn,As,4,2,2D layer,2,107.94 107.94 107.94 107.94 112.58 112.58,107.94 x4; 112.58 x2,107.94,112.58,4.64,2.639 2.639 2.639 2.639,2.639,OTHER
60743,ICSD (local cache),As1 K1 Mn1,129,P4/nmm,Mn,As,4,2,2D layer,2,107.95 107.95 107.95 107.95 112.56 112.56,107.95 x4; 112.56 x2,107.95,112.56,4.6,2.634 2.634 2.634 2.634,2.634,OTHER
60744,ICSD (local cache),As1 K1 Mn1,129,P4/nmm,Mn,As,4,2,2D layer,2,107.80 107.80 107.80 107.80 112.87 112.87,107.80 x4; 112.87 x2,107.8,112.87,5.07,2.640 2.640 2.640 2.640,2.64,OTHER
610910,ICSD (local cache),As1 Mn1 Rb1,129,P4/nmm,Mn,As,4,2,2D layer,2,105.67 105.67 105.67 105.67 117.38 117.38,105.67 x4; 117.38 x2,105.67,117.38,11.72,2.605 2.605 2.605 2.605,2.605,OTHER
89598,ICSD (local cache),Cs1 Mn1 P1,129,P4/nmm,Mn,P,4,2,2D layer,2,105.83 105.83 105.83 105.83 117.03 117.03,105.83 x4; 117.03 x2,105.83,117.03,11.2,2.509 2.509 2.509 2.509,2.509,OTHER
89599,ICSD (local cache),Cs1 Mn1 P1,129,P4/nmm,Mn,P,4,2,2D layer,2,107.25 107.25 107.25 107.25 114.01 114.01,107.25 x4; 114.01 x2,107.25,114.01,6.76,2.566 2.566 2.566 2.566,2.566,OTHER
627022,ICSD (local cache),Cs1 Mn1 P1,129,P4/nmm,Mn,P,4,2,2D layer,2,106.51 106.51 106.51 106.51 115.57 115.57,106.51 x4; 115.57 x2,106.51,115.57,9.06,2.559 2.559 2.559 2.559,2.559,OTHER
89592,ICSD (local cache),K1 Mn1 P1,129,P4/nmm,Mn,P,4,2,2D layer,2,107.46 107.46 107.46 107.46 113.58 113.58,107.46 x4; 113.58 x2,107.46,113.58,6.12,2.531 2.531 2.531 2.531,2.531,OTHER
89593,ICSD (local cache),K1 Mn1 P1,129,P4/nmm,Mn,P,4,2,2D layer,2,106.85 106.85 106.85 106.85 114.84 114.84,106.85 x4; 114.84 x2,106.85,114.84,7.99,2.522 2.522 2.522 2.522,2.522,OTHER
89594,ICSD (local cache),Mn1 P1 Rb1,129,P4/nmm,Mn,P,4,2,2D layer,2,107.58 107.58 107.58 107.58 113.32 113.32,107.58 x4; 113.32 x2,107.58,113.32,5.74,2.553 2.553 2.553 2.553,2.553,OTHER
643229,ICSD (local cache),Mn1 P1 Rb1,129,P4/nmm,Mn,P,4,2,2D layer,2,107.52 107.52 107.52 107.52 113.45 113.45,107.52 x4; 113.45 x2,107.52,113.45,5.93,2.569 2.569 2.569 2.569,2.569,OTHER
77670,ICSD (local cache),Mn2 P2 Sr1,164,P-3m1,Mn,P,4,2,2D layer,2,104.25 104.25 104.27 114.28 114.29 114.29,104.25 x3; 114.29 x3,104.25,114.29,10.04,2.509 2.632 2.632 2.633,2.601,OTHER
423230,ICSD (local cache),As1 Cu1 Mn1,129,P4/nmm,Mn,As,4,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.73 A (coordination > 4)
93237,ICSD (local cache),As1 Fe1 Mn1,129,P4/nmm,Mn,As,4,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.68 A (coordination > 4)
93238,ICSD (local cache),As1 Fe1 Mn1,129,P4/nmm,Mn,As,4,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.69 A (coordination > 4)
610492,ICSD (local cache),As1 Fe1 Mn1,129,P4/nmm,Mn,As,4,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.70 A (coordination > 4)
9496,ICSD (local cache),As1 Mn1,62,Pnma,Mn,As,4,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 2.58 A (coordination > 4)
16543,ICSD (local cache),As1 Mn1,62,Pnma,Mn,As,4,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 2.58 A (coordination > 4)
41759,ICSD (local cache),As1 Mn1,62,Pnma,Mn,As,4,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 2.57 A (coordination > 4)
250011,ICSD (local cache),As1 Mn1,62,Pnma,Mn,As,4,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 2.57 A (coordination > 4)
610846,ICSD (local cache),As1 Mn1,62,Pnma,Mn,As,4,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 2.61 A (coordination > 4)
107955,ICSD (local cache),As1 Mn1 Pd2,225,Fm-3m,Mn,As,4,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 3.09 A (coordination > 4)
44009,ICSD (local cache),As1 Mn1 V1,129,P4/nmm,Mn,As,4,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.68 A (coordination > 4)
33267,ICSD (local cache),C8 H4 Mn2 O8 P2,2,P-1,Mn,P,4,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: fewer than 4 P neighbours
39871,ICSD (local cache),H1 Cs1 Mn1 O10 P3,5,C2,Mn,P,4,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 4th neighbour at 3.28 A > cutoff 3.08 A (not bonded)
51089,ICSD (local cache),H1 Cs1 Mn1 O10 P3,5,C2,Mn,P,4,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 4th neighbour at 3.26 A > cutoff 3.08 A (not bonded)
30412,ICSD (local cache),Mn1 P1,62,Pnma,Mn,P,4,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 2.38 A (coordination > 4)
43246,ICSD (local cache),Mn1 P1,62,Pnma,Mn,P,4,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 2.39 A (coordination > 4)
43399,ICSD (local cache),Mn1 P1,62,Pnma,Mn,P,4,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 2.39 A (coordination > 4)
60880,ICSD (local cache),Mn1 P1,62,Pnma,Mn,P,4,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 2.39 A (coordination > 4)
61136,ICSD (local cache),Mn1 P1,62,Pnma,Mn,P,4,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 2.38 A (coordination > 4)
76089,ICSD (local cache),Mn1 P1,62,Pnma,Mn,P,4,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 2.38 A (coordination > 4)
76090,ICSD (local cache),Mn1 P1,62,Pnma,Mn,P,4,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 2.37 A (coordination > 4)
76091,ICSD (local cache),Mn1 P1,62,Pnma,Mn,P,4,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 2.38 A (coordination > 4)
643200,ICSD (local cache),Mn1 P1,62,Pnma,Mn,P,4,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 2.38 A (coordination > 4)
643213,ICSD (local cache),Mn1 P1,62,Pnma,Mn,P,4,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 2.38 A (coordination > 4)
643217,ICSD (local cache),Mn1 P1,62,Pnma,Mn,P,4,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 2.38 A (coordination > 4)
643220,ICSD (local cache),Mn1 P1,62,Pnma,Mn,P,4,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 2.38 A (coordination > 4)
