icsd,site_label,element,shell,site_sym_order,max_rot_order,orbit_conv,orbit_prim,d_doublets,p_doublets,doublet_kinds,n_phi,verdict,d_multiplets,lone_pair,jt_ions,chem_flag
16,Cu1,Cu,3d,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xz+xy+yz) 2(x2-y2+z2),Pb|Tl,Cu2+,1
16,Pb1,Pb,-,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),Pb|Tl,Cu2+,1
16,Tl1,Tl,-,12,3,8,2,x2-y2+z2,,"e_g{z2,x2-y2}",4.0,dilute,3(xy+xz+yz) 2(x2-y2+z2),Pb|Tl,Cu2+,1
16,O1,O,-,2,1,48,12,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),Pb|Tl,Cu2+,1
16,N1,N,-,4,2,24,6,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),Pb|Tl,Cu2+,1
19,P1,P,-,1,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
19,C1,C,-,2,2,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),,,0
19,O1,O,-,2,2,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),,,0
19,O2,O,-,1,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
19,O3,O,-,1,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
19,O4,O,-,1,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
19,O5,O,-,1,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
19,H1,H,-,1,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
19,H2,H,-,1,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
19,Na1,Na,-,1,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
19,Na2,Na,-,1,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
24,Cs1,Cs,-,8,4,4,2,yz+xz,x+y,"p{x,y}|{xz,yz}",4.0,dilute,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),,,0
24,Cs2,Cs,-,4,2,8,4,,,,,FAIL,1(yz) 1(xz) 1(xy) 1(x2-y2) 1(z2),,,0
24,Mn1,Mn,3d,8,2,4,2,xz+yz,x+y,"p{x,y}|{xz,yz}",4.0,dilute,2(xz+yz) 1(xy) 1(x2-y2) 1(z2),,,0
24,Cl1,Cl,-,8,4,4,2,yz+xz,x+y,"p{x,y}|{xz,yz}",4.0,dilute,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),,,0
24,Cl2,Cl,-,2,1,16,8,,,,,FAIL,1(xz) 1(yz) 1(xy) 1(x2-y2) 1(z2),,,0
31,Re1,Re,5d,8,4,4,2,xz+yz,x+y,"p{x,y}|{xz,yz}",4.0,dilute,2(xz+yz) 1(xy) 1(x2-y2) 1(z2),,,0
31,Cs1,Cs,-,8,2,4,2,yz+xz,x+y,"p{x,y}|{xz,yz}",4.0,dilute,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),,,0
31,Cs2,Cs,-,16,4,2,1,xz+yz,x+y,"p{x,y}|{xz,yz}",2.0,PASS,2(xz+yz) 1(xy) 1(x2-y2) 1(z2),,,0
31,O1,O,-,16,4,2,1,xz+yz,x+y,"p{x,y}|{xz,yz}",2.0,PASS,2(xz+yz) 1(xy) 1(x2-y2) 1(z2),,,0
31,Cl1,Cl,-,8,4,4,2,xz+yz,x+y,"p{x,y}|{xz,yz}",4.0,dilute,2(xz+yz) 1(xy) 1(x2-y2) 1(z2),,,0
31,Cl2,Cl,-,2,1,16,8,,,,,FAIL,1(xz) 1(yz) 1(xy) 1(x2-y2) 1(z2),,,0
58,Li1,Li,-,1,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
58,Li2,Li,-,1,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
58,S1,S,-,1,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
58,O1,O,-,1,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
58,O2,O,-,1,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
58,O3,O,-,1,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
58,O4,O,-,1,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
103,Sn1,Sn,-,2,1,1,1,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),Sn,Cu2+,1
103,Cu1,Cu,3d,2,1,1,1,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),Sn,Cu2+,1
103,O1,O,-,1,1,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),Sn,Cu2+,1
103,O2,O,-,1,1,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),Sn,Cu2+,1
103,O3,O,-,1,1,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),Sn,Cu2+,1
103,N1,N,-,1,1,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),Sn,Cu2+,1
103,H1,H,-,1,1,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),Sn,Cu2+,1
103,H2,H,-,1,1,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),Sn,Cu2+,1
103,H3,H,-,1,1,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),Sn,Cu2+,1
103,H4,H,-,1,1,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),Sn,Cu2+,1
103,H5,H,-,1,1,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),Sn,Cu2+,1
103,H6,H,-,1,1,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),Sn,Cu2+,1
175,Ba1,Ba,-,12,3,2,2,yz+xz|xy+x2-y2,x+y,"p{x,y}|{xy,x2-y2}|{xz,yz}",4.0,dilute,2(yz+xz) 2(xy+x2-y2) 1(z2),,,0
175,Ni1,Ni,3d,12,3,2,2,xz+yz|x2-y2+xy,x+y,"p{x,y}|{xy,x2-y2}|{xz,yz}",4.0,dilute,2(xz+yz) 2(x2-y2+xy) 1(z2),,,0
175,O1,O,-,4,2,6,6,,,,,FAIL,1(xz) 1(xy) 1(x2-y2) 1(yz) 1(z2),,,0
179,Ni1,Ni,3d,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xz+xy+yz) 2(x2-y2+z2),,,0
179,Sr1,Sr,-,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
179,K1,K,-,12,3,8,2,x2-y2+z2,,"e_g{z2,x2-y2}",4.0,dilute,3(xy+xz+yz) 2(x2-y2+z2),,,0
179,O1,O,-,2,1,48,12,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(z2) 1(yz),,,0
179,N1,N,-,4,2,24,6,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),,,0
266,Hg1,Hg,5d,6,3,2,2,xz+yz|xy+x2-y2,x+y,"p{x,y}|{xy,x2-y2}|{xz,yz}",4.0,dilute,2(xz+yz) 2(xy+x2-y2) 1(z2),,,0
266,S1,S,-,6,3,2,2,xz+yz|xy+x2-y2,x+y,"p{x,y}|{xy,x2-y2}|{xz,yz}",4.0,dilute,2(xz+yz) 2(xy+x2-y2) 1(z2),,,0
266,S2,S,-,2,1,6,6,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(z2) 1(yz),,,0
266,K1,K,-,2,1,6,6,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(z2) 1(yz),,,0
266,K2,K,-,2,1,6,6,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(z2) 1(yz),,,0
292,Ca1,Ca,-,6,3,32,8,xy+yz|z2+x2-y2,x+z,"e_g{z2,x2-y2}|other:x+z|{xy,yz}",16.0,dilute,2(xy+yz) 1(yz) 2(z2+x2-y2),,,0
292,N1,N,-,12,3,16,4,xz+xy|z2+x2-y2,z+x,"e_g{z2,x2-y2}|other:z+x|{xy,xz}",8.0,dilute,2(xz+xy) 1(yz) 2(z2+x2-y2),,,0
292,H1,H,-,12,3,16,4,xz+xy|z2+x2-y2,z+x,"e_g{z2,x2-y2}|other:z+x|{xy,xz}",8.0,dilute,2(xz+xy) 1(yz) 2(z2+x2-y2),,,0
372,Cu1,Cu,3d,8,2,4,1,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),Pb,Cu2+,1
372,Pb1,Pb,-,8,2,4,1,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),Pb,Cu2+,1
372,Rb1,Rb,-,4,2,8,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),Pb,Cu2+,1
372,O1,O,-,2,1,16,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(z2) 1(yz),Pb,Cu2+,1
372,O2,O,-,2,1,16,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),Pb,Cu2+,1
372,O3,O,-,2,1,16,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),Pb,Cu2+,1
372,N1,N,-,4,2,8,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),Pb,Cu2+,1
372,N2,N,-,4,2,8,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),Pb,Cu2+,1
372,N3,N,-,4,2,8,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),Pb,Cu2+,1
393,Mn1,Mn,3d,8,2,2,2,,,,,FAIL,1(xz) 1(yz) 1(xy) 1(x2-y2) 1(z2),,,0
393,O1,O,-,4,2,4,4,,,,,FAIL,1(xz) 1(xz) 1(xy) 1(x2-y2) 1(z2),,,0
406,Ca1,Ca,-,16,4,2,1,yz+xz,x+y,"p{x,y}|{xz,yz}",2.0,PASS,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),,,0
406,Co1,Co,3d,8,2,4,2,xz+yz,x+y,"p{x,y}|{xz,yz}",4.0,dilute,2(xz+yz) 1(xy) 1(x2-y2) 1(z2),,,0
406,Ge1,Ge,-,8,4,4,2,yz+xz,x+y,"p{x,y}|{xz,yz}",4.0,dilute,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),,,0
498,Cu1,Cu,3d,2,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,Cu2+,1
498,Se1,Se,-,2,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),,Cu2+,1
498,O1,O,-,2,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),,Cu2+,1
498,O2,O,-,1,1,8,8,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,Cu2+,1
604,K1,K,-,24,3,8,2,z2+x2-y2,,"e_g{z2,x2-y2}",4.0,dilute,3(xz+xy+yz) 2(z2+x2-y2),Sn,,1
604,Sn1,Sn,-,48,4,4,1,z2+x2-y2,,"e_g{z2,x2-y2}",2.0,PASS,3(xz+xy+yz) 2(z2+x2-y2),Sn,,1
604,Cl1,Cl,-,8,4,24,6,xz+xy,y+z,"other:y+z|{xy,xz}",12.0,dilute,2(xz+xy) 1(x2-y2) 1(yz) 1(z2),Sn,,1
605,N1,N,-,24,3,8,2,x2-y2+z2,,"e_g{z2,x2-y2}",4.0,dilute,3(xy+yz+xz) 2(x2-y2+z2),Sn,,1
605,Sn1,Sn,-,48,4,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),Sn,,1
605,Cl1,Cl,-,8,4,24,6,xy+xz,y+z,"other:y+z|{xy,xz}",12.0,dilute,2(xy+xz) 1(x2-y2) 1(yz) 1(z2),Sn,,1
605,H1,H,-,6,3,32,8,xy+yz|z2+x2-y2,x+z,"e_g{z2,x2-y2}|other:x+z|{xy,yz}",16.0,dilute,2(xy+yz) 1(yz) 2(z2+x2-y2),Sn,,1
628,V1,V,3d,4,4,4,4,xz+yz,x+y,"p{x,y}|{xz,yz}",8.0,dilute,2(xz+yz) 1(xy) 1(x2-y2) 1(z2),,,0
628,P1,P,-,2,2,8,8,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(x2-y2) 1(z2),,,0
628,Si1,Si,-,4,2,4,4,xz+yz,x+y,"p{x,y}|{xz,yz}",8.0,dilute,2(xz+yz) 1(xy) 1(x2-y2) 1(z2),,,0
628,O1,O,-,4,4,4,4,xz+yz,x+y,"p{x,y}|{xz,yz}",8.0,dilute,2(xz+yz) 1(xy) 1(x2-y2) 1(z2),,,0
628,O2,O,-,1,1,16,16,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
628,O3,O,-,1,1,16,16,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
645,S1,S,-,1,1,12,12,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
645,As1,As,-,3,3,4,4,yz+xy|z2+x2-y2,y+z,"e_g{z2,x2-y2}|other:y+z|{xy,yz}",8.0,dilute,2(yz+xy) 1(xz) 2(z2+x2-y2),,,0
645,Na1,Na,-,3,3,4,4,yz+xy|z2+x2-y2,y+z,"e_g{z2,x2-y2}|other:y+z|{xy,yz}",8.0,dilute,2(yz+xy) 1(xz) 2(z2+x2-y2),,,0
645,Na2,Na,-,3,3,4,4,yz+xy|z2+x2-y2,y+z,"e_g{z2,x2-y2}|other:y+z|{xy,yz}",8.0,dilute,2(yz+xy) 1(xz) 2(z2+x2-y2),,,0
645,Na3,Na,-,3,3,4,4,yz+xy|z2+x2-y2,y+z,"e_g{z2,x2-y2}|other:y+z|{xy,yz}",8.0,dilute,2(yz+xy) 1(xz) 2(z2+x2-y2),,,0
804,Cr1,Cr,3d,8,4,2,2,yz+xz,x+y,"p{x,y}|{xz,yz}",4.0,dilute,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),,,0
804,Li1,Li,-,8,4,2,2,yz+xz,x+y,"p{x,y}|{xz,yz}",4.0,dilute,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),,,0
804,Cs1,Cs,-,4,2,4,4,,,,,FAIL,1(xz) 1(xz) 1(xy) 1(x2-y2) 1(z2),,,0
804,C1,C,-,2,1,8,8,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),,,0
804,C2,C,-,4,4,4,4,yz+xz,x+y,"p{x,y}|{xz,yz}",8.0,dilute,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),,,0
804,N1,N,-,2,1,8,8,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),,,0
804,N2,N,-,4,4,4,4,yz+xz,x+y,"p{x,y}|{xz,yz}",8.0,dilute,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),,,0
805,Cr1,Cr,3d,6,3,3,1,yz+xz|x2-y2+xy,x+y,"p{x,y}|{xy,x2-y2}|{xz,yz}",2.0,PASS,2(yz+xz) 2(x2-y2+xy) 1(z2),,,0
805,Co1,Co,3d,6,3,3,1,yz+xz|x2-y2+xy,x+y,"p{x,y}|{xy,x2-y2}|{xz,yz}",2.0,PASS,2(yz+xz) 2(x2-y2+xy) 1(z2),,,0
805,N1,N,-,1,1,18,6,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
805,N2,N,-,1,1,18,6,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
805,C1,C,-,1,1,18,6,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
805,H1,H,-,1,1,18,6,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
805,H2,H,-,1,1,18,6,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
805,H3,H,-,1,1,18,6,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
806,Cr1,Cr,3d,6,3,3,1,yz+xz|x2-y2+xy,x+y,"p{x,y}|{xy,x2-y2}|{xz,yz}",2.0,PASS,2(yz+xz) 2(x2-y2+xy) 1(z2),,,0
806,Co1,Co,3d,6,3,3,1,yz+xz|x2-y2+xy,x+y,"p{x,y}|{xy,x2-y2}|{xz,yz}",2.0,PASS,2(yz+xz) 2(x2-y2+xy) 1(z2),,,0
806,N1,N,-,1,1,18,6,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
806,N2,N,-,1,1,18,6,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
806,C1,C,-,1,1,18,6,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
806,H1,H,-,1,1,18,6,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
806,H2,H,-,1,1,18,6,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
806,H3,H,-,1,1,18,6,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
830,Na1,Na,-,1,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
830,O1,O,-,1,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
830,O2,O,-,1,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
830,N1,N,-,1,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
830,C1,C,-,1,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
830,H1,H,-,1,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
830,H2,H,-,1,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
830,H3,H,-,1,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
830,H4,H,-,1,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
836,W1,W,5d,2,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(z2) 1(yz),,,0
836,W2,W,5d,2,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(z2) 1(yz),,,0
836,O1,O,-,2,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
836,O2,O,-,2,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
836,O3,O,-,2,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(z2) 1(yz),,,0
836,O4,O,-,2,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(z2) 1(yz),,,0
836,O5,O,-,2,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(z2) 1(yz),,,0
836,O6,O,-,2,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(z2) 1(yz),,,0
849,Cs1,Cs,-,4,2,4,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),,,0
849,V1,V,3d,2,1,8,4,,,,,FAIL,1(xz) 1(yz) 1(xy) 1(x2-y2) 1(z2),,,0
849,V2,V,3d,8,4,2,1,yz+xz,x+y,"p{x,y}|{xz,yz}",2.0,PASS,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),,,0
849,O1,O,-,2,1,8,4,,,,,FAIL,1(xz) 1(yz) 1(xy) 1(x2-y2) 1(z2),,,0
849,O2,O,-,2,1,8,4,,,,,FAIL,1(xz) 1(yz) 1(xy) 1(x2-y2) 1(z2),,,0
849,O3,O,-,2,1,8,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),,,0
849,O4,O,-,8,4,2,1,yz+xz,x+y,"p{x,y}|{xz,yz}",2.0,PASS,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),,,0
852,Pt1,Pt,5d,2,1,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
852,C1,C,-,1,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
852,C2,C,-,1,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
852,N1,N,-,1,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
852,N2,N,-,1,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
852,Br1,Br,-,1,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
852,Rb1,Rb,-,1,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
859,Si1,Si,-,24,3,8,2,x2-y2+z2,,"e_g{z2,x2-y2}",4.0,dilute,3(xz+yz+xy) 2(x2-y2+z2),,,0
859,Co1,Co,3d,12,3,16,4,xz+xy|z2+x2-y2,z+x,"e_g{z2,x2-y2}|other:z+x|{xy,xz}",8.0,dilute,2(xz+xy) 1(yz) 2(z2+x2-y2),,,0
859,O1,O,-,6,3,32,8,xy+yz|z2+x2-y2,x+z,"e_g{z2,x2-y2}|other:x+z|{xy,yz}",16.0,dilute,2(xy+yz) 1(yz) 2(z2+x2-y2),,,0
869,Zr1,Zr,4d,6,3,6,2,yz+xz|xy+x2-y2,x+y,"p{x,y}|{xy,x2-y2}|{xz,yz}",4.0,dilute,2(yz+xz) 2(xy+x2-y2) 1(z2),,,0
869,Cl1,Cl,-,6,3,6,2,yz+xz|xy+x2-y2,x+y,"p{x,y}|{xy,x2-y2}|{xz,yz}",4.0,dilute,2(yz+xz) 2(xy+x2-y2) 1(z2),,,0
889,In1,In,-,1,1,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
889,Cl1,Cl,-,1,1,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
889,Mn1,Mn,3d,1,1,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
889,Mn2,Mn,3d,1,1,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
889,C1,C,-,1,1,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
889,C2,C,-,1,1,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
889,C3,C,-,1,1,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
889,C4,C,-,1,1,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
889,C5,C,-,1,1,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
889,C6,C,-,1,1,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
889,C7,C,-,1,1,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
889,C8,C,-,1,1,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
889,C9,C,-,1,1,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
889,C10,C,-,1,1,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
889,O1,O,-,1,1,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
889,O2,O,-,1,1,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
889,O3,O,-,1,1,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
889,O4,O,-,1,1,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
889,O5,O,-,1,1,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
889,O6,O,-,1,1,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
889,O7,O,-,1,1,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
889,O8,O,-,1,1,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
889,O9,O,-,1,1,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
889,O10,O,-,1,1,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
918,P1,P,-,1,1,1,1,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
918,P2,P,-,1,1,1,1,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
918,P3,P,-,1,1,1,1,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
918,P4,P,-,1,1,1,1,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
918,Ca1,Ca,-,1,1,1,1,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
918,Ca2,Ca,-,1,1,1,1,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
918,Ca3,Ca,-,1,1,1,1,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
918,Ca4,Ca,-,1,1,1,1,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
918,O1,O,-,1,1,1,1,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
918,O2,O,-,1,1,1,1,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
918,O3,O,-,1,1,1,1,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
