icsd,site_label,element,shell,site_sym_order,max_rot_order,orbit_conv,orbit_prim,d_doublets,p_doublets,doublet_kinds,n_phi,verdict,d_multiplets,lone_pair,jt_ions,chem_flag
161600,La1,La,-,24,6,1,1,yz+xz|xy+x2-y2,y+x,"p{x,y}|{xy,x2-y2}|{xz,yz}",2.0,PASS,2(yz+xz) 2(xy+x2-y2) 1(z2),,,0
161600,Ni1,Ni,3d,12,3,2,2,xz+yz|xy+x2-y2,y+x,"p{x,y}|{xy,x2-y2}|{xz,yz}",4.0,dilute,2(xz+yz) 2(xy+x2-y2) 1(z2),,,0
161600,Ni2,Ni,3d,8,2,3,3,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),,,0
161702,Pb1,Pb,-,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),Pb,,1
161702,Hf1,Hf,5d,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),Pb,,1
161702,O1,O,-,16,4,3,3,xz+yz,x+y,"p{x,y}|{xz,yz}",6.0,dilute,2(xz+yz) 1(xy) 1(x2-y2) 1(z2),Pb,,1
161709,Pb1,Pb,-,8,4,1,1,yz+xz,x+y,"p{x,y}|{xz,yz}",2.0,PASS,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),Pb,,1
161709,Ti1,Ti,3d,8,4,1,1,yz+xz,x+y,"p{x,y}|{xz,yz}",2.0,PASS,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),Pb,,1
161709,O1,O,-,8,4,1,1,yz+xz,x+y,"p{x,y}|{xz,yz}",2.0,PASS,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),Pb,,1
161709,O2,O,-,4,2,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),Pb,,1
161737,Mg1,Mg,-,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
161737,Sc1,Sc,3d,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),,,0
161754,Co1,Co,3d,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xz+yz+xy) 2(x2-y2+z2),,,0
161754,N1,N,-,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xy+yz+xz) 2(x2-y2+z2),,,0
161782,La1,La,-,2,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),,,0
161782,Ga1,Ga,-,2,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
161782,O1,O,-,2,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),,,0
161782,O2,O,-,1,1,8,8,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
161817,Ca1,Ca,-,2,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(z2) 1(yz),,,0
161817,C1,C,-,2,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(z2) 1(yz),,,0
161817,O1,O,-,2,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(z2) 1(yz),,,0
161817,O2,O,-,1,1,8,8,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
161908,Ti1,Ti,3d,8,2,4,2,yz+xz,x+y,"p{x,y}|{xz,yz}",4.0,dilute,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),,,0
161908,O1,O,-,4,2,8,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),,,0
161910,La1,La,-,8,4,2,2,yz+xz,x+y,"p{x,y}|{xz,yz}",4.0,dilute,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),,,0
161910,Co1,Co,3d,8,2,2,2,yz+xz,x+y,"p{x,y}|{xz,yz}",4.0,dilute,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),,,0
161910,O1,O,-,8,2,2,2,yz+xz,x+y,"p{x,y}|{xz,yz}",4.0,dilute,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),,,0
161910,P1,P,-,8,4,2,2,yz+xz,x+y,"p{x,y}|{xz,yz}",4.0,dilute,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),,,0
161911,La1,La,-,8,4,2,2,yz+xz,x+y,"p{x,y}|{xz,yz}",4.0,dilute,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),,,0
161911,Co1,Co,3d,8,2,2,2,yz+xz,x+y,"p{x,y}|{xz,yz}",4.0,dilute,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),,,0
161911,O1,O,-,8,2,2,2,yz+xz,x+y,"p{x,y}|{xz,yz}",4.0,dilute,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),,,0
161911,P1,P,-,8,4,2,2,yz+xz,x+y,"p{x,y}|{xz,yz}",4.0,dilute,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),,,0
161928,La1,La,-,2,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),,Mn3+,1
161928,Mn1,Mn,3d,2,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,Mn3+,1
161928,O1,O,-,2,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),,Mn3+,1
161928,O2,O,-,1,1,8,8,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,Mn3+,1
161929,La1,La,-,2,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),,Mn3+,1
161929,Mn1,Mn,3d,2,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,Mn3+,1
161929,O1,O,-,2,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),,Mn3+,1
161929,O2,O,-,1,1,8,8,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,Mn3+,1
162043,Pb1,Pb,-,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),Pb,,1
162043,Ti1,Ti,3d,48,4,1,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xy+xz) 2(x2-y2+z2),Pb,,1
162043,O1,O,-,16,4,3,3,xz+yz,x+y,"p{x,y}|{xz,yz}",6.0,dilute,2(xz+yz) 1(xy) 1(x2-y2) 1(z2),Pb,,1
162044,Pb1,Pb,-,8,4,1,1,yz+xz,x+y,"p{x,y}|{xz,yz}",2.0,PASS,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),Pb,,1
162044,Ti1,Ti,3d,8,4,1,1,yz+xz,x+y,"p{x,y}|{xz,yz}",2.0,PASS,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),Pb,,1
162044,O1,O,-,4,2,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),Pb,,1
162044,O2,O,-,8,4,1,1,yz+xz,x+y,"p{x,y}|{xz,yz}",2.0,PASS,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),Pb,,1
162045,Pb1,Pb,-,8,4,1,1,yz+xz,x+y,"p{x,y}|{xz,yz}",2.0,PASS,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),Pb,,1
162045,Ti1,Ti,3d,8,4,1,1,yz+xz,x+y,"p{x,y}|{xz,yz}",2.0,PASS,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),Pb,,1
162045,O1,O,-,8,4,1,1,yz+xz,x+y,"p{x,y}|{xz,yz}",2.0,PASS,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),Pb,,1
162045,O2,O,-,4,2,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),Pb,,1
162046,Pb1,Pb,-,8,4,1,1,yz+xz,x+y,"p{x,y}|{xz,yz}",2.0,PASS,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),Pb,,1
162046,Ti1,Ti,3d,8,4,1,1,yz+xz,x+y,"p{x,y}|{xz,yz}",2.0,PASS,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),Pb,,1
162046,O1,O,-,8,4,1,1,yz+xz,x+y,"p{x,y}|{xz,yz}",2.0,PASS,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),Pb,,1
162046,O2,O,-,4,2,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),Pb,,1
162047,Pb1,Pb,-,48,4,1,1,z2+x2-y2,,"e_g{z2,x2-y2}",2.0,PASS,3(xz+xy+yz) 2(z2+x2-y2),Pb,,1
162047,Ti1,Ti,3d,48,4,1,1,z2+x2-y2,,"e_g{z2,x2-y2}",2.0,PASS,3(xz+xy+yz) 2(z2+x2-y2),Pb,,1
162047,O1,O,-,16,4,3,3,xz+yz,x+y,"p{x,y}|{xz,yz}",6.0,dilute,2(xz+yz) 1(xy) 1(x2-y2) 1(z2),Pb,,1
162048,Pb1,Pb,-,8,4,1,1,yz+xz,x+y,"p{x,y}|{xz,yz}",2.0,PASS,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),Pb,,1
162048,Ti1,Ti,3d,8,4,1,1,yz+xz,x+y,"p{x,y}|{xz,yz}",2.0,PASS,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),Pb,,1
162048,O1,O,-,8,4,1,1,yz+xz,x+y,"p{x,y}|{xz,yz}",2.0,PASS,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),Pb,,1
162048,O2,O,-,4,2,2,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),Pb,,1
162056,Li1,Li,-,8,4,2,2,yz+xz,x+y,"p{x,y}|{xz,yz}",4.0,dilute,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),,,0
162056,Fe1,Fe,3d,8,2,2,2,yz+xz,x+y,"p{x,y}|{xz,yz}",4.0,dilute,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),,,0
162056,As1,As,-,8,4,2,2,yz+xz,x+y,"p{x,y}|{xz,yz}",4.0,dilute,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),,,0
162073,Pb1,Pb,-,2,1,8,8,,,,,FAIL,1(yz) 1(yz) 1(xy) 1(x2-y2) 1(z2),Pb,,1
162073,Zn1,Zn,3d,4,2,4,4,,,,,FAIL,1(xz) 1(yz) 1(xy) 1(x2-y2) 1(z2),Pb,,1
162073,F1,F,-,2,1,8,8,,,,,FAIL,1(yz) 1(yz) 1(xy) 1(x2-y2) 1(z2),Pb,,1
162073,F2,F,-,4,2,4,4,,,,,FAIL,1(xz) 1(xz) 1(xy) 1(x2-y2) 1(z2),Pb,,1
162073,F3,F,-,4,2,4,4,,,,,FAIL,1(xz) 1(xz) 1(xy) 1(x2-y2) 1(z2),Pb,,1
162073,F4,F,-,4,2,4,4,xz+yz,x+y,"p{x,y}|{xz,yz}",8.0,dilute,2(xz+yz) 1(xy) 1(x2-y2) 1(z2),Pb,,1
162073,F5,F,-,4,2,4,4,,,,,FAIL,1(xz) 1(xz) 1(xy) 1(x2-y2) 1(z2),Pb,,1
162074,Pb1,Pb,-,2,1,8,8,,,,,FAIL,1(yz) 1(yz) 1(xy) 1(x2-y2) 1(z2),Pb,,1
162074,Zn1,Zn,3d,4,2,4,4,,,,,FAIL,1(xz) 1(yz) 1(xy) 1(x2-y2) 1(z2),Pb,,1
162074,F1,F,-,2,1,8,8,,,,,FAIL,1(yz) 1(yz) 1(xy) 1(x2-y2) 1(z2),Pb,,1
162074,F2,F,-,4,2,4,4,,,,,FAIL,1(xz) 1(xz) 1(xy) 1(x2-y2) 1(z2),Pb,,1
162074,F3,F,-,4,2,4,4,,,,,FAIL,1(xz) 1(xz) 1(xy) 1(x2-y2) 1(z2),Pb,,1
162074,F4,F,-,4,2,4,4,xz+yz,x+y,"p{x,y}|{xz,yz}",8.0,dilute,2(xz+yz) 1(xy) 1(x2-y2) 1(z2),Pb,,1
162074,F5,F,-,4,2,4,4,,,,,FAIL,1(xz) 1(xz) 1(xy) 1(x2-y2) 1(z2),Pb,,1
162099,Cu1,Cu,3d,4,2,3,3,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(z2) 1(yz),,Cu2+,1
162099,Zn1,Zn,3d,12,3,1,1,xz+yz|xy+x2-y2,x+y,"p{x,y}|{xy,x2-y2}|{xz,yz}",2.0,PASS,2(xz+yz) 2(xy+x2-y2) 1(z2),,Cu2+,1
162099,O1,O,-,1,1,10,10,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,Cu2+,1
162099,H1,H,-,2,1,6,6,,,,,FAIL,1(xz) 1(yz) 1(xy) 1(x2-y2) 1(z2),,Cu2+,1
162099,Cl1,Cl,-,6,3,2,2,xz+yz|xy+x2-y2,x+y,"p{x,y}|{xy,x2-y2}|{xz,yz}",4.0,dilute,2(xz+yz) 2(xy+x2-y2) 1(z2),,Cu2+,1
162100,Ca1,Ca,-,24,3,2,1,z2+x2-y2,,"e_g{z2,x2-y2}",2.0,PASS,3(xy+yz+xz) 2(z2+x2-y2),Sn,Cu2+,1
162100,Cu1,Cu,3d,8,2,6,3,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),Sn,Cu2+,1
162100,Sn1,Sn,-,6,3,8,4,yz+xy|x2-y2+z2,x+z,"e_g{z2,x2-y2}|other:x+z|{xy,yz}",8.0,dilute,2(yz+xy) 1(yz) 2(x2-y2+z2),Sn,Cu2+,1
162100,O1,O,-,2,1,24,12,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),Sn,Cu2+,1
162101,Sr1,Sr,-,24,3,2,1,z2+x2-y2,,"e_g{z2,x2-y2}",2.0,PASS,3(xy+yz+xz) 2(z2+x2-y2),Sn,Cu2+,1
162101,Cu1,Cu,3d,8,2,6,3,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),Sn,Cu2+,1
162101,Sn1,Sn,-,6,3,8,4,yz+xy|x2-y2+z2,x+z,"e_g{z2,x2-y2}|other:x+z|{xy,yz}",8.0,dilute,2(yz+xy) 1(yz) 2(x2-y2+z2),Sn,Cu2+,1
162101,O1,O,-,2,1,24,12,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),Sn,Cu2+,1
162102,Pb1,Pb,-,24,3,2,1,z2+x2-y2,,"e_g{z2,x2-y2}",2.0,PASS,3(yz+xz+xy) 2(z2+x2-y2),Pb|Sn,Cu2+,1
162102,Cu1,Cu,3d,8,2,6,3,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),Pb|Sn,Cu2+,1
162102,Sn1,Sn,-,6,3,8,4,yz+xz|z2+x2-y2,x+z,"e_g{z2,x2-y2}|other:x+z|{xz,yz}",8.0,dilute,2(yz+xz) 1(xy) 2(z2+x2-y2),Pb|Sn,Cu2+,1
162102,O1,O,-,2,1,24,12,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),Pb|Sn,Cu2+,1
162105,Co1,Co,3d,6,3,8,4,yz+xy|x2-y2+z2,x+z,"e_g{z2,x2-y2}|other:x+z|{xy,yz}",8.0,dilute,2(yz+xy) 1(yz) 2(x2-y2+z2),,,0
162105,N1,N,-,2,1,24,12,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(z2) 1(yz),,,0
162106,Co1,Co,3d,6,3,8,4,yz+xz|z2+x2-y2,x+z,"e_g{z2,x2-y2}|other:x+z|{xz,yz}",8.0,dilute,2(yz+xz) 1(xy) 2(z2+x2-y2),,,0
162106,N1,N,-,2,1,24,12,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(z2) 1(yz),,,0
162107,Rh1,Rh,4d,6,3,8,4,yz+xy|x2-y2+z2,x+z,"e_g{z2,x2-y2}|other:x+z|{xy,yz}",8.0,dilute,2(yz+xy) 1(yz) 2(x2-y2+z2),,,0
162107,N1,N,-,2,1,24,12,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(z2) 1(yz),,,0
162108,Rh1,Rh,4d,6,3,8,4,yz+xz|z2+x2-y2,x+z,"e_g{z2,x2-y2}|other:x+z|{xz,yz}",8.0,dilute,2(yz+xz) 1(xy) 2(z2+x2-y2),,,0
162108,N1,N,-,2,1,24,12,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(z2) 1(yz),,,0
162119,La1,La,-,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xz+yz+xy) 2(x2-y2+z2),,,0
162119,Ni1,Ni,3d,6,3,16,4,xy+yz|z2+x2-y2,x+z,"e_g{z2,x2-y2}|other:x+z|{xy,yz}",8.0,dilute,2(xy+yz) 1(yz) 2(z2+x2-y2),,,0
162119,Mg1,Mg,-,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xy+yz+xz) 2(x2-y2+z2),,,0
162124,La1,La,-,24,6,1,1,yz+xz|xy+x2-y2,y+x,"p{x,y}|{xy,x2-y2}|{xz,yz}",2.0,PASS,2(yz+xz) 2(xy+x2-y2) 1(z2),,,0
162124,Ni1,Ni,3d,12,3,2,2,yz+xz|x2-y2+xy,x+y,"p{x,y}|{xy,x2-y2}|{xz,yz}",4.0,dilute,2(yz+xz) 2(x2-y2+xy) 1(z2),,,0
162124,Ni2,Ni,3d,8,2,3,3,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),,,0
162158,Pb1,Pb,-,6,3,6,2,yz+xz|xy+x2-y2,x+y,"p{x,y}|{xy,x2-y2}|{xz,yz}",4.0,dilute,2(yz+xz) 2(xy+x2-y2) 1(z2),Pb,,1
162158,Cs1,Cs,-,2,2,18,6,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(z2) 1(yz),Pb,,1
162158,Cs2,Cs,-,6,3,6,2,yz+xz|xy+x2-y2,x+y,"p{x,y}|{xy,x2-y2}|{xz,yz}",4.0,dilute,2(yz+xz) 2(xy+x2-y2) 1(z2),Pb,,1
162158,Br1,Br,-,1,1,36,12,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),Pb,,1
162250,As1,As,-,8,4,2,2,yz+xz,x+y,"p{x,y}|{xz,yz}",4.0,dilute,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),,,0
162250,Fe1,Fe,3d,8,2,2,2,yz+xz,x+y,"p{x,y}|{xz,yz}",4.0,dilute,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),,,0
162250,Li1,Li,-,8,4,2,2,yz+xz,x+y,"p{x,y}|{xz,yz}",4.0,dilute,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),,,0
162261,Cs1,Cs,-,8,4,4,2,yz+xz,x+y,"p{x,y}|{xz,yz}",4.0,dilute,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),,,0
162261,Mg1,Mg,-,16,4,2,1,xz+yz,x+y,"p{x,y}|{xz,yz}",2.0,PASS,2(xz+yz) 1(xy) 1(x2-y2) 1(z2),,,0
162261,H1,H,-,8,4,4,2,yz+xz,x+y,"p{x,y}|{xz,yz}",4.0,dilute,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),,,0
162261,H2,H,-,8,2,4,2,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),,,0
162282,Li1,Li,-,2,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
162282,Fe1,Fe,3d,2,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),,,0
162282,P1,P,-,2,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),,,0
162282,O1,O,-,2,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),,,0
162282,O2,O,-,2,1,4,4,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(z2),,,0
162282,O3,O,-,1,1,8,8,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
162347,Si1,Si,-,24,3,8,2,x2-y2+z2,,"e_g{z2,x2-y2}",4.0,dilute,3(xz+yz+xy) 2(x2-y2+z2),,,0
162347,Mg1,Mg,-,12,3,16,4,xz+xy|z2+x2-y2,z+x,"e_g{z2,x2-y2}|other:z+x|{xy,xz}",8.0,dilute,2(xz+xy) 1(yz) 2(z2+x2-y2),,,0
162347,O1,O,-,6,3,32,8,xy+yz|z2+x2-y2,x+z,"e_g{z2,x2-y2}|other:x+z|{xy,yz}",16.0,dilute,2(xy+yz) 1(yz) 2(z2+x2-y2),,,0
162348,Si1,Si,-,24,3,8,2,z2+x2-y2,,"e_g{z2,x2-y2}",4.0,dilute,3(xy+yz+xz) 2(z2+x2-y2),,,0
162348,Mg1,Mg,-,12,3,16,4,xz+xy|z2+x2-y2,x+z,"e_g{z2,x2-y2}|other:x+z|{xy,xz}",8.0,dilute,2(xz+xy) 1(xz) 2(z2+x2-y2),,,0
162348,O1,O,-,6,3,32,8,xz+xy|z2+x2-y2,x+z,"e_g{z2,x2-y2}|other:x+z|{xy,xz}",16.0,dilute,2(xz+xy) 1(yz) 2(z2+x2-y2),,,0
162384,Zn1,Zn,3d,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xz+yz+xy) 2(x2-y2+z2),,,0
162384,Mn1,Mn,3d,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xy+yz+xz) 2(x2-y2+z2),,,0
162384,Mn2,Mn,3d,24,3,4,1,x2-y2+z2,,"e_g{z2,x2-y2}",2.0,PASS,3(xy+yz+xz) 2(x2-y2+z2),,,0
162384,O1,O,-,6,3,16,4,xy+yz|z2+x2-y2,x+z,"e_g{z2,x2-y2}|other:x+z|{xy,yz}",8.0,dilute,2(xy+yz) 1(yz) 2(z2+x2-y2),,,0
162384,O2,O,-,6,3,16,4,xy+yz|z2+x2-y2,x+z,"e_g{z2,x2-y2}|other:x+z|{xy,yz}",8.0,dilute,2(xy+yz) 1(yz) 2(z2+x2-y2),,,0
162384,N1,N,-,6,3,16,4,xy+yz|z2+x2-y2,x+z,"e_g{z2,x2-y2}|other:x+z|{xy,yz}",8.0,dilute,2(xy+yz) 1(yz) 2(z2+x2-y2),,,0
162384,H1,H,-,2,1,48,12,,,,,FAIL,1(yz) 1(yz) 1(xy) 1(x2-y2) 1(z2),,,0
162406,Mg1,Mg,-,12,3,16,4,xz+xy|z2+x2-y2,z+x,"e_g{z2,x2-y2}|other:z+x|{xy,xz}",8.0,dilute,2(xz+xy) 1(yz) 2(z2+x2-y2),,,0
162406,Si1,Si,-,24,3,8,2,x2-y2+z2,,"e_g{z2,x2-y2}",4.0,dilute,3(xz+yz+xy) 2(x2-y2+z2),,,0
162406,O1,O,-,6,3,32,8,xy+yz|z2+x2-y2,x+z,"e_g{z2,x2-y2}|other:x+z|{xy,yz}",16.0,dilute,2(xy+yz) 1(yz) 2(z2+x2-y2),,,0
162491,Al1,Al,-,4,2,6,6,xy+xz,y+z,"other:y+z|{xy,xz}",12.0,dilute,2(xy+xz) 1(x2-y2) 1(yz) 1(z2),,,0
162491,Si1,Si,-,4,2,6,6,xy+xz,y+z,"other:y+z|{xy,xz}",12.0,dilute,2(xy+xz) 1(x2-y2) 1(yz) 1(z2),,,0
162491,O1,O,-,1,1,24,24,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
162491,Na1,Na,-,3,3,8,8,yz+xy|z2+x2-y2,y+z,"e_g{z2,x2-y2}|other:y+z|{xy,yz}",16.0,dilute,2(yz+xy) 1(xz) 2(z2+x2-y2),,,0
162491,Cl1,Cl,-,12,3,2,2,x2-y2+z2,,"e_g{z2,x2-y2}",4.0,dilute,3(xy+xz+yz) 2(x2-y2+z2),,,0
162616,Si1,Si,-,3,3,4,4,yz+xy|z2+x2-y2,y+z,"e_g{z2,x2-y2}|other:y+z|{xy,yz}",8.0,dilute,2(yz+xy) 1(xz) 2(z2+x2-y2),,,0
162616,Si2,Si,-,3,3,4,4,yz+xy|z2+x2-y2,y+z,"e_g{z2,x2-y2}|other:y+z|{xy,yz}",8.0,dilute,2(yz+xy) 1(xz) 2(z2+x2-y2),,,0
162616,O1,O,-,3,3,4,4,yz+xy|z2+x2-y2,y+z,"e_g{z2,x2-y2}|other:y+z|{xy,yz}",8.0,dilute,2(yz+xy) 1(xz) 2(z2+x2-y2),,,0
162616,O2,O,-,1,1,12,12,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
162617,Si1,Si,-,3,3,4,4,yz+xy|z2+x2-y2,y+z,"e_g{z2,x2-y2}|other:y+z|{xy,yz}",8.0,dilute,2(yz+xy) 1(xz) 2(z2+x2-y2),,,0
162617,Si2,Si,-,3,3,4,4,yz+xy|z2+x2-y2,y+z,"e_g{z2,x2-y2}|other:y+z|{xy,yz}",8.0,dilute,2(yz+xy) 1(xz) 2(z2+x2-y2),,,0
162617,O1,O,-,3,3,4,4,yz+xy|z2+x2-y2,y+z,"e_g{z2,x2-y2}|other:y+z|{xy,yz}",8.0,dilute,2(yz+xy) 1(xz) 2(z2+x2-y2),,,0
162617,O2,O,-,1,1,12,12,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(yz) 1(yz),,,0
162620,Si1,Si,-,24,3,8,2,x2-y2+z2,,"e_g{z2,x2-y2}",4.0,dilute,3(xz+yz+xy) 2(x2-y2+z2),,,0
162620,O1,O,-,12,3,16,4,xz+xy|z2+x2-y2,z+x,"e_g{z2,x2-y2}|other:z+x|{xy,xz}",8.0,dilute,2(xz+xy) 1(yz) 2(z2+x2-y2),,,0
162623,Si1,Si,-,6,3,4,4,yz+xz|xy+x2-y2,x+y,"p{x,y}|{xy,x2-y2}|{xz,yz}",8.0,dilute,2(yz+xz) 2(xy+x2-y2) 1(z2),,,0
162623,O1,O,-,12,3,2,2,yz+xz|xy+x2-y2,y+x,"p{x,y}|{xy,x2-y2}|{xz,yz}",4.0,dilute,2(yz+xz) 2(xy+x2-y2) 1(z2),,,0
162623,O2,O,-,4,2,6,6,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(z2) 1(yz),,,0
162624,Si1,Si,-,6,3,4,4,yz+xz|x2-y2+xy,x+y,"p{x,y}|{xy,x2-y2}|{xz,yz}",8.0,dilute,2(yz+xz) 2(x2-y2+xy) 1(z2),,,0
162624,O1,O,-,12,3,2,2,xz+yz|xy+x2-y2,x+y,"p{x,y}|{xy,x2-y2}|{xz,yz}",4.0,dilute,2(xz+yz) 2(xy+x2-y2) 1(z2),,,0
162624,O2,O,-,4,2,6,6,,,,,FAIL,1(xz) 1(x2-y2) 1(xy) 1(z2) 1(yz),,,0
162724,La1,La,-,8,4,2,2,yz+xz,x+y,"p{x,y}|{xz,yz}",4.0,dilute,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),,,0
162724,Fe1,Fe,3d,8,2,2,2,yz+xz,x+y,"p{x,y}|{xz,yz}",4.0,dilute,2(yz+xz) 1(xy) 1(x2-y2) 1(z2),,,0
