jid,formula,spg,dim,norb,nk,band,M_trg,M_scaled_legacy,lam,W,d_iso,nphi,Emid,U_req,iso_req,pass_iso,M_min_trg,M_naive_trg,M_ratio,d_iso_fine,W_fine,nk_fine,pass_iso_fine,Tc_max_K_R1.00,binds_R1.00,Tc_max_K_R0.85,binds_R0.85,Tc_max_K_R0.55,binds_R0.55,U_used,Tc_max_K_Mmin_R1.00,binds_Mmin_R1.00,Tc_max_K_Mmin_R0.85,binds_Mmin_R0.85,Tc_max_K_Mmin_R0.55,binds_Mmin_R0.55
JVASP-6889,CrSe2,164,2,28,40,27,0.03856709452062647,0.24232420163260657,0.9291567744320267,0.49286316539093633,2.469594318110523,1.0762578833625271,6.190774541081858,0.11129187543534923,0.22258375087069845,True,0.0169974996142728,0.03856709452062647,2.2689863448057785,2.4676483430884923,0.49560652875788946,400,True,82.38462121223286,stiff,70.02692803039794,stiff,45.311541666728075,stiff,1.2347971590552616,36.30899824533093,stiff,30.862648508531297,stiff,19.969949034932014,stiff
