jid,formula,spg_number,spg_symbol,dimensionality,icsd,mp_id,num_wann,num_bands,optb88vdw_bandgap,zip,zip_bytes,n_files_in_zip,has_hr_dat,hr_dat_name,hr_dat_bytes,has_win,has_wout,has_eig,has_poscar,figshare_article,error,metadata_source
JVASP-40061,Ti3Pb,194,P6_3/mmc,3D,,mp-866184,88,104,0.0,JVASP-40061.zip,18178742,12,True,wannier90_hr.dat,105707045,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40065,TlCdRh2,225,Fm-3m,3D,,mp-866188,44,64,0.0,JVASP-40065.zip,5432293,12,True,wannier90_hr.dat,27008675,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40075,Li2SmTl,225,Fm-3m,3D,,mp-866200,28,47,0.0,JVASP-40075.zip,2583416,12,True,wannier90_hr.dat,10938275,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40093,HfSnRh2,225,Fm-3m,3D,,mp-866221,44,68,0.0,JVASP-40093.zip,5172458,12,True,wannier90_hr.dat,27008675,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40095,CaYHg2,225,Fm-3m,3D,,mp-866223,60,64,0.0,JVASP-40095.zip,9264446,12,True,wannier90_hr.dat,50221475,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40107,Er2PdRu,225,Fm-3m,3D,,mp-866281,56,80,0.0,JVASP-40107.zip,8524357,12,True,wannier90_hr.dat,43748675,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40108,CaThRh2,225,Fm-3m,3D,,mp-866282,48,68,0.0,JVASP-40108.zip,6365655,12,True,wannier90_hr.dat,32142275,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40111,ErSnRu2,225,Fm-3m,3D,,mp-866285,48,69,0.0,JVASP-40111.zip,6875344,12,True,wannier90_hr.dat,32142275,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40117,AgBr,216,F-43m,3D,,mp-866291,20,48,1.031,JVASP-40117.zip,2445114,12,True,wannier90_hr.dat,12343188,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40196,CaSnS3,148,R-3,3D,,mp-866826,76,112,1.658,JVASP-40196.zip,6615598,12,True,wannier90_hr.dat,43609627,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40201,CaSnS3,194,P6_3/mmc,3D,,mp-866833,76,112,0.0,JVASP-40201.zip,12057803,12,True,wannier90_hr.dat,82887116,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40205,CaSnS3,46,Ima2,3D,,mp-866845,76,112,0.518,JVASP-40205.zip,10297543,12,True,wannier90_hr.dat,67291642,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40207,CaSnS3,63,Cmcm,3D,,mp-866850,76,112,0.421,JVASP-40207.zip,7890251,12,True,wannier90_hr.dat,50540948,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40222,LiDyTl2,225,Fm-3m,3D,,mp-867108,34,55,0.0,JVASP-40222.zip,3699227,12,True,wannier90_hr.dat,16127675,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40227,Ca2AsAu,225,Fm-3m,3D,,mp-867113,44,64,0.362,JVASP-40227.zip,5198940,12,True,wannier90_hr.dat,27008675,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40240,ScCdAg2,225,Fm-3m,3D,,mp-867127,48,62,0.0,JVASP-40240.zip,6004648,12,True,wannier90_hr.dat,32142275,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40246,Ba2Sc2O5,123,P4/mmm,3D,,mp-867133,78,102,1.883,JVASP-40246.zip,11181684,12,True,wannier90_hr.dat,74530303,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40248,ScZnPd2,225,Fm-3m,3D,,mp-867135,54,88,0.0,JVASP-40248.zip,7331780,12,True,wannier90_hr.dat,40679675,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40253,SmZn2Ag,225,Fm-3m,3D,,mp-867140,64,77,0.0,JVASP-40253.zip,9499945,12,True,wannier90_hr.dat,46490812,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40257,CaMgHg2,225,Fm-3m,3D,,mp-867144,56,66,0.0,JVASP-40257.zip,8023295,12,True,wannier90_hr.dat,43748675,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40262,Sr2CdSn,225,Fm-3m,3D,,mp-867149,44,60,0.0,JVASP-40262.zip,5080375,12,True,wannier90_hr.dat,27008675,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40278,Sr2SnHg,225,Fm-3m,3D,,mp-867169,50,54,0.272,JVASP-40278.zip,6610843,12,True,wannier90_hr.dat,34876475,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40279,LiGaPt2,225,Fm-3m,3D,,mp-867170,34,68,0.0,JVASP-40279.zip,3467272,12,True,wannier90_hr.dat,16127675,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40280,SrLi2Sn,225,Fm-3m,3D,,mp-867171,24,42,0.0,JVASP-40280.zip,1947347,12,True,wannier90_hr.dat,8036675,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40282,SrInHg2,225,Fm-3m,3D,,mp-867173,56,62,0.0,JVASP-40282.zip,8016681,12,True,wannier90_hr.dat,43748675,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40283,SrLi2Pb,225,Fm-3m,3D,,mp-867174,24,50,0.0,JVASP-40283.zip,2036140,12,True,wannier90_hr.dat,8036675,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40288,SrCdHg2,225,Fm-3m,3D,,mp-867179,60,62,0.0,JVASP-40288.zip,10120048,12,True,wannier90_hr.dat,50221475,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40299,Sr2BiAu,225,Fm-3m,3D,,mp-867193,44,64,0.617,JVASP-40299.zip,5284027,12,True,wannier90_hr.dat,27008675,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40303,LiGaPd2,225,Fm-3m,3D,,mp-867198,34,68,0.0,JVASP-40303.zip,3301106,12,True,wannier90_hr.dat,16127675,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40311,Sr2LiIn,225,Fm-3m,3D,,mp-867208,34,52,0.0,JVASP-40311.zip,3369110,12,True,wannier90_hr.dat,16127675,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40313,LiCa2In,225,Fm-3m,3D,,mp-867211,34,52,0.0,JVASP-40313.zip,3356415,12,True,wannier90_hr.dat,16127675,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40320,SmAgHg2,225,Fm-3m,3D,,mp-867218,64,77,0.0,JVASP-40320.zip,11816928,12,True,wannier90_hr.dat,57140675,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40327,LaCdAg2,225,Fm-3m,3D,,mp-867225,62,62,0.0,JVASP-40327.zip,9935618,12,True,wannier90_hr.dat,53625275,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40337,Tb2IrPd,225,Fm-3m,3D,,mp-867236,56,72,0.0,JVASP-40337.zip,9828376,12,True,wannier90_hr.dat,43748675,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40348,TaAlFe2,225,Fm-3m,3D,,mp-867249,44,62,0.224,JVASP-40348.zip,5346916,12,True,wannier90_hr.dat,27008675,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40350,LiZn2Pt,225,Fm-3m,3D,,mp-867251,50,70,0.0,JVASP-40350.zip,6350575,12,True,wannier90_hr.dat,34876475,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40354,LiZn2Au,225,Fm-3m,3D,,mp-867255,50,78,0.0,JVASP-40354.zip,6278736,12,True,wannier90_hr.dat,34876475,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40365,CaMgTl2,225,Fm-3m,3D,,mp-867266,36,46,0.0,JVASP-40365.zip,3659354,12,True,wannier90_hr.dat,18080675,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40379,Be2IrPt,225,Fm-3m,3D,,mp-867280,40,60,0.0,JVASP-40379.zip,4431329,12,True,wannier90_hr.dat,22321475,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40380,Tc3Pt,194,P6_3/mmc,3D,,mp-867281,96,140,0.0,JVASP-40380.zip,22386154,12,True,wannier90_hr.dat,132251116,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40381,Tb2IrRh,225,Fm-3m,3D,,mp-867282,56,74,0.0,JVASP-40381.zip,9783766,12,True,wannier90_hr.dat,43748675,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40398,Rb2Hf2O5,123,P4/mmm,3D,,mp-867300,78,106,1.848,JVASP-40398.zip,11584281,12,True,wannier90_hr.dat,74530303,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40403,Be2RuAu,225,Fm-3m,3D,,mp-867307,40,54,0.0,JVASP-40403.zip,4329886,12,True,wannier90_hr.dat,22321475,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40429,K2SbAu,63,Cmcm,3D,380340,mp-867335,88,96,1.051,JVASP-40429.zip,17566840,12,True,wannier90_hr.dat,105707045,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40436,Er2NiOs,225,Fm-3m,3D,,mp-867344,56,58,0.0,JVASP-40436.zip,8369814,12,True,wannier90_hr.dat,37790083,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40455,ThCdAg2,225,Fm-3m,3D,,mp-867372,48,62,0.0,JVASP-40455.zip,5290418,12,True,wannier90_hr.dat,25690791,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40457,ThPbAu2,225,Fm-3m,3D,,mp-867418,44,62,0.0,JVASP-40457.zip,5035584,12,True,wannier90_hr.dat,21587591,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40476,LiCuS,216,F-43m,3D,,mp-867689,40,92,1.027,JVASP-40476.zip,3693104,12,True,wannier90_hr.dat,19601303,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40488,Nb3GeS6,193,P6_3/mcm,3D,412772,mp-867739,160,240,0.0,JVASP-40488.zip,24461387,12,True,wannier90_hr.dat,157440685,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40498,Sc2CuAu,225,Fm-3m,3D,,mp-867756,48,74,0.0,JVASP-40498.zip,6035969,12,True,wannier90_hr.dat,32142275,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40519,ScNbTc2,225,Fm-3m,3D,,mp-867795,48,54,0.0,JVASP-40519.zip,5166359,12,True,wannier90_hr.dat,25690791,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40522,Ca2BiAu,225,Fm-3m,3D,,mp-867799,44,64,0.208,JVASP-40522.zip,5322137,12,True,wannier90_hr.dat,27008675,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40525,Sc2CuOs,225,Fm-3m,3D,,mp-867802,48,68,0.0,JVASP-40525.zip,6123432,12,True,wannier90_hr.dat,32142275,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40530,LiYTl2,225,Fm-3m,3D,,mp-867807,30,42,0.0,JVASP-40530.zip,2813795,12,True,wannier90_hr.dat,12556475,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-28502 to JVASP-40530),,JARVIS-DFT dft_3d/dft_2d
JVASP-40531,LiYHg2,225,Fm-3m,3D,,mp-867810,50,70,0.0,JVASP-40531.zip,6667311,12,True,wannier90_hr.dat,34876475,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40539,LiAlPd2,225,Fm-3m,3D,,mp-867820,34,62,0.0,JVASP-40539.zip,3298965,12,True,wannier90_hr.dat,16127675,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40541,LiYAu2,225,Fm-3m,3D,,mp-867822,38,70,0.0,JVASP-40541.zip,4138332,12,True,wannier90_hr.dat,20145275,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40551,LiHfPt2,225,Fm-3m,3D,,mp-867834,38,56,0.0,JVASP-40551.zip,4177502,12,True,wannier90_hr.dat,20145275,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40567,Sm2NiIr,225,Fm-3m,3D,,mp-867852,56,68,0.0,JVASP-40567.zip,8830407,12,True,wannier90_hr.dat,43748675,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40568,SmCdAg2,225,Fm-3m,3D,,mp-867853,52,67,0.0,JVASP-40568.zip,7564545,12,True,wannier90_hr.dat,37722275,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40569,Ca2ZnRh,225,Fm-3m,3D,,mp-867854,54,58,0.0,JVASP-40569.zip,7575924,12,True,wannier90_hr.dat,40679675,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40573,SmZnAu2,225,Fm-3m,3D,,mp-867860,58,77,0.0,JVASP-40573.zip,8824125,12,True,wannier90_hr.dat,46929275,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40578,SmMgAu2,225,Fm-3m,3D,,mp-867867,48,71,0.0,JVASP-40578.zip,6487728,12,True,wannier90_hr.dat,32142275,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40592,SmCdAu2,225,Fm-3m,3D,,mp-867882,52,67,0.0,JVASP-40592.zip,7877068,12,True,wannier90_hr.dat,37722275,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40599,Sm2MgAl,225,Fm-3m,3D,,mp-867894,48,52,0.0,JVASP-40599.zip,7427164,12,True,wannier90_hr.dat,32142275,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40603,DyAgHg2,225,Fm-3m,3D,,mp-867898,64,77,0.0,JVASP-40603.zip,11628042,12,True,wannier90_hr.dat,57140675,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40627,ScGaPt2,225,Fm-3m,3D,,mp-867923,44,62,0.0,JVASP-40627.zip,5319253,12,True,wannier90_hr.dat,27008675,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40644,SmInRh2,225,Fm-3m,3D,,mp-867978,48,71,0.0,JVASP-40644.zip,5672634,12,True,wannier90_hr.dat,25690791,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40646,SmPbAu2,225,Fm-3m,3D,,mp-867985,48,67,0.0,JVASP-40646.zip,5923481,12,True,wannier90_hr.dat,26842842,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40651,NaCoO2,194,P6_3/mmc,3D,246585,mp-868117,64,108,0.837,JVASP-40651.zip,6164922,12,True,wannier90_hr.dat,42394710,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40743,HfNiSn,216,F-43m,3D,,mp-924128,32,58,0.375,JVASP-40743.zip,5494740,12,True,wannier90_hr.dat,27497182,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40763,KBaP,216,F-43m,3D,,mp-961648,32,48,1.218,JVASP-40763.zip,5203737,12,True,wannier90_hr.dat,27189952,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40764,ZrFeTe,216,F-43m,3D,,mp-961649,32,50,1.213,JVASP-40764.zip,5199870,12,True,wannier90_hr.dat,27189952,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40766,ZrFeSe,216,F-43m,3D,,mp-961651,32,50,0.394,JVASP-40766.zip,5214099,12,True,wannier90_hr.dat,27497182,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40768,FeSiW,216,F-43m,3D,,mp-961653,32,58,0.32,JVASP-40768.zip,5717122,12,True,wannier90_hr.dat,27906823,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40770,YCdGa,216,F-43m,3D,,mp-961655,32,36,0.0,JVASP-40770.zip,5880383,12,True,wannier90_hr.dat,27497182,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40772,YNiP,216,F-43m,3D,,mp-961657,32,50,0.58,JVASP-40772.zip,5147033,12,True,wannier90_hr.dat,27189952,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40774,TiSiPd,216,F-43m,3D,,mp-961659,32,58,0.837,JVASP-40774.zip,5400372,12,True,wannier90_hr.dat,27292362,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40775,TiFeSe,216,F-43m,3D,,mp-961660,32,52,1.025,JVASP-40775.zip,5196754,12,True,wannier90_hr.dat,27702003,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40776,ZrSiPd,216,F-43m,3D,,mp-961661,32,56,0.772,JVASP-40776.zip,5445916,12,True,wannier90_hr.dat,27804413,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40778,SrTePd,216,F-43m,3D,,mp-961663,32,64,0.129,JVASP-40778.zip,2861250,12,True,wannier90_hr.dat,11828432,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40786,TiGePt,216,F-43m,3D,,mp-961671,32,48,0.0,JVASP-40786.zip,5751603,12,True,wannier90_hr.dat,27906823,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40788,TiFeTe,216,F-43m,3D,,mp-961673,32,52,1.101,JVASP-40788.zip,5281183,12,True,wannier90_hr.dat,27599592,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40793,ScCoTe,216,F-43m,3D,,mp-961678,32,56,0.902,JVASP-40793.zip,5152586,12,True,wannier90_hr.dat,27292362,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40794,TaAlPt,216,F-43m,3D,,mp-961679,32,66,0.0,JVASP-40794.zip,2828686,12,True,wannier90_hr.dat,11418791,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40795,NbAlPt,216,F-43m,3D,,mp-961680,32,58,0.0,JVASP-40795.zip,5533440,12,True,wannier90_hr.dat,26575491,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40796,ZrGePt,216,F-43m,3D,,mp-961681,32,46,0.0,JVASP-40796.zip,5650198,12,True,wannier90_hr.dat,27189952,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40797,TiSnPd,216,F-43m,3D,,mp-961682,32,48,0.526,JVASP-40797.zip,5074268,12,True,wannier90_hr.dat,26677901,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40798,LiMgP,216,F-43m,3D,,mp-961683,18,40,1.894,JVASP-40798.zip,2104906,12,True,wannier90_hr.dat,8604952,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40800,ZrSnPd,216,F-43m,3D,,mp-961687,32,46,0.494,JVASP-40800.zip,4999391,12,True,wannier90_hr.dat,26575491,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40801,VGaPt,216,F-43m,3D,,mp-961688,32,48,0.0,JVASP-40801.zip,5585360,12,True,wannier90_hr.dat,26575491,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40807,TiNiGe,216,F-43m,3D,,mp-961694,32,58,0.0,JVASP-40807.zip,5221721,12,True,wannier90_hr.dat,27292362,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40811,LiZnP,216,F-43m,3D,,mp-961698,28,46,1.227,JVASP-40811.zip,3795706,12,True,wannier90_hr.dat,20817952,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40816,NaLiPt,216,F-43m,3D,,mp-961703,22,40,0.423,JVASP-40816.zip,1616610,12,True,wannier90_hr.dat,5639842,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40817,NbTlPt,216,F-43m,3D,,mp-961704,32,48,0.0,JVASP-40817.zip,5616100,12,True,wannier90_hr.dat,26575491,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40818,TiPtPb,216,F-43m,3D,,mp-961705,32,48,0.0,JVASP-40818.zip,5704792,12,True,wannier90_hr.dat,27292362,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
JVASP-40821,NbInPt,216,F-43m,3D,,mp-961708,32,48,0.0,JVASP-40821.zip,5496019,12,True,wannier90_hr.dat,26575491,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-40531 to JVASP-85013),,JARVIS-DFT dft_3d/dft_2d
