jid,formula,spg_number,spg_symbol,dimensionality,icsd,mp_id,num_wann,num_bands,optb88vdw_bandgap,zip,zip_bytes,n_files_in_zip,has_hr_dat,hr_dat_name,hr_dat_bytes,has_win,has_wout,has_eig,has_poscar,figshare_article,error,metadata_source
JVASP-5,TiO2,136,P4_2/mnm,3D,"202240,202241,167953,167954,167955,167956,167957,167958,167959,167960,167961,167962,167963,167964,31322,165920,165921,165922,165923,165924,165925,33837,33838,88623,88624,88625,33842,33843,33844,33845,33846,36412,36413,36414,36415,34372,31321,66650,31323,31324,31325,31326,31327,31328,31329,31330,161909,23697,169622,169623,169624,169625,169626,169627,169628,169629,169630,169631,169632,169633,169634,169635,169636,169637,169638,169639,169640,169641,159915,167965,200391,168140,168138,24780,69331,62677,62678,62679,51930,51931,51932,51933,51934,51935,82656,51937,51938,51939,51940,51941,24294,53997,16636,39166,24277,39168,39169,39170,39171,39172,33839,33840,74532,33841,88626,88627,63710,51936,82657,44881,53601,53602,51050,76172,109469,93097,9161,64987,85492,85493,85494,85495,39167,97277",mp-2657,48,76,1.769,JVASP-5.zip,6782014,12,True,wannier90_hr.dat,50805496,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-8,Te2Mo,31,Pmn2_1,3D,,,112,168,0.0,JVASP-8.zip,19047702,12,True,wannier90_hr.dat,118541819,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-21,PbSe,225,Fm-3m,3D,"38294,600599,657561,600730,53933,600252,648512,648513,648515,648516,648517,648518,648519,648520,648521,648522,648524,648525,648527,648528,76644,603893,63096,63097",mp-2201,16,38,0.513,JVASP-21.zip,1259770,12,True,wannier90_hr.dat,4392199,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-23,CdTe,216,F-43m,3D,"620529,659206,659219,161692,161693,658983,604599,43712,602945,180935,620535,108238,93944,620537,620516,165086,620511,620512,620513,620514,620515,31844,620517,620519,52840,603115,181732,620527,620520,620530,620531,620533,93942,93943,620536,93945,620538,620540,620542",mp-406,20,38,0.498,JVASP-23.zip,2728630,12,True,wannier90_hr.dat,10662762,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-44,FeSe,129,P4/nmm,3D,,mp-20311,40,68,,JVASP-44.zip,5520762,12,True,wannier90_hr.dat,32402113,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,POSCAR+spglib
JVASP-48,C,194,P6_3/mmc,3D,"31170,617290,53781,52230,76767",mp-48,32,48,0.0,JVASP-48.zip,2103160,12,True,wannier90_hr.dat,10599510,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-51,MoS2,160,R3m,3D,"38401,644257,43560,43695,40081,76370",mp-1434,24,54,0.955,JVASP-51.zip,3887334,12,True,wannier90_hr.dat,14949891,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-54,MoS2,194,P6_3/mmc,3D,"24000,105091,49801,601647,95569,95570,84180,644245,31067",mp-2815,48,76,0.922,JVASP-54.zip,4765398,12,True,wannier90_hr.dat,28686123,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-57,MoSe2,194,P6_3/mmc,3D,"49800,601045,644334,167357",mp-1634,56,84,0.906,JVASP-57.zip,6451544,12,True,wannier90_hr.dat,39044523,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-72,WS2,194,P6_3/mmc,3D,"56014,84181,202366",mp-224,48,72,0.718,JVASP-72.zip,5116257,12,True,wannier90_hr.dat,29377353,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-81,GaSe,194,P6_3/mmc,3D,"63122,43540,41978",mp-1943,64,104,0.725,JVASP-81.zip,6912896,12,True,wannier90_hr.dat,42394710,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-82,ZrS2,164,P-3m1,3D,"76037,651465,56012,601166,604434,182675,651478,651482,602309",mp-1186,24,52,0.911,JVASP-82.zip,2544002,12,True,wannier90_hr.dat,13912909,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-89,Bi2Te3,166,R-3m,3D,,mp-34202,40,72,,JVASP-89.zip,2377111,12,True,wannier90_hr.dat,10000695,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,POSCAR+spglib
JVASP-128,PtSe2,164,P-3m1,3D,"41389,649589,649593,649594,603677,41374",mp-1115,28,48,0.0,JVASP-128.zip,3639851,12,True,wannier90_hr.dat,18936109,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-131,SnS2,164,P-3m1,3D,"100610,100611,100612,651013,42566,659217,602283,651010,651022,650992,650993,29012,650999,650996,656779,43004",mp-1170,20,50,1.224,JVASP-131.zip,1995632,12,True,wannier90_hr.dat,9662509,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-143,GaS,194,P6_3/mmc,3D,"201344,201345,167394,53586,53587,53588,53589,53590,173940,59,25660,654685,173941",mp-2507,56,96,1.5,JVASP-143.zip,5304081,12,True,wannier90_hr.dat,32458710,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-207,GeS,63,Cmcm,3D,155418,mp-12910,28,56,0.825,JVASP-207.zip,3402262,12,True,wannier90_hr.dat,17995187,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-210,HfS2,164,P-3m1,3D,,mp-985829,24,38,1.078,JVASP-210.zip,2647213,12,True,wannier90_hr.dat,13912909,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-216,HfSe2,164,P-3m1,3D,,mp-985831,28,42,0.534,JVASP-216.zip,3461546,12,True,wannier90_hr.dat,18936109,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-234,NiO2,5,C2,3D,,,48,92,0.821,JVASP-234.zip,3649059,12,True,wannier90_hr.dat,22465049,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-252,PbO,129,P4/nmm,3D,"62848,62849,26596,53927,600296,647260,64778,94333,62847,99776,15466,62840,62841,62842,62843,62844,62845,62846,64799",mp-19921,28,56,1.472,JVASP-252.zip,4035584,12,True,wannier90_hr.dat,22229334,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-260,PbS,139,I4/mmm,3D,68701,mp-20526,28,56,1.293,JVASP-260.zip,3711191,12,True,wannier90_hr.dat,18387238,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-281,SnO,129,P4/nmm,3D,"16481,41954,15516,26597,53926",mp-2097,28,56,0.505,JVASP-281.zip,3862788,12,True,wannier90_hr.dat,22229334,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-290,SnS2,186,P6_3mc,3D,43003,mp-9984,40,84,1.101,JVASP-290.zip,4460699,12,True,wannier90_hr.dat,27601809,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-296,SnSe,63,Cmcm,3D,"50560,50561,50562,50563,50564,100673,651925,50559",mp-2168,32,60,0.395,JVASP-296.zip,4310054,12,True,wannier90_hr.dat,23503187,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-362,ZrSe3,11,P2_1/m,3D,"652241,25621,652229",mp-1683,72,112,0.297,JVASP-362.zip,9567471,12,True,wannier90_hr.dat,62986893,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-365,ZrSe2,164,P-3m1,3D,"601542,109291,652236,56013,652240,182676,652247,652244,652251",mp-2076,28,56,0.337,JVASP-365.zip,3445494,12,True,wannier90_hr.dat,18936109,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-368,ZrS3,11,P2_1/m,3D,"42073,604573",mp-9921,60,100,1.206,JVASP-368.zip,6579242,12,True,wannier90_hr.dat,43741293,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-581,NbSe2,164,P-3m1,3D,76576,mp-10228,28,42,0.0,JVASP-581.zip,3690406,12,True,wannier90_hr.dat,18936109,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-593,TaS2,164,P-3m1,3D,"651089,85323,52115,24756,651098",mp-1690,24,38,0.0,JVASP-593.zip,2328614,12,True,wannier90_hr.dat,9937809,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-648,MoSe2,187,P-6m2,2D,,mp-1634,28,42,,JVASP-648.zip,2141173,12,True,wannier90_hr.dat,8978022,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,POSCAR+spglib
JVASP-649,MoSe2,187,P-6m2,2D,,mp-1634,28,42,1.446,JVASP-649.zip,2143506,12,True,wannier90_hr.dat,8978022,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-650,MoSe2,187,P-6m2,2D,,mp-1634,28,42,,JVASP-650.zip,2144404,12,True,wannier90_hr.dat,8978022,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,POSCAR+spglib
JVASP-651,WSe2,187,P-6m2,2D,,mp-1821,28,32,,JVASP-651.zip,2147728,12,True,wannier90_hr.dat,8978022,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,POSCAR+spglib
JVASP-652,WSe2,187,P-6m2,2D,,mp-1821,28,32,1.334,JVASP-652.zip,2159369,12,True,wannier90_hr.dat,8978022,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-653,WSe2,187,P-6m2,2D,,mp-1821,28,32,,JVASP-653.zip,2285114,12,True,wannier90_hr.dat,8978022,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,POSCAR+spglib
JVASP-667,C,191,P6/mmm,2D,,mp-48,16,32,0.0,JVASP-667.zip,2670145,12,True,wannier90_hr.dat,11665477,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-687,GaSe,187,P-6m2,2D,,mp-1943,32,44,1.84,JVASP-687.zip,2575702,12,True,wannier90_hr.dat,11726022,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-696,CrS2,12,C2/m,2D,,mp-28910,24,54,0.0,JVASP-696.zip,1803742,12,True,wannier90_hr.dat,6481201,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-726,CrS2,164,P-3m1,2D,,mp-755263,24,54,0.0,JVASP-726.zip,1852137,12,True,wannier90_hr.dat,6596422,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-768,Ti2O,164,P-3m1,2D,,mp-1215,30,50,0.0,JVASP-768.zip,2165015,12,True,wannier90_hr.dat,10396232,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-802,Hf,194,P6_3/mmc,3D,"638561,76142,53786,76411,181757,53022,638559",mp-103,24,36,0.0,JVASP-802.zip,2758642,12,True,wannier90_hr.dat,12242215,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-816,Al,225,Fm-3m,3D,"240129,52611,53772,53773,53774,53775,52255,44321,150692,44713,606000,606001,606003,606004,606006,606007,43423,64700,182727,166867,43492,77363",mp-134,8,24,0.0,JVASP-816.zip,1113717,12,True,wannier90_hr.dat,3336536,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-819,Ar,225,Fm-3m,3D,"24788,53814,29279",mp-23155,8,24,8.718,JVASP-819.zip,766157,12,True,wannier90_hr.dat,3342946,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-825,Au,225,Fm-3m,3D,"53763,53764,180869,611623,611624,611625,44362,163723,611628,180868,52249,52700,64701",mp-81,12,24,0.0,JVASP-825.zip,2042618,12,True,wannier90_hr.dat,7399665,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-828,B,166,R-3m,3D,"56992,26487,108026,62747,94429,181823",mp-160,96,144,1.687,JVASP-828.zip,5521810,12,True,wannier90_hr.dat,32717221,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-834,Be,194,P6_3/mmc,3D,"43363,52229,53766,76743,52263,600013,20686,1425,52707,616181,616179,150617,150618",mp-87,16,44,0.0,JVASP-834.zip,1131771,12,True,wannier90_hr.dat,5186113,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-837,Bi,166,R-3m,3D,"64704,64705,53797,246663,616519,616526,616527,64703",mp-23152,16,48,0.0,JVASP-837.zip,1450352,12,True,wannier90_hr.dat,4392199,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-840,Br,64,Cmce,3D,,mp-23154,32,72,1.308,JVASP-840.zip,1966429,12,True,wannier90_hr.dat,9063358,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-858,Co,194,P6_3/mmc,3D,"622436,622438,52935,53806,76942,76633,44990",mp-54,24,48,0.0,JVASP-858.zip,2988150,12,True,wannier90_hr.dat,11666113,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-867,Cu,225,Fm-3m,3D,"52256,53755,43493,627113,627114,627115,627117,180109,629460,53758,655129,64699,53756,53757,53246,53247",mp-30,12,42,0.0,JVASP-867.zip,2198906,12,True,wannier90_hr.dat,7385255,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-870,Dy,166,R-3m,3D,"629537,629540,52518",mp-10658,48,63,0.0,JVASP-870.zip,6239593,12,True,wannier90_hr.dat,25690791,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-890,Ge,227,Fd-3m,3D,"44610,600774,44841,53642,76267,636527,636528,76146,636535,53788,181071,41980,54237,43422",mp-32,16,28,0.0,JVASP-890.zip,1156918,12,True,wannier90_hr.dat,4494640,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-895,I,64,Cmce,3D,,mp-23153,32,72,0.915,JVASP-895.zip,1970943,12,True,wannier90_hr.dat,9063358,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-901,Ir,225,Fm-3m,3D,"64992,659854,41524,53813,640729,640730",mp-101,12,24,0.0,JVASP-901.zip,2085174,12,True,wannier90_hr.dat,7385255,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-919,Mg,194,P6_3/mmc,3D,"181728,76259,52260,181254,53767,76748,162414,168829,76145,77908,170902,654648,166868,642651,642653,642655",mp-153,16,36,0.0,JVASP-919.zip,1231141,12,True,wannier90_hr.dat,5186113,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-922,Mn,217,I-43m,3D,"655106,44932,56133,246889,246890,642935,618255,43058,642933,42774,42743,44761,164349,174037",mp-35,348,474,0.0,JVASP-922.zip,28352396,12,True,wannier90_hr.dat,163490598,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-931,Na,194,P6_3/mmc,3D,44758,mp-10172,16,36,0.0,JVASP-931.zip,1208290,12,True,wannier90_hr.dat,5186113,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-934,Nb,229,Im-3m,3D,"76416,645057,645058,645059,645063,76264,645065,76554,76011,151406,170906",mp-75,12,18,0.0,JVASP-934.zip,1873520,12,True,wannier90_hr.dat,7284384,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-937,Nd,194,P6_3/mmc,3D,"102657,164281,150953,645579,645581,76592,645585,645584,645577,43577",mp-123,64,76,0.0,JVASP-937.zip,11308593,12,True,wannier90_hr.dat,50996523,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-943,Ni,225,Fm-3m,3D,"43397,52231,163354,41508,52265,53807,53808,53809,646089,646085,646087,646088,260169,646090,646091,260172,181716,64989,162279,162415,646092,76667",mp-23,12,42,0.0,JVASP-943.zip,2385160,12,True,wannier90_hr.dat,7500536,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-949,O,12,C2/m,3D,156481,mp-12957,48,104,1.128,JVASP-949.zip,1662681,12,True,wannier90_hr.dat,9562082,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-961,Pb,225,Fm-3m,3D,"648341,77863,54312,64940,64808,151378,105588,96501,648343,648344,57460,52253,53791",mp-20483,8,38,0.0,JVASP-961.zip,1366368,12,True,wannier90_hr.dat,3362176,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-963,Pd,225,Fm-3m,3D,"648673,648674,648675,648677,180870,648679,648680,180871,41517,64914,64915,64916,64918,64920,76148,64922,52251,77885",mp-2,12,24,0.0,JVASP-963.zip,2046155,12,True,wannier90_hr.dat,7471716,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-972,Pt,225,Fm-3m,3D,"180880,649493,76153,181717,76951,64912,180881,649490,180981,180980,64917,649494,64919,77944,64921,52250,64923,64924,76414,41525",mp-126,12,24,0.0,JVASP-972.zip,2054971,12,True,wannier90_hr.dat,7486126,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-984,Rh,225,Fm-3m,3D,"52064,650218,41516,650221,650222,53811,76952,52252,171677,64991",mp-74,12,42,0.0,JVASP-984.zip,2277774,12,True,wannier90_hr.dat,7385255,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-987,Ru,194,P6_3/mmc,3D,"40354,650571,52004,52261,44615,650568,650569,650570,602251,650572,650573,650574,53810,76155,54236,43710",mp-33,24,36,0.0,JVASP-987.zip,2587666,12,True,wannier90_hr.dat,11666113,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-993,Sb,166,R-3m,3D,"651488,651489,651490,9859,651492,651491,651497,55402,53795,161493,64695,64696,64697,409754,651498",mp-104,16,48,0.0,JVASP-993.zip,1421520,12,True,wannier90_hr.dat,4392199,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-1002,Si,227,Fd-3m,3D,"150530,181356,43403,181907,53782,53783,52266,94261,652257,182730,67788,652258,659044,43610,652255,60385,60386,60387,60388,60389,29287,29288,52457,181355,76268,51688,652265,41979",mp-149,16,48,0.731,JVASP-1002.zip,1670211,12,True,wannier90_hr.dat,6799552,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-1007,Sn,227,Fd-3m,3D,,mp-117,16,28,,JVASP-1007.zip,1601275,12,True,wannier90_hr.dat,6825162,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,POSCAR+spglib
JVASP-1008,Sn,227,Fd-3m,3D,"70128,76040,53789,40039",mp-117,16,28,0.0,JVASP-1008.zip,1607122,12,True,wannier90_hr.dat,6825162,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-1009,Sn,227,Fd-3m,3D,,mp-117,16,28,,JVASP-1009.zip,1653275,12,True,wannier90_hr.dat,6825162,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,POSCAR+spglib
JVASP-1014,Ta,229,Im-3m,3D,"76417,652900,652902,53793,652903,76014,151407,76152,167903",mp-50,12,18,0.0,JVASP-1014.zip,1920884,12,True,wannier90_hr.dat,7284384,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-1017,Tb,166,R-3m,3D,52497,mp-11698,48,72,0.0,JVASP-1017.zip,6011385,12,True,wannier90_hr.dat,25690791,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-1020,Tc,194,P6_3/mmc,3D,"52498,653011,653012,653014,182009,76953",mp-113,24,36,0.0,JVASP-1020.zip,2840534,12,True,wannier90_hr.dat,11666113,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-1026,Th,225,Fm-3m,3D,,mp-37,12,40,,JVASP-1026.zip,2591064,12,True,wannier90_hr.dat,7255564,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,POSCAR+spglib
JVASP-1029,Ti,191,P6/mmm,3D,"52521,653277",mp-72,36,54,0.0,JVASP-1029.zip,3375790,12,True,wannier90_hr.dat,15747693,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-1044,W,229,Im-3m,3D,"44323,53800,44393,653431,52268,45200,43667,653430,76151,653432,653433,52538,43421",mp-91,12,48,0.0,JVASP-1044.zip,2249775,12,True,wannier90_hr.dat,7428485,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-1049,Y,194,P6_3/mmc,3D,,mp-112,24,32,,JVASP-1049.zip,3444504,12,True,wannier90_hr.dat,16735805,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,POSCAR+spglib
JVASP-1050,Y,194,P6_3/mmc,3D,"660002,43588,43719,95176,653450,52539",mp-112,24,32,0.0,JVASP-1050.zip,2781726,12,True,wannier90_hr.dat,11666113,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-1056,Zn,194,P6_3/mmc,3D,"53769,421013,421014,421015,52259,653501,653502,52543,653504,653505,64990,181734,247147,247148,247149,247150,247151,247152,247153,247154,247155,247156,247157,247158,247159,247160,247161,247162",mp-79,36,48,0.0,JVASP-1056.zip,5604248,12,True,wannier90_hr.dat,33374671,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-1065,Tl4Te3Pb,140,I4/mcm,3D,"73088,648621,604389",mp-20740,128,204,0.247,JVASP-1065.zip,10256071,12,True,wannier90_hr.dat,58163621,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-1067,Bi2Se3,166,R-3m,3D,"42545,165226,617083,20385",mp-541837,40,80,0.319,JVASP-1067.zip,3658312,12,True,wannier90_hr.dat,17841191,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-1071,Sb2Te3,166,R-3m,3D,,mp-1201,40,72,,JVASP-1071.zip,2381143,12,True,wannier90_hr.dat,10000695,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,POSCAR+spglib
JVASP-1082,Mg2Sn,225,Fm-3m,3D,"151362,104869,104870,642855,151368,181765,150957,642850,151388,158181",mp-2343,24,42,0.0,JVASP-1082.zip,3141686,12,True,wannier90_hr.dat,15353162,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-1083,Mg2Sn,225,Fm-3m,3D,,mp-2343,24,42,,JVASP-1083.zip,3154425,12,True,wannier90_hr.dat,15353162,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,POSCAR+spglib
JVASP-1084,LaTe,225,Fm-3m,3D,,mp-1560,34,40,,JVASP-1084.zip,6937957,12,True,wannier90_hr.dat,31041382,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,POSCAR+spglib
