num,formula,space_group_symbol,space_group_number,topology_at_Ef,is_top_candidate,best_figure,best_figure_number,sublattices,magnetic,superconductor,high_quality,n_icsd,icsd_ids,icsd_extra_sublattice_labels
1678,MgSe2,Pa3̄,205,Triv.,no,,,,NM,,,1,642815,
1679,Ca(NO3)2,Pa3̄,205,Triv.,no,,,,NM,,,2,52351 56089,
1680,Sn(SeO3)2,Pa3̄,205,Triv.,no,,,b,NM,,,1,154716,
1681,Si(P2O7),Pa3̄,205,Triv.,no,,,"b,s",NM,,,1,19047,
1682,SiO2,Ia3̄,206,Triv.,no,,,"b,s",NM,,,1,170545,
1683,SiO2,F4132,210,SM,no,,,"b,s",NM,,,1,170504,
1684,SiO2,I432,211,SM,no,,,"b,s",NM,,,1,170506,
1685,Na(BH4),P4̄3m,215,Triv.,no,,,,NM,,,1,182734,
1686,Cs4(CO4),P4̄3m,215,Triv.,no,,,,NM,,,1,245445,
1687,Cd(CN)2,P4̄3m,215,Triv.,no,,,,NM,,,2,20748 66938,
1688,Zn(CN)2,P4̄3m,215,Triv.,no,,,,NM,,,2,22392 670038,
1689,Be4O(TeO6),F4̄3m,216,Triv.,no,,,"k∗,p∗,b",NM,,HQ,1,1322,
1690,CsLi(MoO4),F4̄3m,216,Triv.,yes,Fig. 48,48,NM,,HQ,,1,20805,
1691,IrIn7GeO8,F4̄3m,216,Triv.,no,,,"k∗,b",NM,,,1,417829,
1692,Ni5Zr,F4̄3m,216,SM,yes,Fig. 48,48,k∗,FM,,,5,54985 150648 150939 189201 647156,
1693,Ni4ZnZr,F4̄3m,216,SM,yes,Fig. 48,48,"k∗,p∗",NM,,,1,105477,
1694,MgYNi4,F4̄3m,216,SM,yes,Fig. 49,49,"k∗,p∗",NM,,,4,107033 107424 183095 191556,
1695,CaMgNi4,F4̄3m,216,TI,yes,Fig. 48,48,"k∗,p∗",FM,,,1,107419,
1696,LaMgNi4,F4̄3m,216,SM,yes,Fig. 49,49,"k∗,p∗",FM,,,13,107420 162119 184164 242011 242012 242013 242014 242015 242021 242022 242023 242024 242025,
1697,ScNi4Cd,F4̄3m,216,SM,yes,Fig. 49,49,"k∗,p∗",NM,,,1,185106,
1698,YNi4Cd,F4̄3m,216,SM,yes,Fig. 49,49,"k∗,p∗",,,HQ,1,423939,
1699,ZrNi5,F4̄3m,216,TI,yes,Fig. 48,48,k∗,FM,,,1,601018,
1700,ScAuNi4,F4̄3m,216,TI,yes,Fig. 48,48,"k∗,p∗",NM,,,1,612227,
1701,YAuNi4,F4̄3m,216,TI,yes,Fig. 48,48,"k∗,p∗",,,,1,612233,
1702,Be5Fe,F4̄3m,216,SM,no,,,k∗,FM,,,1,616267,
1703,YNi4Mn,F4̄3m,216,SM,no,,,"k∗,p∗",FM,,,1,643173,
1704,HfNi5,F4̄3m,216,SM,yes,Fig. 48,48,k∗,,,,1,672665,
1705,CsMn(Cr(CN)6),F4̄3m,216,SM,no,,,,FM,,,1,56602,
1706,Li2IrGa,F4̄3m,216,TI,no,,,,NM,,,1,107085,
1707,Li2IrIn,F4̄3m,216,TI,no,,,,NM,,,1,107089,
1708,Mn2CoIn,F4̄3m,216,Triv.,no,,,,FM,,,1,160705,
1709,Mn2CoSi,F4̄3m,216,SM,no,,,,FM,,,1,160706,
1710,Mn2CoGe,F4̄3m,216,SM,no,,,,FM,,,1,160707,
1711,Mn2CoSn,F4̄3m,216,SM,no,,,,FM,,,2,160708 183043,
1712,Mn2CoSb,F4̄3m,216,Triv.,no,,,,FM,,,1,160709,
1713,RuMn2Sn,F4̄3m,216,TI,no,,,,FM,,,1,182829,
1714,RuMn2Si,F4̄3m,216,SM,no,,,,FM,,,1,182830,
1715,Ti2CoIn,F4̄3m,216,SM,no,,,,FM,,,1,185664,
1716,Ti2ZnAl,F4̄3m,216,SM,no,,,,FM,,,1,185882,
1717,CoFeMnGa,F4̄3m,216,SM,no,,,,FM,,,1,186830,
1718,CoFeMnGe,F4̄3m,216,Triv.,no,,,,FM,,,1,186831,
1719,Mn2CoAs,F4̄3m,216,SM,yes,Fig. 49,49,,FM,,,1,191648,
1720,CoFeTiAl,F4̄3m,216,Triv.,yes,Fig. 50,50,,NM,,,2,191657 673236,
1721,CoFeTiGa,F4̄3m,216,SM,yes,Fig. 49,49,,NM,,,1,191658,
1722,CoFeTiSi,F4̄3m,216,SM,yes,Fig. 49,49,,FM,,,1,191659,
1723,CoFeTiGe,F4̄3m,216,SM,yes,Fig. 50,50,,FM,,,1,191660,
1724,CoFeTiAs,F4̄3m,216,SM,yes,Fig. 50,50,,FM,,,1,191661,
1725,CoFeTiSb,F4̄3m,216,SM,yes,Fig. 50,50,,FM,,,1,191662,
1726,CoFeVGa,F4̄3m,216,SM,yes,Fig. 50,50,,FM,,,1,191664,
1727,CoFeVAs,F4̄3m,216,SM,no,,,,FM,,,1,191667,
1728,CoFeVSb,F4̄3m,216,SM,no,,,,FM,,,1,191668,
1729,CoRhMnAl,F4̄3m,216,TI,no,,,,,,,1,670591,
1730,CoRhMnGa,F4̄3m,216,TI,no,,,,,,,1,670592,
1731,CoRhMnGe,F4̄3m,216,SM,no,,,,,,,1,670593,
1732,CoRhMnSi,F4̄3m,216,SM,no,,,,,,,1,670594,
1733,CoFeSiZr,F4̄3m,216,SM,no,,,,,,,1,670706,
1734,CoFeGeZr,F4̄3m,216,SM,no,,,,,,,1,670707,
1735,CrVScSi,F4̄3m,216,Triv.,no,,,,,,,1,670792,
1736,Zr2CoAl,F4̄3m,216,SM,no,,,,,,,1,671654,
1737,Fe2MnGe,F4̄3m,216,SM,yes,Fig. 50,50,,,,,1,671982,
1738,Fe2MnAl,F4̄3m,216,TI,yes,Fig. 49,49,,,,,1,672261,
1739,CoRuFeSi,F4̄3m,216,SM,no,,,,,,,3,672893 672894 672895,
1740,CoRuFeGe,F4̄3m,216,SM,no,,,,,,,3,672896 672897 672898,
1741,CoRuFeSn,F4̄3m,216,SM,no,,,,,,,3,672899 672900 672901,
1742,Co2MnSi,F4̄3m,216,SM,no,,,,,,,3,672941 672942 675078,
1743,VCoHfGa,F4̄3m,216,SM,no,,,,,,,1,674822,
1744,Co2MnAl,F4̄3m,216,Triv.,no,,,,,,,1,675066,
1745,Co2MnGa,F4̄3m,216,Triv.,no,,,,,,,1,675070,
1746,Co2MnGe,F4̄3m,216,SM,no,,,,,,,1,675074,
1747,CoMnCrSb,F4̄3m,216,SM,no,,,,,,,9,675083 675084 675085 675086 675087 675088 33994 41935 49566,33994(b) 41935(b) 49566(b)
1748,GaMo4S8,F4̄3m,216,SM,no,,,,FM,,HQ,2,158198 634707,158198(b)
1749,GeV4Se8,F4̄3m,216,Triv.,no,,,,FM,,HQ,2,50503 195256,50503(b)
1750,GaV4S8,F4̄3m,216,SM,no,,,b,FM,,HQ,3,89980 158194 603133,
1751,Al(V4S8),F4̄3m,216,SM,no,,,b,FM,,HQ,1,195251,
1752,PdMnTe,F4̄3m,216,SM,no,,,,FM,,HQ,2,40908 44996,
1753,CuMnSb,F4̄3m,216,SM,no,,,,FM,,,6,42978 53311 76251 628385 628386 628393,
1754,LiZnP,F4̄3m,216,Triv.,no,,,,NM,,,3,44824 642242 670561,
1755,AuMnSb,F4̄3m,216,SM,no,,,,FM,,,4,52673 612166 612167 612171,
1756,CdLiP,F4̄3m,216,Triv.,no,,,,NM,,,2,52813 670566,
1757,CoMnSb,F4̄3m,216,SM,yes,Fig. 50,50,,FM,,,3,53001 624126 624133,
1758,CoVSb,F4̄3m,216,SM,no,,,,FM,,,3,53071 107117 624925,
1759,NiMnSb,F4̄3m,216,SM,yes,Fig. 50,50,,FM,,,11,54255 76078 182485 643105 643108 643111 643121 54343 76199 76201 643415,
1760,RhMnSb,F4̄3m,216,SM,yes,Fig. 51,51,,FM,,,0,,
1761,AuMnSn,F4̄3m,216,SM,no,,,,FM,,HQ,2,54465 240860,
1762,CoNbSn,F4̄3m,216,Triv.,yes,Fig. 51,51,,FM,,,2,102552 102553,
1763,IrMnSn,F4̄3m,216,SM,no,,,,FM,,,1,104498,
1764,MnPtSn,F4̄3m,216,SM,yes,Fig. 51,51,,FM,,,4,104955 104956 643383 643387,
1765,CoHfSb,F4̄3m,216,Triv.,no,,,,NM,,,1,108294,
1766,GaMnPt,F4̄3m,216,SM,no,,,,FM,,,1,108482,
1767,NiCrSb,F4̄3m,216,SM,no,,,,FM,,,1,182484,
1768,RbCsN,F4̄3m,216,SM,no,,,,FM,,,1,191639,
1769,RbCsP,F4̄3m,216,SM,no,,,,FM,,,1,191640,
1770,RbCsAs,F4̄3m,216,SM,no,,,,FM,,,1,191641,
1771,FeVTe,F4̄3m,216,SM,no,,,,FM,,,1,191683,
1772,CoCrTe,F4̄3m,216,SM,no,,,,FM,,,1,191684,
1773,LiMnAs,F4̄3m,216,SM,no,,,,FM,,HQ,1,192816,
1774,LiCdAs,F4̄3m,216,SM,no,,,,NM,,,3,609965 609966 670567,
1775,MnNiSb,F4̄3m,216,Triv.,no,,,,FM,,,2,643109 643120,
1776,MnPtSb,F4̄3m,216,Triv.,no,,,,FM,,,1,643377,
1777,PtMnBi,F4̄3m,216,SM,no,,,,,,,3,671364 671368 671372,
1778,PtFeBi,F4̄3m,216,SM,no,,,,,,,3,671365 671369 671373,
1779,PtCoBi,F4̄3m,216,Triv.,no,,,,,,,2,671366 671374,
1780,PtCoBi,F4̄3m,216,TI,no,,,,,,,1,671370,
1781,MnTiTe,F4̄3m,216,SM,no,,,,,,,1,671981,
1782,LiCaC,F4̄3m,216,SM,yes,Fig. 51,51,,,,,1,672030,
1783,NaCaC,F4̄3m,216,SM,no,,,,,,,1,672032,
1784,PtCoSb,F4̄3m,216,Triv.,no,,,,,,,1,672160,
1785,PtCrSb,F4̄3m,216,SM,no,,,,,,,1,672161,
1786,PtMnSb,F4̄3m,216,TI,no,,,,,,,1,672162,
1787,CrTiGe,F4̄3m,216,Triv.,no,,,,,,,1,675079,
1788,CrTiSi,F4̄3m,216,Triv.,no,,,,,,,1,675081,
1789,Mn2Te,F4̄3m,216,SM,no,,,,,,,1,675105,
1790,Li6PO5Cl,F4̄3m,216,Triv.,no,,,"k∗,b",NM,,HQ,1,421479,
1791,Li6PO5Br,F4̄3m,216,Triv.,no,,,"k∗,b",NM,,HQ,2,421480 421481,
1792,MnSe,F4̄3m,216,SM,no,,,,FM,,,9,24252 41526 670505 671667 41258 184376 236789 236790 670506,
1793,FeN,F4̄3m,216,SM,no,,,,NM,,,0,,
1794,MnS,F4̄3m,216,SM,no,,,,FM,,,2,76205 670482,
1795,CoN,F4̄3m,216,SM,no,,,,NM,,,10,79936 161754 184378 236791 236792 670475 161077 183180 190624 670502,
1796,YN,F4̄3m,216,Triv.,no,,,,NM,,,0,,
1797,CaSe,F4̄3m,216,Triv.,no,,,,NM,,,2,167834 670485,
1798,ScC,F4̄3m,216,SM,no,,,,FM,,,3,169407 189086 670497,
1799,CrTe,F4̄3m,216,TI,no,,,,FM,,,4,169766 181056 670501 671345,
1800,MnTe,F4̄3m,216,SM,no,,,,FM,,,1,181324,
1801,YC,F4̄3m,216,SM,no,,,,NM,,,1,183160,
1802,ZrC,F4̄3m,216,Triv.,no,,,,NM,,,1,183162,
1803,MnAs,F4̄3m,216,Triv.,no,,,,FM,,,2,184925 191787,
1804,MnSn,F4̄3m,216,SM,yes,Fig. 51,51,,FM,,,1,191171,
1805,MnSb,F4̄3m,216,Triv.,no,,,,FM,,,2,191175 191786,
1806,RbSb,F4̄3m,216,SM,no,,,,FM,,,1,191491,
1807,RbTe,F4̄3m,216,SM,no,,,,FM,,,1,191493,
1808,MnP,F4̄3m,216,Triv.,no,,,,FM,,,1,191788,
1809,ScN,F4̄3m,216,Triv.,no,,,,NM,,,2,236779 236780,
1810,CaO,F4̄3m,216,Triv.,no,,,,,,,1,670280,
1811,SrO,F4̄3m,216,Triv.,no,,,,,,,1,670287,
1812,CrSe,F4̄3m,216,TI,no,,,,,,,1,671343,
1813,CaN,F4̄3m,216,SM,no,,,,,,,2,672205 672206,
1814,TiBi,F4̄3m,216,SM,no,,,,,,,1,674898,
1815,KSe,F4̄3m,216,SM,no,,,,,,,1,675036,
1816,KTe,F4̄3m,216,SM,no,,,,,,,1,675040,
1817,GaMo4CS8,F4̄3m,216,SM,yes,Fig. 51,51,"b,s",NM,,,1,76848,
1818,MgV2O4,F4̄3m,216,SM,yes,Fig. 51,51,"k∗,p∗,b",,,,1,674693,
1819,Cu2Al4O7,F4̄3m,216,SM,yes,Fig. 51,51,"k∗,p∗,b",FM,,,1,100355,
1820,SiO2,I4̄3m,217,Triv.,yes,Fig. 52,52,"b,s",NM,,HQ,1,183701,
1821,Ni3Sb4O6F6,I4̄3m,217,TI,no,,,"k,b",FM,,HQ,2,427047 427048,
1822,Ca3Ir4Ge4,I4̄3m,217,SM,no,,,k,NM,SC,HQ,2,195500 429727,
1823,Sr3Ir4Sn4,I4̄3m,217,SM,no,,,k,NM,,HQ,1,410992,
1824,Sr3Ir4Ge4,I4̄3m,217,SM,no,,,k,,,HQ,1,429725,
1825,Na3BiO3,I4̄3m,217,Triv.,no,,,b,NM,,,1,23347,
1826,Zn4O(BO2)6,I4̄3m,217,Triv.,no,,,b,NM,,,6,15800 16826 27357 34085 100290 261810,15800(s) 34085(s) 100290(s) 261810(s)
1827,Mg4P6(SN12),I4̄3m,217,Triv.,no,,,b,NM,,HQ,2,65838 642665,65838(s)
1828,Cd4P6N12S,I4̄3m,217,Triv.,no,,,"b,s",NM,,HQ,1,71019,
1829,Zn8(P12N24)O2,I4̄3m,217,Triv.,no,,,b,NM,,,1,417324,
1830,Na8(Al6Si6O24)Cl2,P4̄3n,218,Triv.,no,,,"b,s",NM,,,32,15336 29443 30263 40129 41188 41189 41190 68426 71432 83323 83324 83325 83326 98807 98808 98809 98810 98811 98812 98813 98814 98815 98816 98817 98818 98819 98820 162491 166827 402574 417689 673830,
1831,Na8(Al6Si6O24),P4̄3n,218,SM,no,,,"b,s",NM,,,1,56710,
1832,Na4Cl(Al3Si3O12),P4̄3n,218,Triv.,no,,,"b,s",NM,,,2,65004 74537,
1833,Cd8(BeSiO4)6S2,P4̄3n,218,Triv.,no,,,"b,s",NM,,,1,81485,
1834,K8(AlSiO4)6,P4̄3n,218,SM,no,,,"b,s",NM,,,1,237001,
1835,Si3N4,I4̄3d,220,Triv.,no,,,b,NM,,,1,97567,
1836,Ge3N4,I4̄3d,220,Triv.,no,,,b,NM,,,1,97569,
1837,PbPd3,Pm3̄m,221,SM,yes,Fig. 52,52,k,NM,SC,,2,42600 648357,
1838,Ni3Ge,Pm3̄m,221,TI,yes,Fig. 52,52,k,NM,,,0,,
1839,AlNi3,Pm3̄m,221,SM,yes,Fig. 52,52,k,FM,,,28,53745 104162 600112 637356 637358 637362 637364 58038 58039 105529 151385 185893 187989 196567 196568 604410 608781 608782 608790 608797 608799 608811 608814 671563 671564 672104 672243 673108,
1840,InNi3,Pm3̄m,221,SM,yes,Fig. 52,52,k,FM,,,2,59438 59439,
1841,Ni3Si,Pm3̄m,221,TI,yes,Fig. 52,52,k,NM,,,0,,
1842,Co3Ti,Pm3̄m,221,SM,no,,,k,FM,,,0,,
1843,Co3Ta,Pm3̄m,221,SM,no,,,k,FM,,,36,76413 77960 105343 105344 163353 600224 646572 646573 646579 646584 97992 97993 102708 187964 187984 625462 625468 625481 625484 102689 187967 187985 671179 103582 103583 181720 633132 633134 633135 633140 633141 675019 103856 103857 634857 634864,
1844,FePd3,Pm3̄m,221,SM,no,,,k,FM,,,0,,
1845,GaNi3,Pm3̄m,221,SM,yes,Fig. 53,53,k,FM,,,0,,
1846,MnNi3,Pm3̄m,221,SM,no,,,k,FM,,,1,104920,
1847,MnZn3,Pm3̄m,221,SM,yes,Fig. 53,53,k,FM,,,1,105020,
1848,Ni3Sn,Pm3̄m,221,TI,yes,Fig. 52,52,k,NM,,,2,105353 671094,
1849,Pd3Sc,Pm3̄m,221,SM,no,,,k,NM,,,10,105673 105674 648807 659956 105689 105690 648912 648916 648921 672133,
1850,Pd3Sn,Pm3̄m,221,SM,yes,Fig. 53,53,k,NM,,,0,,
1851,Pd3Ti,Pm3̄m,221,SM,no,,,k,NM,,,3,105724 167655 185637,
1852,GeNb3,Pm3̄m,221,SM,no,,,k,NM,,,2,108521 672135,
1853,Nb3Si,Pm3̄m,221,SM,no,,,k,NM,SC,,2,108629 645435,
1854,MgPd3,Pm3̄m,221,SM,no,,,k,NM,,,1,153055,
1855,Co3W,Pm3̄m,221,SM,yes,Fig. 53,53,k,FM,,,3,187963 187987 671175,
1856,Co3V,Pm3̄m,221,TI,no,,,k,NM,,,2,187965 187988,
1857,Co3Nb,Pm3̄m,221,TI,no,,,k,NM,,,2,187966 671177,
1858,Co3Mo,Pm3̄m,221,SM,yes,Fig. 53,53,k,FM,,,2,187969 671173,
1859,MgNi3,Pm3̄m,221,SM,yes,Fig. 52,52,k,FM,SC∗,,1,193569,
1860,InPd3,Pm3̄m,221,SM,yes,Fig. 53,53,k,NM,,,2,247193 247197,
1861,Cu3Ni,Pm3̄m,221,SM,yes,Fig. 53,53,k,,,,1,670622,
1862,CuNi3,Pm3̄m,221,SM,yes,Fig. 53,53,k,,,,1,670623,
1863,Ni3Pd,Pm3̄m,221,SM,no,,,k,,,,1,670625,
1864,CuPd3,Pm3̄m,221,SM,yes,Fig. 54,54,k,,,,2,670626 675018,
1865,Ni3Zr1,Pm3̄m,221,SM,no,,,k,,,,1,671414,
1866,KCl,Pm3̄m,221,Triv.,no,,,,NM,,,41,31232 60402 61557 290513 290514 290515 290516 290517 290518 290519 290520 290521 290522 290523 290524 290525 290526 290527 290528 290529 290530 290531 290532 290533 290534 290535 290536 290537 290538 290539 290540 290541 290542 290543 290544 290545 290546 290547 290548 671476 674957,
1867,RhSi,Pm3̄m,221,SM,no,,,,NM,,,2,44385 182507,
1868,RbI,Pm3̄m,221,Triv.,no,,,,NM,,,4,44619 61523 61559 674967,
1869,FeAl,Pm3̄m,221,SM,no,,,,FM,,,0,,
1870,CoFe,Pm3̄m,221,SM,no,,,,FM,,,21,165165 169548 169549 607481 607487 658488 671099 56273 155839 187982 622884 57596 187973 606532 606533 606535 657493 58693 150619 616204 616206,
1871,AlCo,Pm3̄m,221,TI,no,,,,NM,,,0,,
1872,BeCo,Pm3̄m,221,SM,no,,,,FM,,,0,,
1873,BeNi,Pm3̄m,221,TI,no,,,,FM,,,3,58726 616363 616367,
1874,CaCd,Pm3̄m,221,SM,no,,,,NM,,,2,58874 619188,
1875,InRh,Pm3̄m,221,SM,no,,,,NM,SC,,2,59515 59516,
1876,RbBr,Pm3̄m,221,Triv.,no,,,,NM,,,3,61522 61560 674964,
1877,KBr,Pm3̄m,221,Triv.,no,,,,NM,,,31,61556 290554 290555 290556 290557 290558 290559 290560 290561 290562 290563 290564 290565 290566 290567 290568 290569 290570 290571 290572 290573 290574 290575 290576 290577 290578 290579 290580 290581 290582 674956,
1878,PbS,Pm3̄m,221,TI,no,,,,NM,,,1,77865,
1879,TiFe,Pm3̄m,221,TI,no,,,,NM,,,0,,
1880,FeTi,Pm3̄m,221,TI,no,,,,NM,SC,HQ,13,96139 150938 189111 189112 100533 103660 103661 190972 633925 633930 633937 633946 633950,
1881,CdSc,Pm3̄m,221,SM,no,,,,NM,,,3,102061 620407 670253,
1882,CoGa,Pm3̄m,221,SM,no,,,,FM,,,7,102423 603022 623049 623050 623053 623057 657494,
1883,CoSc,Pm3̄m,221,TI,no,,,,FM,SC,,2,102642 624932,
1884,CoTi,Pm3̄m,221,SM,no,,,,FM,SC,,0,,
1885,CoZr,Pm3̄m,221,SM,no,,,,FM,SC,,32,102705 108322 150937 187975 189225 625473 625477 625488 670727 102737 102738 189944 625667 625675 625704 670613 670728 103142 163697 185944 629426 629433 629435 672101 103681 103682 634034 670598 670599 670600 670601 670602,
1886,CuY,Pm3̄m,221,SM,no,,,,NM,SC,,0,,
1887,FeV,Pm3̄m,221,SM,no,,,,FM,,,0,,
1888,GaRh,Pm3̄m,221,SM,no,,,,NM,,,2,103948 657338,
1889,GaRu,Pm3̄m,221,SM,no,,,,NM,,,1,103950,
1890,HgLa,Pm3̄m,221,SM,no,,,,NM,,,3,104305 639065 670252,
1891,IrSc,Pm3̄m,221,TI,no,,,,NM,SC,,4,104557 640974 657998 670271,
1892,LiPd,Pm3̄m,221,SM,no,,,,NM,,,3,104769 642255 642257,
1893,MgPd,Pm3̄m,221,TI,no,,,,NM,,,4,104847 104848 163195 642749,
1894,MgRh,Pm3̄m,221,SM,yes,Fig. 54,54,,NM,,,2,104859 656818,
1895,MnRh,Pm3̄m,221,TI,no,,,,FM,,,2,104960 643391,
1896,MnZn,Pm3̄m,221,SM,no,,,,FM,,,1,105017,
1897,NiZn,Pm3̄m,221,SM,no,,,,NM,,,2,105470 647135,
1898,RhY,Pm3̄m,221,TI,no,,,,NM,SC,,11,105972 105973 650527 650530 650535 650536 650541 106004 106005 650737 650738,
1899,RuTi,Pm3̄m,221,TI,no,,,,NM,SC,,0,,
1900,RuZr,Pm3̄m,221,TI,no,,,,NM,SC,,2,106022 650789,
1901,TlY,Pm3̄m,221,SM,no,,,,NM,,,1,106195,
1902,YZn,Pm3̄m,221,SM,no,,,,NM,SC,,7,106225 106226 653454 653455 653460 653464 653468,
1903,RhZn,Pm3̄m,221,SM,no,,,,NM,,HQ,1,107574,
1904,MgSc,Pm3̄m,221,SM,no,,,,NM,,,2,108583 161737,
1905,AuMn,Pm3̄m,221,SM,no,,,,FM,,,1,109348,
1906,TiRu,Pm3̄m,221,TI,no,,,,NM,,,1,150936,
1907,CoSi,Pm3̄m,221,SM,no,,,,FM,,,3,155928 670610 672131,
1908,ZnO,Pm3̄m,221,Triv.,no,,,,NM,,,3,163382 182360 670357,
1909,PdN,Pm3̄m,221,SM,no,,,,NM,,,2,169396 191243,
1910,ZrRu,Pm3̄m,221,TI,no,,,,NM,,,2,181289 672519,
1911,PbS,Pm3̄m,221,Triv.,no,,,,NM,,,1,183242,
1912,MgNi,Pm3̄m,221,TI,no,,,,NM,,,1,187256,
1913,CoMn,Pm3̄m,221,TI,no,,,,FM,,,1,187981,
1914,CoNi,Pm3̄m,221,SM,no,,,,FM,,,1,187983,
1915,MnSn,Pm3̄m,221,SM,yes,Fig. 54,54,,FM,,,1,191170,
1916,FeN,Pm3̄m,221,SM,no,,,,FM,,,2,236829 236830,
1917,CoN,Pm3̄m,221,SM,no,,,,FM,,,2,236831 236832,
1918,CuN,Pm3̄m,221,SM,no,,,,NM,,,2,236835 236836,
1919,ZnN,Pm3̄m,221,SM,no,,,,NM,,,3,236837 236838 670709,
1920,RuTa,Pm3̄m,221,SM,no,,,,FM,,,1,650690,
1921,CoAl,Pm3̄m,221,TI,no,,,,,,,2,670160 671171,
1922,PdCu,Pm3̄m,221,SM,no,,,,,,,2,670618 670621,
1923,KSe,Pm3̄m,221,SM,no,,,,,,,1,675033,
1924,Rb(HgF3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,1,15169,
1925,K(CoF3),Pm3̄m,221,SM,no,,,"k,b,s,l",FM,,HQ,0,,
1926,KMnF3,Pm3̄m,221,SM,yes,Fig. 54,54,"k,b,s,l",FM,,,0,,
1927,KFeF3,Pm3̄m,221,Triv.,yes,Fig. 57,57,"k,b,s,l",FM,,,55,15246 15425 44785 189368 15423 37254 43721 44783 75409 75410 75411 189367 201254 201255 15424 37262 44784 107514 23076 27045 56092 56717 65088 65089 65090 76186 80871 80872 80873 80874 91899 94573 184455 184921 186725 186895 187296 187480 187619 191828 192314 201256 248379 262269 290370 290617 671735 672571 673179 673390 673418 673419 673892 674457 675010,
1928,Sr(TiO3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,SC,HQ,0,,
1929,Tl(MnCl3),Pm3̄m,221,SM,no,,,"k,b,s,l",FM,,,1,23167,
1930,GaMn3C,Pm3̄m,221,SM,no,,,"k,b,s,l",AFM,,,5,23586 76845 617912 617913 617914,
1931,Cs(HgBr3),Pm3̄m,221,SM,yes,Fig. 54,54,"k,b,s,l",NM,,,1,24479,
1932,Cs(HgCl3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,1,24482,
1933,Sr(ZrO3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,9,27046 29153 89365 89366 187481 188448 191829 290618 671952,
1934,Sr(SnO3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,3,27047 181089 674084,
1935,Ba(ZrO3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,29,27048 43136 90049 97459 97460 97461 97462 290002 671502 672709 672997 673866 674065 674771 27049 43138 180138 181091 184338 185615 186899 188149 190601 239582 424820 670659 672199 674074 674772,
1936,Ba(SnO3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,0,,
1937,Ca(SnO3),Pm3̄m,221,SM,no,,,"k,b,s,l",FM,,,1,27777,
1938,BaTiO3,Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,36,27970 27971 27972 27973 27975 27976 27977 28848 28849 28850 28851 28852 28853 28854 29147 43125 56093 67518 95437 99736 154344 166225 185374 186437 187291 190924 252562 290019 670888 670895 670904 671088 671604 672744 673178 674385,
1939,KVF3,Pm3̄m,221,SM,yes,Fig. 54,54,"k,b,s,l",FM,,,1,28145,
1940,RbVF3,Pm3̄m,221,SM,yes,Fig. 54,54,"k,b,s,l",FM,,,1,28146,
1941,Na(NbO3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,0,,
1942,Na(TaO3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,24,28588 28589 28590 31867 192407 192408 236890 252485 28617 28618 28619 88378 239693 28930 29120 41061 673194 28949 40476 40477 56096 94089 192409 674545,
1943,La(CrO3),Pm3̄m,221,SM,yes,Fig. 54,54,"k,b,s,l",FM,,,0,,
1944,KMgF3,Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,0,,
1945,AgZnF3,Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,2,28950 673278,
1946,Ca(ZrO3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,2,29003 56094,
1947,BaFeO3,Pm3̄m,221,SM,no,,,"k,b,s,l",FM,,,4,29096 262131 262132 672484,
1948,La(FeO3),Pm3̄m,221,SM,no,,,"k,b,s,l",FM,,,3,29118 673197 674500,
1949,La(MnO3),Pm3̄m,221,Triv.,yes,Fig. 57,57,"k,b,s,l",FM,,,0,,
1950,Sr(HfO3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,20,29119 188401 673199 674501 674623 674779 29154 89386 161593 164620 184791 673486 31865 77060 153174 162924 162925 162926 165076 187293,
1951,Ca(TiO3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,SC,,0,,
1952,Sr(ZrO3),Pm3̄m,221,SM,no,,,"k,b,s,l",NM,,,1,33666,
1953,K3OBr,Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,HQ,1,33920,
1954,K3OI,Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,HQ,1,36512,
1955,K(TaO3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,SC∗,HQ,7,39673 39905 56439 56440 184922 280424 674515,
1956,Rb(MnF3),Pm3̄m,221,SM,yes,Fig. 55,55,"k,b,s,l",FM,,,1,43722,
1957,AlCo3C,Pm3̄m,221,SM,no,,,"k,b,s,l",NM,,,1,43847,
1958,AlFe3C,Pm3̄m,221,SM,no,,,"k,b,s,l",FM,,,3,43853 656541 672402,
1959,Mn3GeC,Pm3̄m,221,SM,no,,,"k,b,s,l",FM,,,1,44351,
