num,formula,space_group_symbol,space_group_number,topology_at_Ef,is_top_candidate,best_figure,best_figure_number,sublattices,magnetic,superconductor,high_quality,n_icsd,icsd_ids,icsd_extra_sublattice_labels,material_id,verification,icsd_ids_verified,n_icsd_verified,site_formula,site_space_group_number
170,Ca2(SiO4),P21/c,14,Triv.,no,,,,NM,,HQ,6,245075 245076 245077 245078 245079 245080,245075(b) 245076(b) 245077(b) 245078(b) 245079(b) 245080(b),963,matched,963 16616 24640 79550 79551 79552 79553 79554 79555 81096 196150 245074 245075 245076 245077 245078 245079 245080 280995 421708,20,Ca2 O4 Si1,14
171,Cu(HSeO3)2,P21/c,14,SM,no,,,,FM,,HQ,4,421708 280995 51676 29538,421708(b) 280995(b) 51676(b),29538,matched,29538 51676,2,H2 Cu1 O6 Se2,14
172,Cu(OH)Cl,P21/c,14,TI,no,,,,FM,,HQ,1,38384,,38384,matched,38384,1,H1 Cl1 Cu1 O1,14
173,Cu(OH)Cl,P21/c,14,TI,no,,,,FM,,HQ,1,91088,,91088,matched,91088,1,H1 Cl1 Cu1 O1,14
174,Cs2(As2F8O2),P21/c,14,Triv.,no,,,,NM,,HQ,1,6070,,6070,matched,6070,1,As2 Cs2 F8 O2,14
175,K2(W2O7),P21/c,14,Triv.,no,,,"b,s",NM,,HQ,1,67284,,67284,matched,67284,1,K2 O7 W2,14
176,KCuCl3,P21/c,14,Triv.,no,,,,FM,,HQ,3,15590 109325 252663,,15590,matched,15590 109325 252663,3,Cl3 Cu1 K1,14
177,Cu(AlAsO5),P21/c,14,Triv.,no,,,b,NM,,,1,91551,,91551,matched,91551,1,Al1 As1 Cu1 O5,14
178,VO2,P21/c,14,Triv.,no,,,b,FM,,,6,15889 34033 74705 602360 647604 647610,,15889,matched,15889 34033 74705 602360 647604 647610,6,O2 V1,14
179,Na2(Ni(H2O)2)(V2O4F6),P21/c,14,Triv.,no,,,,FM,,,1,424345,,424345,matched,424345,1,H4 F6 Na2 Ni1 O6 V2,14
180,Na2(PdF4),P21/c,14,Triv.,no,,,b,NM,,HQ,2,33889 71101,,33889,matched,33889 71101,2,F4 Na2 Pd1,14
181,CuSb2O6,P21/c,14,SM,no,,,b,FM,,,4,30410 71762 80576 628623,628623(s),30410,matched,30410 71762 80576 628623,4,Cu1 O6 Sb2,14
182,Y(NiO3),P21/c,14,Triv.,no,,,b,FM,,HQ,4,88043 89417 92047 191790,,88043,matched,88043 89417 92047 191790,4,Ni1 O3 Y1,14
183,K2(Pt(CN)4I2),P21/c,14,Triv.,no,,,,NM,,HQ,1,413706,,413706,matched,413706,1,C4 I2 K2 N4 Pt1,14
184,Rb2(Pt(CN)4I2),P21/c,14,Triv.,no,,,,NM,,HQ,1,421673,,421673,matched,421673,1,C4 I2 N4 Pt1 Rb2,14
185,XeF4,P21/c,14,Triv.,no,,,,NM,,HQ,2,26626 27467,,26626,matched,26626 27467,2,F4 Xe1,14
186,VF4,P21/c,14,SM,no,,,"b,s",FM,,,1,65785,,65785,matched,65785,1,F4 V1,14
187,Ag(AuF4)2,P21/c,14,SM,no,,,"b,s",FM,,HQ,1,85416,,85416,matched,85416,1,Ag1 Au2 F8,14
188,Na4Sn3F10,C2/c,15,Triv.,no,,,b,NM,,,1,9891,,9891,matched,9891,1,F10 Na4 Sn3,15
189,V2O4(H2O)2,C2/c,15,SM,no,,,,FM,,,1,16727,,16727,matched,16727,1,H4 O6 V2,15
190,V(S2)2,C2/c,15,Triv.,no,,,,NM,,,3,16797 64770 428285,,16797,matched,16797 64770 428285,3,S4 V1,15
191,Na2(Nb4O11),C2/c,15,Triv.,no,,,b,,,,1,18305,,18305,matched,18305,1,Na2 Nb4 O11,15
192,Li2Cu(P2O7),C2/c,15,SM,no,,,b,FM,,HQ,2,72485 160321,,72485,matched,72485 160321,2,Cu1 Li2 O7 P2,15
193,((CH3)2NH2)(Cu(HCOO)3),C2/c,15,SM,no,,,,FM,,,2,110500 151227,,110500,matched,110500 151227,2,C5 H11 Cu1 N1 O6,15
194,PbPd2O4,C2/c,15,Triv.,yes,Fig. 28,28,b,NM,,HQ,1,263050,,263050,matched,263050,1,O4 Pb1 Pd2,15
195,K(Cl3(MoOCl2)2),C2/c,15,Triv.,no,,,b,FM,,HQ,1,410954,,410954,matched,410954,1,Cl7 K1 Mo2 O2,15
196,Ag4CuTeO6,C2/c,15,SM,no,,,b,FM,,HQ,1,416931,,416931,matched,416931,1,Ag4 Cu1 O6 Te1,15
197,(NH4)2(MoO2S2),C2/c,15,Triv.,no,,,,NM,,HQ,2,41688 423990,,41688,matched,41688 423990,2,H8 Mo1 N2 O2 S2,15
198,BaCu(SeO3)2,C2/c,15,SM,no,,,"b,s",FM,,HQ,1,202388,,202388,matched,202388,1,Ba1 Cu1 O6 Se2,15
199,SrCu(SeO3)2,C2/c,15,SM,no,,,"b,s",FM,,HQ,1,202389,,202389,matched,202389,1,Cu1 O6 Se2 Sr1,15
200,Cs2MoO2S2,C2/c,15,Triv.,no,,,,NM,,HQ,2,423982 423983,,423982,matched,423982 423983,2,Cs2 Mo1 O2 S2,15
201,Rb2MoO2S2,C2/c,15,Triv.,no,,,,NM,,HQ,1,423992,,423992,matched,423992,1,Mo1 O2 Rb2 S2,15
202,Cs(Sb2F7),C2/c,15,Triv.,no,,,,NM,,,2,14119 24741,,14119,matched,14119 24741,2,Cs1 F7 Sb2,15
203,Cu(H2PO2)2(CO(NH2)2),C2/c,15,SM,no,,,,FM,,,3,279589 279590 279591,279589(b),279589,matched,279589 279590 279591,3,C1 H8 Cu1 N2 O5 P2,15
204,Cu2(P4O12),C2/c,15,TI,no,,,b,FM,,,1,23756,,23756,matched,23756,1,Cu2 O12 P4,15
205,(N2H5)(BF4),C2/c,15,Triv.,no,,,,NM,,,2,9895 245055,,9895,matched,9895 245055,2,H5 B1 F4 N2,15
206,Na2Cu(P2O7),C2/c,15,SM,no,,,b,FM,,HQ,2,79868 80418,,79868,matched,79868 80418,2,Cu1 Na2 O7 P2,15
207,CaNi(BP2O7(OH)3),C2/c,15,Triv.,no,,,,FM,,,1,409898,,409898,matched,409898,1,H3 B1 Ca1 Ni1 O10 P2,15
208,LaCu2O4,C2/c,15,SM,no,,,"b,s",,,HQ,1,83486,,83486,matched,83486,1,Cu2 La1 O4,15
209,YCu2O4,C2/c,15,SM,yes,Fig. 28,28,"b,s",,,HQ,1,83493,,83493,matched,83493,1,Cu2 O4 Y1,15
210,NiZn(P4O12),C2/c,15,Triv.,no,,,b,FM,,,1,37137,,37137,matched,37137,1,Ni1 O12 P4 Zn1,15
211,La(MnO3),C2/c,15,Triv.,no,,,"b,s",FM,,HQ,1,150258,,150258,matched,150258,1,La1 Mn1 O3,15
212,VOSb2O4,C2/c,15,SM,no,,,b,FM,,HQ,2,2292 27800,,2292,matched,2292 27800,2,O5 Sb2 V1,15
213,Sr3CuPtO6,C2/c,15,SM,no,,,"b,s",FM,,HQ,2,66347 72721,,66347,matched,66347 72721,2,Cu1 O6 Pt1 Sr3,15
214,(VO)(PO3)2,C2/c,15,SM,no,,,b,FM,,HQ,4,39762 160942 160943 160944,,39762,matched,39762 160942 160943 160944,4,O7 P2 V1,15
215,Sc4OsCl4,C2/c,15,Triv.,no,,,,NM,,HQ,1,421532,,421532,matched,421532,1,Cl4 Os1 Sc4,15
216,MgTeMoO6,P21212,18,Triv.,no,,,b,NM,,HQ,1,184714,,184714,matched,184714,1,Mg1 Mo1 O6 Te1,18
217,Zn(TeMoO6),P21212,18,Triv.,no,,,"b,s",NM,,HQ,2,250523 163981,,163981,matched,163981 250523,2,Mo1 O6 Te1 Zn1,18
218,As2O5,P212121,19,Triv.,no,,,"b,s",NM,,HQ,2,987 654040,,987,matched,987 654040,2,As2 O5,19
219,AsPO5,P212121,19,Triv.,no,,,b,NM,,HQ,1,36649,,36649,matched,36649,1,As1 O5 P1,19
220,SbAsO5,P212121,19,Triv.,no,,,b,NM,,HQ,1,36650,,36650,matched,36650,1,As1 O5 Sb1,19
221,NaCu(PO4),P212121,19,SM,no,,,b,FM,,HQ,1,35451,,35451,matched,35451,1,Cu1 Na1 O4 P1,19
222,BaVS3,C2221,20,SM,no,,,"b,s",FM,,HQ,1,63230,,63230,matched,63230,1,Ba1 S3 V1,20
223,GeTiONF,Pmm2,25,Triv.,no,,,,,,,1,674260,,674260,matched,674260,1,F1 Ge1 N1 O1 Ti1,25
224,KCu(CO3)F,Pmc21,26,SM,no,,,b,FM,,HQ,1,75401,,75401,matched,75401,1,C1 Cu1 F1 K1 O3,26
225,CsBi(Nb2O7),Pmc21,26,Triv.,no,,,"b,s",NM,,HQ,5,96510 162981 162982 162983 162984,,96510,matched,96510 162981 162982 162983 162984,5,Bi1 Cs1 Nb2 O7,26
226,Bi2(MoO6),Pca21,29,Triv.,no,,,,NM,,,3,47139 201685 14266,47139(b) 201685(b),14266,matched,14266 47139 201685,3,Bi2 Mo1 O6,29
227,InO(OH),Pmn21,31,Triv.,no,,,,NM,,HQ,2,15082 166253,,15082,matched,15082 166253,2,H1 In1 O2,31
228,LiV2O5,Pmn21,31,SM,no,,,b,FM,,HQ,1,88640,,88640,matched,88640,1,Li1 O5 V2,31
229,Cu(NH4)(PO4)(H2O),Pmn21,31,SM,no,,,,FM,,HQ,1,250189,,250189,matched,250189,1,H6 Cu1 N1 O5 P1,31
230,(NH4)(Co(PO4)(H2O)),Pmn21,31,SM,no,,,,AFM,,HQ,1,280044,,280044,matched,280044,1,H6 Co1 N1 O5 P1,31
231,(NH4)(NiPO4)(H2O),Pmn21,31,Triv.,no,,,,FM,,HQ,1,424553,,424553,matched,424553,1,H6 N1 Ni1 O5 P1,31
232,V2O5,Pmn21,31,Triv.,no,,,b,NM,,,5,15984 29140 41030 82151 157988,15984(s) 82151(s) 157988(s),15984,matched,15984 29140 41030 82151 157988,5,O5 V2,31
233,SrGaH5,Pna21,33,Triv.,no,,,,NM,,,1,240697,,240697,matched,240697,1,H5 Ga1 Sr1,33
234,FeP,Pna21,33,SM,no,,,,,,HQ,1,15057,,15057,matched,15057,1,Fe1 P1,33
235,Rb(AlSiO4),Pna21,33,Triv.,no,,,"b,s",NM,,,2,4335 160823,,4335,matched,4335 160823,2,Al1 O4 Rb1 Si1,33
236,Cs(AlSiO4),Pna21,33,Triv.,no,,,"b,s",NM,,HQ,5,160822 186607 186608 186609 186610,160822(k) 186607(k),160822,matched,160822 186607 186608 186609 186610,5,Al1 Cs1 O4 Si1,33
237,TlTeVO5,Pna21,33,Triv.,no,,,b,NM,,,2,173863 173864,,173863,matched,173863 173864,2,O5 Te1 Tl1 V1,33
238,FeS2,Pnn2,34,Triv.,no,,,,NM,,HQ,1,42726,,42726,matched,42726,1,Fe1 S2,34
239,FeTe2,Pnn2,34,Triv.,no,,,,,,HQ,2,42727 633870,,42727,matched,42727 633870,2,Fe1 Te2,34
240,Ba2Ge2TiO8,Cmm2,35,Triv.,no,,,"b,s",,,HQ,1,39133,,39133,matched,39133,1,Ba2 Ge2 O8 Ti1,35
241,BaZnF4,Cmc21,36,Triv.,yes,Fig. 28,28,"b,s",,,,0,,,16925,matched,16925 182604 182605 182606 182607 182609 402925 402926 672719,9,Ba1 F4 Zn1,36
242,Al5(BO3)O6,Cmc21,36,Triv.,no,,,b,NM,,HQ,21,672719 16925 182604 182605 182606 182607 182609 402925 402926 167308 20172 167307 167309 167310 167311 167312 167313 167314 167315 167316 190085,167308(s),20172,matched,20172 167307 167308 167309 167310 167311 167312 167313 167314 167315 167316 190085,12,Al5 B1 O9,36
243,BaNiF4,Cmc21,36,Triv.,no,,,"b,s",FM,,,3,23141 261190 410708,,23141,matched,23141 261190 410708,3,Ba1 F4 Ni1,36
244,BaCoF4,Cmc21,36,SM,no,,,"b,s",FM,,HQ,2,26067 261189,,26067,matched,26067 261189,2,Ba1 Co1 F4,36
245,BaVS3,Cmc21,36,SM,no,,,"b,s",FM,,HQ,4,52692 63229 154182 616099,,52692,matched,52692 63229 154182 616099,4,Ba1 S3 V1,36
246,Rb2(PbO3),Cmc21,36,Triv.,no,,,"b,s",NM,,,1,1413,,1413,matched,1413,1,O3 Pb1 Rb2,36
247,Na3(VOS3),Cmc21,36,Triv.,no,,,,NM,,HQ,2,281593 415217,281593(b),281593,matched,281593 415217,2,Na3 O1 S3 V1,36
248,Sr2(Ta2O7),Cmc21,36,Triv.,no,,,"b,s",NM,,HQ,1,16388,,16388,matched,16388,1,O7 Sr2 Ta2,36
249,Na2(W2O7),Cmc21,36,Triv.,no,,,"b,s",NM,,HQ,1,65780,,65780,matched,65780,1,Na2 O7 W2,36
250,CaGa(BO3)O,Ccc2,37,Triv.,no,,,b,NM,,HQ,1,93390,,93390,matched,93390,1,B1 Ca1 Ga1 O4,37
251,Ba(TiO3),Amm2,38,Triv.,no,,,b,NM,,HQ,12,31155 154346 161341 73637 73638 73639 73640 73641 161419 186460 237106 237109,"31155(k,s,l) 73637(k,s,l) 73638(k,s,l) 73639(k,s,l) 73640(k,s,l) 73641(k,s,l) 161419(k,s) 186460(s,l) 237106(s,l) 237109(s,l)",31155,matched,31155 73637 73638 73639 73640 73641 154346 161341 161419 186460 237106 237109,12,Ba1 O3 Ti1,38
252,Rb4(CO4),Amm2,38,Triv.,no,,,,NM,,,1,245441,,245441,matched,245441,1,C1 O4 Rb4,38
253,K(NbO3),Amm2,38,Triv.,no,,,"b,s,l∗",NM,,,3,9533 190922 14363,9533(k) 190922(k),9533,matched,9533 14363 190922,3,K1 Nb1 O3,38
254,Pb(ZrO3),Amm2,38,Triv.,no,,,"b,s,l∗",NM,,HQ,1,39607,,39607,matched,39607,1,O3 Pb1 Zr1,38
255,Ag2(TeO2(OH)4),Fdd2,43,Triv.,no,,,b,NM,,HQ,1,240968,,240968,matched,240968,1,H4 Ag2 O6 Te1,43
256,Rb2((Al2Si3)O10),Fdd2,43,Triv.,no,,,"b,s",NM,,,1,180324,,180324,matched,180324,1,Al2 O10 Rb2 Si3,43
257,IrF4,Fdd2,43,SM,no,,,"b,s",FM,,,1,23483,,23483,matched,23483,1,F4 Ir1,43
258,Bi2(CO3)O2,Imm2,44,Triv.,yes,Fig. 28,28,,NM,,HQ,2,94740 252588,,94740,matched,94740 252588,2,C1 Bi2 O5,44
259,Fe(Ti3O7),Imm2,44,Triv.,no,,,,FM,,,1,190042,,190042,matched,190042,1,Fe1 O7 Ti3,44
260,W6PCl17,Imm2,44,Triv.,no,,,,AFM,,HQ,1,422270,,422270,matched,422270,1,Cl17 P1 W6,44
261,Ba4In6O13,Iba2,45,Triv.,yes,Fig. 28,28,b,NM,,,1,72887,,72887,matched,72887,1,Ba4 In6 O13,45
262,Ag(C(CN)3),Ima2,46,Triv.,no,,,,NM,,HQ,2,43823 428560,,43823,matched,43823 428560,2,C4 Ag1 N3,46
263,Sr(TiO3),Ima2,46,Triv.,no,,,"b,s",NM,,,1,182248,,182248,matched,182248,1,O3 Sr1 Ti1,46
264,Pb(TiO3),Pmmm,47,Triv.,no,,,"b,s,l∗",,,,1,27949,,27949,matched,27949,1,O3 Pb1 Ti1,47
265,YBaCo2O5,Pmmm,47,SM,no,,,"b,s",FM,,,2,171433 247220,,171433,matched,171433 247220,2,Ba1 Co2 O5 Y1,47
266,LaBa2Cu3O7,Pmmm,47,TI,yes,Fig. 29,29,"b,s",NM,,,1,81167,,81167,matched,81167,1,Ba2 Cu3 La1 O7,47
267,YBa(Fe2O5),Pmmm,47,SM,no,,,"b,s",FM,,,3,164176 281205 281206,,164176,matched,164176 281205 281206,3,Ba1 Fe2 O5 Y1,47
268,SiO2,Pnnn,48,Triv.,no,,,"b,s",NM,,,1,170533,,170533,matched,170533,1,O2 Si1,48
269,SiO2,Pban,50,Triv.,no,,,"b,s",NM,,,1,170535,,170535,matched,170535,1,O2 Si1,50
270,La2(NiO4),Pban,50,Triv.,no,,,"b,s,l∗",FM,,HQ,1,201940,,201940,matched,201940,1,La2 Ni1 O4,50
271,Cu(H2PO2)2,Pmma,51,SM,no,,,,FM,,HQ,1,280921,,280921,matched,280921,1,H4 Cu1 O4 P2,51
272,CuCo2Ge2,Pmma,51,SM,no,,,,FM,,HQ,1,62856,,62856,matched,62856,1,Co2 Cu1 Ge2,51
273,Cu(GeO3),Pmma,51,SM,no,,,b,FM,,HQ,21,25754 50329 50331 56606 56607 56699 56701 78475 85325 85326 89400 89401 89402 89403 89404 89405 89406 89407 246664 411018 411019,,25754,matched,25754 50329 50331 56606 56607 56699 56701 78475 85325 85326 89400 89401 89402 89403 89404 89405 89406 89407 246664 411018 411019,21,Cu1 Ge1 O3,51
274,Cu(SiO3),Pmma,51,SM,no,,,b,FM,,HQ,1,89669,,89669,matched,89669,1,Cu1 O3 Si1,51
275,LaCoAl4,Pmma,51,TI,no,,,,NM,,HQ,1,9986,,9986,matched,9986,1,Al4 Co1 La1,51
276,Ga(GaCl4),Pnna,52,Triv.,no,,,b,NM,,HQ,3,14218 62664 66548,,14218,matched,14218 62664 66548,3,Cl4 Ga2,52
277,In(InBr4),Pnna,52,Triv.,no,,,b,NM,,HQ,2,60851 62240,,60851,matched,60851 62240,2,Br4 In2,52
278,CuPtO2,Pmna,53,SM,no,,,,,,,1,670125,,670125,matched,670125,1,Cu1 O2 Pt1,53
279,Na3Cu4S4,Pbam,55,SM,no,,,,NM,,HQ,1,10004,,10004,matched,10004,1,Cu4 Na3 S4,55
280,Na2(TiCl4),Pbam,55,Triv.,no,,,b,FM,,HQ,1,400264,,400264,matched,400264,1,Cl4 Na2 Ti1,55
281,Bi2Al4O9,Pbam,55,Triv.,no,,,b,NM,,,6,20069 26807 88775 200051 236561 251938,,20069,matched,20069 26807 88775 200051 236561 251938,6,Al4 Bi2 O9,55
282,Rb(VOF3),Pbam,55,TI,no,,,"b,s",FM,,HQ,2,249403 426620,,249403,matched,249403 426620,2,F3 O1 Rb1 V1,55
283,YCrB4,Pbam,55,Triv.,no,,,,NM,,,1,16171,,16171,matched,16171,1,B4 Cr1 Y1,55
284,YVB4,Pbam,55,TI,no,,,,NM,,,1,615679,,615679,matched,615679,1,B4 V1 Y1,55
285,Na2(MnCl4),Pbam,55,SM,no,,,b,FM,,HQ,1,9136,,9136,matched,9136,1,Cl4 Mn1 Na2,55
286,Sc2CrB6,Pbam,55,TI,no,,,,FM,,,1,99646,,99646,matched,99646,1,B6 Cr1 Sc2,55
287,Sc4Cl6B,Pbam,55,SM,no,,,b,NM,,HQ,1,201977,,201977,matched,201977,1,B1 Cl6 Sc4,55
288,Sc4Cl6N,Pbam,55,SM,no,,,b,NM,,HQ,1,201979,,201979,matched,201979,1,Cl6 N1 Sc4,55
289,Bi3NF6,Pbcm,57,Triv.,no,,,b,NM,,,1,79395,,79395,matched,79395,1,Bi3 F6 N1,57
290,Fe2C,Pbcm,57,TI,no,,,b,,,,1,670573,,670573,matched,670573,1,C1 Fe2,57
291,Ca2(AsO4)Cl,Pbcm,57,Triv.,no,,,b,NM,,,1,26234,,26234,matched,26234,1,As1 Ca2 Cl1 O4,57
292,ScFe2Si2,Pbcm,57,SM,no,,,,FM,,HQ,2,402545 633456,,402545,matched,402545 633456,2,Fe2 Sc1 Si2,57
293,(NH4)(VO3),Pbcm,57,Triv.,no,,,,NM,,,1,1487,,1487,matched,1487,1,H4 N1 O3 V1,57
294,NaO2,Pnnm,58,SM,no,,,,FM,,,6,26583 87179 87180 87181 180562 673259,,26583,matched,26583 87179 87180 87181 180562 673259,6,Na1 O2,58
295,Li4Ca(BO3)2,Pnnm,58,Triv.,no,,,,NM,,HQ,2,99503 239000,,99503,matched,99503 239000,2,B2 Ca1 Li4 O6,58
296,MnB4,Pnnm,58,SM,no,,,b,FM,,HQ,1,194807,,194807,matched,194807,1,B4 Mn1,58
297,FeB4,Pnnm,58,Triv.,no,,,,NM,,,3,196424 425311 670854,,196424,matched,196424 425311 670854,3,B4 Fe1,58
298,Ba2CoCl2(SeO3)2,Pnnm,58,SM,no,,,b,AFM,,HQ,1,280965,,280965,matched,280965,1,Ba2 Cl2 Co1 O6 Se2,58
299,Al2(SiO4)O,Pnnm,58,Triv.,no,,,,NM,,,9,92635 100395 100396 100397 100398 100399 169412 172725 172726,92635(b) 100395(b) 100396(b) 100397(b) 100398(b) 100399(b) 169412(b) 172725(b) 172726(b),24275,matched,24275 26688 30677 30678 30679 30680 76936 84613 84614 85743 86340 92634 92635 100395 100396 100397 100398 100399 169412 172725 172726 172727 172728 172729 172730 172731 172732,27,Al2 O5 Si1,58
300,CuZn(AsO4)(OH),Pnnm,58,Triv.,no,,,b,FM,,,7,172727 172728 172729 172730 172731 172732 160894,172727(b) 172728(b) 172729(b) 172730(b) 172731(b) 172732(b),160894,matched,160894,1,H1 As1 Cu1 O5 Zn1,58
301,CrO2,Pnnm,58,Triv.,no,,,b,FM,,,0,,,155832,matched,155832 185886 290478 290479 290480,5,Cr1 O2,58
302,FeSe2,Pnnm,58,Triv.,no,,,,NM,,,18,155832 185886 290478 290479 290480 25680 42041 42115 44751 633469 633479 26756 42415 42416 109374 633255 633275 633304,,25680,matched,25680 42041 42115 44751 633469 633479,6,Fe1 Se2,58
303,FeS2,Pnnm,58,Triv.,no,,,,NM,,,0,,,26756,matched,26756 42415 42416 109374 633255 633275 633304,7,Fe1 S2,58
304,CoAs2,Pnnm,58,SM,no,,,,NM,SC,,1,610034,,610034,matched,610034,1,As2 Co1,58
305,MnS2,Pnnm,58,SM,yes,Fig. 29,29,,FM,,,1,643441,,643441,matched,643441,1,Mn1 S2,58
306,Fe(NCNH)2,Pnnm,58,Triv.,no,,,,NM,,HQ,2,419222 422725,,419222,matched,419222 422725,2,C2 H2 Fe1 N4,58
307,CaBi(CO3)OF,Pmmn,59,Triv.,no,,,,NM,,HQ,1,87759,,87759,matched,87759,1,C1 Bi1 Ca1 F1 O4,59
308,Na2(TiO)(GeO4),Pmmn,59,Triv.,no,,,"b,s",NM,,HQ,1,160149,,160149,matched,160149,1,Ge1 Na2 O5 Ti1,59
309,CoCu2O3,Pmmn,59,SM,yes,Fig. 29,29,,FM,,HQ,1,33996,,33996,matched,33996,1,Co1 Cu2 O3,59
310,Na(V2O5),Pmmn,59,SM,no,,,b,FM,,HQ,12,59345 88354 88861 88863 88862 88864 89411 89412 89413 92954 409210 251182,59345(s) 88354(s) 88863(s) 89411(s) 92954(s) 409210(s),59345,matched,59345 88354 88861 88862 88863 88864 89411 89412 89413 92954 251182 409210,12,Na1 O5 V2,59
311,LiV2O5,Pmmn,59,SM,no,,,"b,s",,,HQ,1,88639,,88639,matched,88639,1,Li1 O5 V2,59
312,CsMgH3,Pmmn,59,Triv.,no,,,b,NM,,,1,159177,,159177,matched,159177,1,H3 Cs1 Mg1,59
313,CrOCl,Pmmn,59,SM,no,,,b,FM,,HQ,2,4086 28318,,4086,matched,4086 28318,2,Cl1 Cr1 O1,59
314,FeOCl,Pmmn,59,SM,no,,,b,AFM,,HQ,4,16013 27136 40963 167393,,16013,matched,16013 27136 40963 167393,4,Cl1 Fe1 O1,59
315,RuCl3,Pmmn,59,Triv.,no,,,,FM,,HQ,1,414041,,414041,matched,414041,1,Cl3 Ru1,59
316,Sr(V3O7),Pmmn,59,SM,no,,,b,AFM,,HQ,12,241176 241177 241178 241179 241180 241181 241182 241183 241184 241185 241186 241187,,241176,matched,241176 241177 241178 241179 241180 241181 241182 241183 241184 241185 241186 241187,12,O7 Sr1 V3,59
317,FeNb2O6,Pbcn,60,Triv.,no,,,b,FM,,,3,15855 31943 151720,,15855,matched,15855 31943 151720,3,Fe1 Nb2 O6,60
318,Fe(Nb2O6),Pbcn,60,TI,no,,,b,FM,,,1,24216,,24216,matched,24216,1,Fe1 Nb2 O6,60
319,CuNb2O6,Pbcn,60,SM,no,,,b,FM,,,4,71606 74424 79455 80316,80316(s),71606,matched,71606 74424 79455 80316,4,Cu1 Nb2 O6,60
320,CoNb2O6,Pbcn,60,SM,no,,,b,FM,,,2,182710 182711,,182710,matched,182710 182711,2,Co1 Nb2 O6,60
321,Na2(Si2O5),Pbcn,60,Triv.,no,,,"b,s",NM,,,1,34669,,34669,matched,34669,1,Na2 O5 Si2,60
322,O(CN)2,Pbca,61,Triv.,no,,,,,,,1,670397,,670397,matched,670397,1,C2 N2 O1,61
323,Te(CN)2,Pbca,61,Triv.,no,,,,,,,1,670400,,670400,matched,670400,1,C2 N2 Te1,61
324,Cu(SeO3),Pbca,61,Triv.,no,,,b,NM,,,2,29506 61342,,29506,matched,29506 61342,2,Cu1 O3 Se1,61
325,WO3,Pnma,62,Triv.,no,,,"b,s",NM,,,1,836,,836,matched,836,1,O3 W1,62
326,Mg3(SiO4)F2,Pnma,62,Triv.,no,,,b,NM,,,2,15203 252073,,15203,matched,15203 252073,2,F2 Mg3 O4 Si1,62
327,K2ClO3N,Pnma,62,Triv.,no,,,,NM,,HQ,1,28211,,28211,matched,28211,1,Cl1 K2 N1 O3,62
328,Li(CN),Pnma,62,Triv.,no,,,,NM,,,1,77321,,77321,matched,77321,1,C1 Li1 N1,62
329,AgHg2O2(NO3),Pnma,62,Triv.,no,,,,NM,,,1,89685,,89685,matched,89685,1,Ag1 Hg2 N1 O5,62
330,K2Pd(P2S6),Pnma,62,Triv.,no,,,,NM,,,1,165316,,165316,matched,165316,1,K2 P2 Pd1 S6,62
331,PbPd(P2O7),Pnma,62,Triv.,no,,,b,NM,,,2,195305 420534,,195305,matched,195305 420534,2,O7 P2 Pb1 Pd1,62
332,WO3(H2O),Pnma,62,Triv.,no,,,,NM,,HQ,1,201806,,201806,matched,201806,1,H2 O4 W1,62
333,MoO2,Pnma,62,Triv.,no,,,b,,,,1,243549,,243549,matched,243549,1,Mo1 O2,62
334,KYTe2O6,Pnma,62,Triv.,no,,,b,NM,,,1,291295,,291295,matched,291295,1,K1 O6 Te2 Y1,62
335,LiSr(BS3),Pnma,62,Triv.,no,,,b,NM,,HQ,1,380105,,380105,matched,380105,1,B1 Li1 S3 Sr1,62
336,(AgF)(AuF6),Pnma,62,SM,no,,,b,NM,,,1,422686,,422686,matched,422686,1,Ag1 Au1 F7,62
337,(NH4)(Co(PO4))(H2O),Pnma,62,SM,no,,,,FM,,,1,424548,,424548,matched,424548,1,H6 Co1 N1 O5 P1,62
338,Al2FeC,Pnma,62,TI,no,,,"b,s",,,,1,670820,,670820,matched,670820,1,C1 Al2 Fe1,62
339,Li2C2,Pnma,62,Triv.,no,,,,,,,0,,,671756,matched,671756 671757 671758 671759 671760 671761 671762 671763 671764 671765 671766 671767 671768 671769 671770 671771,16,C2 Li2,62
340,Al2(SiO4)O,Pnma,62,Triv.,no,,,b,NM,,,40,671756 671757 671758 671759 671760 671761 671762 671763 671764 671765 671766 671767 671768 671769 671770 671771 25711 31115 85200 85201 85202 85203 85204 85744 86342 92632 92633 96722 100450 100451 100452 100453 100454 172720 172721 172722 172723 172724 92636 92637,92632(s),25711,matched,25711 31115 85200 85201 85202 85203 85204 85744 86342 92632 92633 92636 92637 96722 100450 100451 100452 100453 100454 172720 172721 172722 172723 172724,24,Al2 O5 Si1,62
341,Li(VO)(AsO4),Pnma,62,SM,yes,Fig. 29,29,b,FM,,,1,90991,,90991,matched,90991,1,As1 Li1 O5 V1,62
342,FeOOH,Pnma,62,SM,no,,,,AFM,,,5,239321 239322 239323 239324 245057,,239321,matched,239321 239322 239323 239324 245057,5,H1 Fe1 O2,62
343,PbCO3,Pnma,62,Triv.,no,,,,NM,,HQ,7,56101 166089 190074 247490 247491 247492 247493,,6178,matched,6178 36164 36554 56101 166089 190074 247490 247491 247492 247493,10,C1 O3 Pb1,62
344,Cd2(OH)3Cl,Pnma,62,Triv.,no,,,b,NM,,,2,39285 83524,,39285,matched,39285 83524,2,H3 Cd2 Cl1 O3,62
