icsd,formula,space_group_number,space_group_symbol,point_group,material_id,curated_flatband,best_flatband,atomic_flatband,high_quality,topology_soc,topology_nosoc,superconductor,nonzero_magnetisation,theory_entry,n_electrons,structure_type,a,b,c,alpha,beta,gamma,n_kagome,n_pyrochlore,n_lieb,n_bipartite,n_split,materials_project,cif_file,cif_symmetry_ops
184102,La2 O7 Zr2,227,Fd-3m,<i>m</i>-3<i>m</i>,173795,1,0,0,0,SEBR (TI),ESFD (SM),0,0,0,144,Pyrochlore-NaCa(Nb2O6)F,10.957,10.957,10.957,90,90,90,2,2,0,6,0,https://materialsproject.org/materials/icsd/184102,cif/184102.cif,192
184164,La1 Mg1 Ni4,216,F-43m,-43<i>m</i>,107420,1,1,0,0,ESFD (SM),ESFD (SM),0,1,0,53,AuBe5,7.168,7.168,7.168,90,90,90,0,1,0,0,0,https://materialsproject.org/materials/icsd/184164,cif/184164.cif,96
184219,F2 Zn1,136,P42/mnm,4/<i>mmm</i>,9169,1,0,0,0,Trivial,Trivial,0,0,1,52,Rutile-TiO2,4.6337,4.6337,3.0919,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/184219,cif/184219.cif,16
184279,Ca1 Cu3 Ge4 O12,204,Im-3,<i>m</i>-3,1303,0,0,1,0,ESFD (SM),ESFD (SM),0,0,0,123,NaMn7O12,7.267,7.267,7.267,90,90,90,1,0,0,3,0,https://materialsproject.org/materials/icsd/184279,cif/184279.cif,48
184281,Ca1 Cu3 O12 Sn4,204,Im-3,<i>m</i>-3,162100,0,0,1,0,ESFD (SM),ESFD (SM),0,0,0,123,NaMn7O12,7.6424,7.6424,7.6424,90,90,90,1,0,0,3,0,https://materialsproject.org/materials/icsd/184281,cif/184281.cif,48
184327,Ga2 O3,12,C2/m,2/<i>m</i>,34243,1,0,0,0,Trivial,Trivial,0,0,0,48,Ga2O3,12.42,3.035,5.736,90,103.063,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/184327,cif/184327.cif,8
184338,Ba1 O3 Sn1,221,Pm-3m,<i>m</i>-3<i>m</i>,27049,1,0,0,0,Trivial,Trivial,0,0,0,32,Perovskite-CaTiO3,4.118,4.118,4.118,90,90,90,1,0,1,4,0,https://materialsproject.org/materials/icsd/184338,cif/184338.cif,48
184368,O2 Ti1,141,I41/amd,4/<i>mmm</i>,9852,1,0,0,0,Trivial,Trivial,0,0,1,32,Anatase-TiO2,3.778,3.778,9.549,90,90,90,0,0,0,2,0,https://materialsproject.org/materials/icsd/184368,cif/184368.cif,32
184375,Fe1 N1,225,Fm-3m,<i>m</i>-3<i>m</i>,184375,1,0,0,0,ESFD (SM),ESFD (SM),0,0,1,13,NaCl,3.9966,3.9966,3.9966,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/184375,cif/184375.cif,192
184376,Fe1 N1,216,F-43m,-43<i>m</i>,41258,1,0,0,0,ESFD (SM),ESFD (SM),0,1,1,13,Sphalerite-ZnS(cF8),4.232,4.232,4.232,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/184376,cif/184376.cif,96
184378,Co1 N1,216,F-43m,-43<i>m</i>,79936,1,0,0,0,ESFD (SM),ESFD (SM),0,1,1,14,Sphalerite-ZnS(cF8),4.2511,4.2511,4.2511,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/184378,cif/184378.cif,96
184446,Al1 Cr1 Fe2,225,Fm-3m,<i>m</i>-3<i>m</i>,57654,1,1,0,0,ESFD (SM),ESFD (SM),0,0,0,25,Heusler-AlCu2Mn,5.789,5.789,5.789,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/184446,cif/184446.cif,192
184448,Cr1 Fe2 Ga1,225,Fm-3m,<i>m</i>-3<i>m</i>,102755,1,1,0,0,ESFD (SM),ESFD (SM),0,0,0,25,Heusler-AlCu2Mn,5.789,5.789,5.789,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/184448,cif/184448.cif,192
184455,O3 Sr1 Ti1,221,Pm-3m,<i>m</i>-3<i>m</i>,23076,1,0,0,0,Trivial,Trivial,1,0,0,32,Perovskite-CaTiO3,3.9035,3.9035,3.9035,90,90,90,1,0,1,3,0,https://materialsproject.org/materials/icsd/184455,cif/184455.cif,48
184467,Cr1 Cu1 O2,166,R-3m,-3<i>m</i>,26676,1,0,0,0,ESFD (SM),ESFD (SM),1,0,0,29,Delafossite-NaCrS2,2.962,2.962,17.01,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/184467,cif/184467.cif,36
184497,Te1 Zn1,225,Fm-3m,<i>m</i>-3<i>m</i>,184497,1,0,0,0,Trivial,Trivial,0,0,1,18,NaCl,5.767,5.767,5.767,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/184497,cif/184497.cif,192
184562,As1 F6 Na1,148,R-3,-3,184562,0,0,1,1,Trivial,Trivial,0,0,0,48,LiSbF6,5.3375,5.3375,13.9645,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/184562,cif/184562.cif,18
184563,As1 F6 Na1,148,R-3,-3,184562,0,0,1,0,Trivial,Trivial,0,0,1,48,LiSbF6,5.3566,5.3566,13.8649,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/184563,cif/184563.cif,18
184564,As1 F6 Na1,225,Fm-3m,<i>m</i>-3<i>m</i>,184564,0,0,1,1,Trivial,Trivial,0,0,0,48,Sn2F6,7.8608,7.8608,7.8608,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/184564,cif/184564.cif,192
184565,As1 F6 Na1,225,Fm-3m,<i>m</i>-3<i>m</i>,184564,0,0,1,0,Trivial,Trivial,0,0,1,48,Sn2F6,7.8608,7.8608,7.8608,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/184565,cif/184565.cif,192
184626,Ni1 O1,225,Fm-3m,<i>m</i>-3<i>m</i>,9866,1,0,0,0,ESFD (SM),ESFD (SM),0,0,1,16,NaCl,4.147,4.147,4.147,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/184626,cif/184626.cif,192
184645,As1 Fe1 La1 O1,129,P4/nmm,4/<i>mmm</i>,163496,1,0,0,0,Trivial,ES (SM),0,0,0,60,ZrCuSiAs-CuHfSi2,4.032,4.032,8.738,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/184645,cif/184645.cif,16
184649,Mn1 O3 Ti1,148,R-3,-3,60006,1,1,0,0,SEBR (TI),SEBR-SM (SM),0,1,1,58,Ilmenite-FeTiO3,5.1386,5.1386,14.3126,90,90,120,0,0,0,3,0,https://materialsproject.org/materials/icsd/184649,cif/184649.cif,18
184652,Fe1 Li1 O4 P1,62,Pnma,<i>mmm</i>,38209,0,0,1,0,Trivial,Trivial,0,0,1,152,Olivine-Mg2SiO4,10.41,6.08,4.75,90,90,90,0,0,0,1,0,https://materialsproject.org/materials/icsd/184652,cif/184652.cif,8
184714,Mg1 Mo1 O6 Te1,18,P21212,222,184714,1,0,0,1,Trivial,Trivial,0,1,0,100,,5.0378,5.2691,8.8985,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/184714,cif/184714.cif,4
184791,Hf1 O3 Sr1,221,Pm-3m,<i>m</i>-3<i>m</i>,29154,1,0,0,0,Trivial,Trivial,0,0,1,32,Perovskite-CaTiO3,4.283,4.283,4.283,90,90,90,1,0,1,4,0,https://materialsproject.org/materials/icsd/184791,cif/184791.cif,48
184824,Ca5 Cl1 O12 P3,176,P63/m,6/<i>m</i>,184824,0,0,1,0,Trivial,Trivial,0,0,0,208,"Apatite#-(HE,P63/m)",9.6184,9.6184,6.7979,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/184824,cif/184824.cif,12
184825,Ca5 Cl1 O12 P3,176,P63/m,6/<i>m</i>,184824,0,0,1,0,Trivial,Trivial,0,0,0,208,"Apatite#-(HE,P63/m)",9.653,9.653,6.828,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/184825,cif/184825.cif,12
184862,Fe1 Li1 O4 P1,62,Pnma,<i>mmm</i>,38209,0,0,1,1,Trivial,Trivial,0,0,0,152,Olivine-Mg2SiO4,10.3158,5.9979,4.6865,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/184862,cif/184862.cif,8
184863,Fe1 Li1 O4 P1,62,Pnma,<i>mmm</i>,38209,0,0,1,1,Trivial,Trivial,0,0,0,152,Olivine-Mg2SiO4,10.3006,5.9901,4.6782,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/184863,cif/184863.cif,8
184905,Fe5 Y1,191,P6/mmm,6/<i>mmm</i>,103699,1,0,0,0,ESFD (SM),ESFD (SM),0,0,1,51,CaCu5,5.03,5.03,3.87,90,90,120,1,0,0,0,0,https://materialsproject.org/materials/icsd/184905,cif/184905.cif,24
184909,Ba2 Fe1 Mo1 O6,225,Fm-3m,<i>m</i>-3<i>m</i>,96688,1,1,0,0,Trivial,Trivial,0,0,1,70,Elpasolite-K2NaAlF6,7.9798,7.9798,7.9798,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/184909,cif/184909.cif,192
184910,Ba2 Co1 Mo1 O6,225,Fm-3m,<i>m</i>-3<i>m</i>,97028,1,1,0,0,ESFD (SM),ESFD (SM),0,0,1,71,Elpasolite-K2NaAlF6,8.011,8.011,8.011,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/184910,cif/184910.cif,192
184911,Fe1 Mo1 O6 Sr2,139,I4/mmm,4/<i>mmm</i>,94079,1,1,0,0,Trivial,Trivial,0,0,0,70,Cs2Au2Cl6,5.587,5.587,7.894,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/184911,cif/184911.cif,32
184918,Ni1 O1,225,Fm-3m,<i>m</i>-3<i>m</i>,9866,1,0,0,0,ESFD (SM),ESFD (SM),0,0,0,16,NaCl,4.179,4.179,4.179,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/184918,cif/184918.cif,192
184921,O3 Sr1 Ti1,221,Pm-3m,<i>m</i>-3<i>m</i>,23076,1,0,0,0,Trivial,Trivial,1,0,1,32,Perovskite-CaTiO3,3.95,3.95,3.95,90,90,90,1,0,1,3,0,https://materialsproject.org/materials/icsd/184921,cif/184921.cif,48
184922,K1 O3 Ta1,221,Pm-3m,<i>m</i>-3<i>m</i>,39673,1,0,0,0,Trivial,Trivial,1,0,1,32,Perovskite-CaTiO3,4.04,4.04,4.04,90,90,90,1,0,1,3,0,https://materialsproject.org/materials/icsd/184922,cif/184922.cif,48
184925,As1 Mn1,216,F-43m,-43<i>m</i>,184925,1,0,0,0,Trivial,Trivial,0,1,1,12,Sphalerite-ZnS(cF8),5.419,5.419,5.419,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/184925,cif/184925.cif,96
184926,Ga1 N1,186,P63mc,6<i>mm</i>,25676,1,0,0,0,Trivial,Trivial,1,0,1,16,Wurtzite-ZnS(2H),3.184,3.184,5.203,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/184926,cif/184926.cif,12
185106,Cd1 Ni4 Sc1,216,F-43m,-43<i>m</i>,185106,1,1,0,0,ESFD (SM),ESFD (SM),0,1,0,55,AuBe5,6.869,6.869,6.869,90,90,90,0,1,0,0,0,https://materialsproject.org/materials/icsd/185106,cif/185106.cif,96
185279,La1 Mn1 O3,62,Pnma,<i>mmm</i>,82226,1,0,0,0,Trivial,ES (SM),0,1,0,144,Perovskite-GdFeO3,5.739,7.693,5.534,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/185279,cif/185279.cif,8
185308,Fe1 Li1 O4 P1,62,Pnma,<i>mmm</i>,38209,0,0,1,0,Trivial,Trivial,0,0,0,152,Olivine-Mg2SiO4,10.294,5.987,4.696,90,90,90,0,0,0,1,0,https://materialsproject.org/materials/icsd/185308,cif/185308.cif,8
185350,O1 Sn1,129,P4/nmm,4/<i>mmm</i>,185350,1,0,0,0,ES (SM),ES (SM),0,0,1,20,Litharge,3.801,3.801,4.843,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/185350,cif/185350.cif,16
185374,Ba1 O3 Ti1,221,Pm-3m,<i>m</i>-3<i>m</i>,27970,1,0,0,0,Trivial,Trivial,0,0,1,32,Perovskite-CaTiO3,4.034,4.034,4.034,90,90,90,1,0,1,3,0,https://materialsproject.org/materials/icsd/185374,cif/185374.cif,48
185384,C2 B1 F2 Li1 O4,63,Cmcm,<i>mmm</i>,185384,0,0,1,1,Trivial,Trivial,0,0,0,100,,6.2623,11.4366,6.3002,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/185384,cif/185384.cif,16
185407,Ba1 O3 Ti1,99,P4mm,4<i>mm</i>,15453,1,0,0,0,Trivial,Trivial,0,0,0,32,Perovskite-PbTiO3,3.99307,3.99307,4.03238,90,90,90,0,0,0,5,0,https://materialsproject.org/materials/icsd/185407,cif/185407.cif,8
185464,Fe1 Se1,129,P4/nmm,4/<i>mmm</i>,26889,1,0,0,0,ES (SM),ESFD (SM),1,0,0,28,FeSe,3.75993,3.75993,5.4822,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/185464,cif/185464.cif,16
185488,C12 H36 Cl2 P4 W1,121,I-42m,-42<i>m</i>,185488,0,0,1,0,Trivial,ESFD (SM),0,1,0,124,,9.4987,9.4987,12.1058,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/185488,cif/185488.cif,16
185489,C12 H36 Cl2 Mo1 P4,121,I-42m,-42<i>m</i>,185489,0,0,1,0,Trivial,ESFD (SM),0,1,0,124,,9.5193,9.5193,12.1083,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/185489,cif/185489.cif,16
185517,Fe2 O4 Si1,227,Fd-3m,<i>m</i>-3<i>m</i>,41002,1,0,0,0,Trivial,ES (SM),0,0,0,88,Spinel-Al2MgO4,8.2312,8.2312,8.2312,90,90,90,1,1,0,4,0,https://materialsproject.org/materials/icsd/185517,cif/185517.cif,192
185518,Fe2 O4 Si1,227,Fd-3m,<i>m</i>-3<i>m</i>,41002,1,0,0,0,Trivial,ES (SM),0,0,0,88,Spinel-Al2MgO4,8.2189,8.2189,8.2189,90,90,90,1,1,0,4,0,https://materialsproject.org/materials/icsd/185518,cif/185518.cif,192
185519,Fe2 O4 Si1,227,Fd-3m,<i>m</i>-3<i>m</i>,41002,1,0,0,0,Trivial,ES (SM),0,0,0,88,Spinel-Al2MgO4,8.1914,8.1914,8.1914,90,90,90,1,1,0,4,0,https://materialsproject.org/materials/icsd/185519,cif/185519.cif,192
185520,Fe2 O4 Si1,227,Fd-3m,<i>m</i>-3<i>m</i>,41002,1,0,0,0,Trivial,ES (SM),0,0,0,88,Spinel-Al2MgO4,8.1836,8.1836,8.1836,90,90,90,1,1,0,4,0,https://materialsproject.org/materials/icsd/185520,cif/185520.cif,192
185521,Fe2 O4 Si1,227,Fd-3m,<i>m</i>-3<i>m</i>,41002,1,0,0,0,Trivial,ES (SM),0,0,0,88,Spinel-Al2MgO4,8.1648,8.1648,8.1648,90,90,90,1,1,0,4,0,https://materialsproject.org/materials/icsd/185521,cif/185521.cif,192
185522,Fe2 O4 Si1,227,Fd-3m,<i>m</i>-3<i>m</i>,41002,1,0,0,0,Trivial,ES (SM),0,0,0,88,Spinel-Al2MgO4,8.1501,8.1501,8.1501,90,90,90,1,1,0,4,0,https://materialsproject.org/materials/icsd/185522,cif/185522.cif,192
185523,Fe2 O4 Si1,227,Fd-3m,<i>m</i>-3<i>m</i>,41002,1,0,0,0,Trivial,ES (SM),0,0,0,88,Spinel-Al2MgO4,8.1354,8.1354,8.1354,90,90,90,1,1,0,4,0,https://materialsproject.org/materials/icsd/185523,cif/185523.cif,192
185555,Ag1 N1,225,Fm-3m,<i>m</i>-3<i>m</i>,167858,1,0,0,0,ESFD (SM),ESFD (SM),0,0,1,16,NaCl,4.59,4.59,4.59,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/185555,cif/185555.cif,192
185610,Al2 Fe1 O4,227,Fd-3m,<i>m</i>-3<i>m</i>,56117,1,0,0,0,ES (SM),ESFD (SM),0,0,1,76,Spinel-Al2MgO4,8.224,8.224,8.224,90,90,90,1,1,0,3,0,https://materialsproject.org/materials/icsd/185610,cif/185610.cif,192
185615,Ba1 O3 Sn1,221,Pm-3m,<i>m</i>-3<i>m</i>,27049,1,0,0,0,Trivial,Trivial,0,0,0,32,Perovskite-CaTiO3,4.1176,4.1176,4.1176,90,90,90,1,0,1,4,0,https://materialsproject.org/materials/icsd/185615,cif/185615.cif,48
185623,In1 Ni3,194,P63/mmc,6/<i>mmm</i>,151196,1,1,0,0,ESFD (SM),ESFD (SM),0,0,1,66,Ni3Sn,5.357,5.357,4.227,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/185623,cif/185623.cif,24
185624,In1 Ni2,194,P63/mmc,6/<i>mmm</i>,59436,1,0,0,0,ESFD (SM),ESFD (SM),0,0,1,46,InNi2,4.317,4.317,5.273,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/185624,cif/185624.cif,24
185625,In1 Ni1,191,P6/mmm,6/<i>mmm</i>,59435,1,1,0,0,ESFD (SM),ESFD (SM),0,0,1,39,CoSn,5.274,5.274,4.376,90,90,120,1,0,0,0,0,https://materialsproject.org/materials/icsd/185625,cif/185625.cif,24
185627,In1 Ni3,194,P63/mmc,6/<i>mmm</i>,151196,1,1,0,0,ESFD (SM),ESFD (SM),0,0,1,66,Ni3Sn,5.207,5.207,4.109,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/185627,cif/185627.cif,24
185637,Pd3 Ti1,221,Pm-3m,<i>m</i>-3<i>m</i>,105724,1,0,0,0,ESFD (SM),ESFD (SM),0,0,1,34,Auricupride-AuCu3,3.927,3.927,3.927,90,90,90,1,0,0,0,0,https://materialsproject.org/materials/icsd/185637,cif/185637.cif,48
185664,Co1 In1 Ti2,216,F-43m,-43<i>m</i>,185664,1,0,0,0,ESFD (SM),ESFD (SM),0,1,1,20,CuHg2Ti,6.36,6.36,6.36,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/185664,cif/185664.cif,96
185693,Ge1 O3 Pb1,221,Pm-3m,<i>m</i>-3<i>m</i>,185693,1,0,0,0,Trivial,Trivial,0,0,0,26,Perovskite-CaTiO3,3.8231,3.8231,3.8231,90,90,90,1,0,1,3,0,https://materialsproject.org/materials/icsd/185693,cif/185693.cif,48
185694,Ge1 O3 Pb1,221,Pm-3m,<i>m</i>-3<i>m</i>,185693,1,0,0,0,Trivial,Trivial,0,0,0,26,Perovskite-CaTiO3,3.819,3.819,3.819,90,90,90,1,0,1,3,0,https://materialsproject.org/materials/icsd/185694,cif/185694.cif,48
185695,Ge1 O3 Pb1,221,Pm-3m,<i>m</i>-3<i>m</i>,185693,1,0,0,0,Trivial,Trivial,0,0,0,26,Perovskite-CaTiO3,3.8169,3.8169,3.8169,90,90,90,1,0,1,3,0,https://materialsproject.org/materials/icsd/185695,cif/185695.cif,48
185696,Ge1 O3 Pb1,221,Pm-3m,<i>m</i>-3<i>m</i>,185693,1,0,0,0,Trivial,Trivial,0,0,0,26,Perovskite-CaTiO3,3.8048,3.8048,3.8048,90,90,90,1,0,1,3,0,https://materialsproject.org/materials/icsd/185696,cif/185696.cif,48
185697,Ge1 O3 Pb1,221,Pm-3m,<i>m</i>-3<i>m</i>,185693,1,0,0,0,Trivial,Trivial,0,0,0,26,Perovskite-CaTiO3,3.7685,3.7685,3.7685,90,90,90,1,0,1,3,0,https://materialsproject.org/materials/icsd/185697,cif/185697.cif,48
185698,Ge1 O3 Pb1,221,Pm-3m,<i>m</i>-3<i>m</i>,185693,1,0,0,0,Trivial,Trivial,0,0,0,26,Perovskite-CaTiO3,3.7371,3.7371,3.7371,90,90,90,1,0,1,3,0,https://materialsproject.org/materials/icsd/185698,cif/185698.cif,48
185699,Ge1 O3 Pb1,221,Pm-3m,<i>m</i>-3<i>m</i>,185693,1,0,0,0,Trivial,Trivial,0,0,0,26,Perovskite-CaTiO3,3.7167,3.7167,3.7167,90,90,90,1,0,1,3,0,https://materialsproject.org/materials/icsd/185699,cif/185699.cif,48
185700,Ge1 O3 Pb1,221,Pm-3m,<i>m</i>-3<i>m</i>,185693,1,0,0,0,Trivial,Trivial,0,0,0,26,Perovskite-CaTiO3,3.6977,3.6977,3.6977,90,90,90,1,0,1,3,0,https://materialsproject.org/materials/icsd/185700,cif/185700.cif,48
185701,Ge1 O3 Pb1,221,Pm-3m,<i>m</i>-3<i>m</i>,185693,1,0,0,0,Trivial,Trivial,0,0,0,26,Perovskite-CaTiO3,3.6696,3.6696,3.6696,90,90,90,1,0,1,3,0,https://materialsproject.org/materials/icsd/185701,cif/185701.cif,48
185831,La1 O3 V1,62,Pnma,<i>mmm</i>,63520,1,0,0,1,Trivial,ES (SM),0,1,0,136,Perovskite-GdFeO3,5.5552,5.5493,7.8432,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/185831,cif/185831.cif,8
185847,Ba2 O6 W1 Zn1,225,Fm-3m,<i>m</i>-3<i>m</i>,24983,1,0,0,1,Trivial,Trivial,0,0,0,74,Elpasolite-K2NaAlF6,8.116,8.116,8.116,90,90,90,0,0,0,1,0,https://materialsproject.org/materials/icsd/185847,cif/185847.cif,192
185882,Al1 Ti2 Zn1,216,F-43m,-43<i>m</i>,185882,1,0,0,0,ESFD (SM),ESFD (SM),0,1,1,23,CuHg2Ti,6.411,6.411,6.411,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/185882,cif/185882.cif,96
185885,Cr1 O2,136,P42/mnm,4/<i>mmm</i>,9423,1,0,0,0,Trivial,Trivial,0,0,1,36,Rutile-TiO2,4.433,4.433,2.92,90,90,90,0,0,0,2,0,https://materialsproject.org/materials/icsd/185885,cif/185885.cif,16
185886,Cr1 O2,58,Pnnm,<i>mmm</i>,155832,1,0,0,0,Trivial,Trivial,0,0,1,36,CaCl2,4.393,4.291,2.881,90,90,90,0,0,0,2,0,https://materialsproject.org/materials/icsd/185886,cif/185886.cif,8
185893,Al1 Ni3,221,Pm-3m,<i>m</i>-3<i>m</i>,58038,1,1,0,0,ESFD (SM),ESFD (SM),0,0,1,33,Auricupride-AuCu3,3.6755,3.6755,3.6755,90,90,90,1,0,0,0,0,https://materialsproject.org/materials/icsd/185893,cif/185893.cif,48
185936,Co2 Fe1 Ge1,225,Fm-3m,<i>m</i>-3<i>m</i>,185936,1,0,0,0,ESFD (SM),ESFD (SM),0,0,1,30,Heusler-AlCu2Mn,5.758,5.758,5.758,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/185936,cif/185936.cif,192
185944,Cu1 Y1,221,Pm-3m,<i>m</i>-3<i>m</i>,103142,1,0,0,0,ESFD (SM),ESFD (SM),1,0,1,22,CsCl,3.52,3.52,3.52,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/185944,cif/185944.cif,48
185966,Al1 Co2 Ti1,225,Fm-3m,<i>m</i>-3<i>m</i>,185966,1,1,0,0,ESFD (SM),ESFD (SM),0,0,1,25,Heusler-AlCu2Mn,5.8465,5.8465,5.8465,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/185966,cif/185966.cif,192
185969,Co2 Si1 Ti1,225,Fm-3m,<i>m</i>-3<i>m</i>,53080,1,1,0,0,ESFD (SM),ESFD (SM),0,0,1,26,Heusler-AlCu2Mn,5.764,5.764,5.764,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/185969,cif/185969.cif,192
185970,Bi1 Cl1 O1,129,P4/nmm,4/<i>mmm</i>,24608,1,0,0,0,Trivial,Trivial,0,0,1,36,PrOI,3.757,3.757,7.198,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/185970,cif/185970.cif,16
185972,Bi1 I1 O1,129,P4/nmm,4/<i>mmm</i>,5036,1,0,0,0,Trivial,Trivial,0,0,1,36,PrOI,3.866,3.866,8.98,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/185972,cif/185972.cif,16
185999,Cr1 Fe2 Sn1,225,Fm-3m,<i>m</i>-3<i>m</i>,185999,1,1,0,0,ESFD (SM),ESFD (SM),0,0,1,26,Heusler-AlCu2Mn,5.974,5.974,5.974,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/185999,cif/185999.cif,192
186000,Al3 Nb1,139,I4/mmm,4/<i>mmm</i>,58015,1,0,0,0,ES (SM),ESFD (SM),1,0,1,22,Al3Ti,3.801,3.801,8.538,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/186000,cif/186000.cif,32
186027,Cu1 O6 Sr2 W1,87,I4/m,4/<i>m</i>,33571,1,0,0,1,ESFD (SM),ESFD (SM),0,0,0,73,Sr2NiWO6,5.42998,5.42998,8.41459,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/186027,cif/186027.cif,16
186038,Cu1 Mo1 O6 Sr2,87,I4/m,4/<i>m</i>,186038,1,0,0,1,ESFD (SM),ESFD (SM),0,1,0,73,Sr2NiWO6,5.42583,5.42583,8.37245,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/186038,cif/186038.cif,16
186056,Fe2 In1 Ti1,225,Fm-3m,<i>m</i>-3<i>m</i>,186056,1,0,0,0,ESFD (SM),ESFD (SM),0,0,1,23,Heusler-AlCu2Mn,6.06,6.06,6.06,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/186056,cif/186056.cif,192
186057,Fe2 Ge1 Ti1,225,Fm-3m,<i>m</i>-3<i>m</i>,186057,1,1,0,0,Trivial,Trivial,0,0,1,24,Heusler-AlCu2Mn,5.74,5.74,5.74,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/186057,cif/186057.cif,192
186058,Fe2 Sn1 Ti1,225,Fm-3m,<i>m</i>-3<i>m</i>,103641,1,1,0,0,ESFD (SM),Trivial,0,0,1,24,Heusler-AlCu2Mn,6.03,6.03,6.03,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/186058,cif/186058.cif,192
186059,As1 Fe2 Ti1,225,Fm-3m,<i>m</i>-3<i>m</i>,186059,1,1,0,0,ESFD (SM),ESFD (SM),0,0,1,25,Heusler-AlCu2Mn,5.74,5.74,5.74,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/186059,cif/186059.cif,192
186060,Fe2 Sb1 Ti1,225,Fm-3m,<i>m</i>-3<i>m</i>,186060,1,1,0,0,ESFD (SM),ESFD (SM),0,0,1,25,Heusler-AlCu2Mn,6,6,6,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/186060,cif/186060.cif,192
186262,H4 B1 Li1,186,P63mc,6<i>mm</i>,95208,1,0,0,1,Trivial,Trivial,0,0,0,16,LiBH4(hP12),4.3228,4.3228,7.0368,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/186262,cif/186262.cif,12
186404,Al1 Ni1 Zr1,189,P-62m,-62<i>m</i>,58080,1,0,0,0,ESFD (SM),ESFD (SM),0,1,1,51,ZrNiAl-Fe2P,6.91,6.91,3.508,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/186404,cif/186404.cif,12
186426,Ba1 O4 S1,62,Pnma,<i>mmm</i>,16904,0,0,1,0,Trivial,Trivial,0,0,0,160,Barite#-BaSO4,8.8721,5.4522,7.1491,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/186426,cif/186426.cif,8
